job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Suitable for,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Master,Bachelor
5177087,Senior Laravel Developer,Roman Berešík,https://www.profesia.sk/praca/roman-beresik/O5177087?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-04,False,Bratislava,3000 - 6000 EUR gross/month,English: B2,High School with Diploma,"Laravel, Vue.js, FastAPI, SQL, HTML, GIT","Docker, AWS, Stripe, OpenAI, Google Cloud",Hybrid,Full-time,3-5 years,,
5185300,Databázový špecialista so zameraním na AWS Cloud,"Tatra banka, a.s.",https://www.profesia.sk/praca/tatra-banka/O5185300?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Bratislava,3000 EUR gross/month,English,"Bachelor, Master",,"AWS, Cloud Formation, Oracle, PostgreSQL",Full-time,Full-time,,,
5185299,Aplikačný IT architekt – oblasť investovania,"Tatra banka, a.s.",https://www.profesia.sk/praca/tatra-banka/O5185299?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-18,False,Bratislava,3200 EUR gross/month,English,"Bachelor, Master","Kafka, microservisná architektúra, cloud","Docker, AWS",Hybrid,Full-time,3-5 years,,
5185297,ČSOB Aplikačný inžinier (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5185297?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Bratislava,2700 EUR gross/month,English: B2,High School with Diploma,"Python, Bash, Powershell","Tomcat, Apache web server, JVM, SQL, IIS, Docker, AWS, Openshift, Ansible",Hybrid,Full-time,,,
5185296,Aplikačný administrátor ČSOB (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5185296?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Bratislava,2000 EUR gross/month,English: B1,High School with Diploma,"Python, Powershell, Bash","Docker, AWS, JBOSS, Tomcat, IIS",Hybrid,Full-time,3-5 years,,
5185295,ČSOB Test Manager (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5185295?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Bratislava,2500 EUR gross/month,English: B2,"Bachelor, Master",,,Hybrid,Full-time,3-5 years,,
5185288,IT Technik,DEKRA kvalifikácia a poradenstvo s.r.o.,https://www.profesia.sk/praca/dekra-kvalifikacia-a-poradenstvo/O5185288?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Prešov,1600 EUR gross/month,"Slovak: C2, English: B1",High School with Diploma,,,,Full-time,,,
5169617,"Agilný projekt. Strategická rola. Architekt, ktorý prepája.","Tatra banka, a.s.",https://www.profesia.sk/praca/tatra-banka/O5169617?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-17,False,Bratislava,3200 EUR gross/month,English: B2,"Bachelor, Master",,,On-site with home office,Full-time,3-5 years,,
5091709,Data Administrator / Mediator,"LG Tech Services, s.r.o.",https://www.profesia.sk/praca/lg-tech-services/O5091709?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-04,False,Banská Bystrica,1100 EUR gross/month,English: B2,High School with Diploma,,,Hybrid,Full-time,,,
5185254,Konzultant ERP (mzdy a ekonomika) – posuň biznis našich klientov vpred,"Asseco Solutions, a.s.",https://www.profesia.sk/praca/asseco-solutions/O5185254?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-24,False,Bratislava,1600 EUR gross/month,Slovak: Expert (C2),High School with Diploma,,,Hybrid,Full-time,1-3 years,,
5185233,Software Engineer,Zebra Technologies Slovakia s.r.o.,https://www.profesia.sk/praca/zebra-technologies-slovakia/O5185233?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-18,False,Bratislava,3000 EUR gross/month,,"Bachelor, Master","Bash, Python, C++","Docker, Jenkins, GitHub Actions, Ansible, Conan, Git, ROS (Robot Operating System)",Hybrid,Full-time,,,
5185169,Service delivery manager,UNIVERSAL maklérsky dom a.s.,https://www.profesia.sk/praca/universal-maklersky-dom/O5185169?search_id=a41c6cff-2510-4a9f-b598-41738012d533,2025-11-04,2025-11-04,False,Bratislava,2200 EUR gross/month,Slovak: C2,"Bachelor, Master, PhD",,,Hybrid,Full-time,4 years,,
5185213,Senior Python Developer,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5185213?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Bratislava,3000 EUR gross/month,English: B2,High School with Diploma,"Python, Django, Flask, FastAPI","Docker, Kubernetes, PostgreSQL, MongoDB, Git",Hybrid,Full-time,5+ years,,
5185203,TeamLead Analyst,Stengl a.s.,https://www.profesia.sk/praca/stengl/O5185203?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-18,False,Bratislava,3000 EUR gross/month,English: B1,"Bachelor, Master",,"Enterprise Architect, UML",Hybrid,Full-time,5+ years,,
5185198,.NET Technical Lead,Stengl a.s.,https://www.profesia.sk/praca/stengl/O5185198?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Bratislava,3500 EUR gross/month,English: B2,"Bachelor, Master","C#, ASP.NET, ASP.NET Core, SQL",,Hybrid (1-2 days/week at home),Full-time,5+ years,,
5185194,Implementation Engineer Junior,Binary Confidence s.r.o.,https://www.profesia.sk/praca/binary-confidence/O5185194?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Bratislava,8 EUR/hour gross,English: B2,High School with Diploma,,,Hybrid,Full-time,0-1 years,,
4977802,MS SQL databázový programátor,"Prima banka Slovensko, a.s.",https://www.profesia.sk/praca/prima-banka-slovensko/O4977802?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2026-03-25,True,Žilina,1800 EUR gross/month,English: B2,Bachelor,"C#, .NET, SQL","Azure DevOps, Microsoft MS SQL Management Studio, Spotlight on SQL Server, Microsoft Visual Studio",Full-time,Full-time,2-3 years,,
4903824,IT Podpora,"Prima banka Slovensko, a.s.",https://www.profesia.sk/praca/prima-banka-slovensko/O4903824?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2026-02-03,False,Žilina,1250 EUR gross/month,English: A1,High School with Diploma,,,On-site,Full-time,0-1 years,,
4768200,Analytik DWH/BI,"Prima banka Slovensko, a.s.",https://www.profesia.sk/praca/prima-banka-slovensko/O4768200?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2026-02-07,False,Žilina,1400 EUR gross/month,English: B2,Bachelor,,"SQL, IBM Db2, MS SQL",,Full-time,1-3 years,,
5115603,Správca IT systémov,"Prima banka Slovensko, a.s.",https://www.profesia.sk/praca/prima-banka-slovensko/O5115603?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2026-03-25,True,Žilina,1400 EUR gross/month,,"Bachelor, Master",,,,Full-time,2-5 years,,
5184331,Systémový administrátor Windows/Linux s nemeckým jazykom,detect s. r. o.,https://www.profesia.sk/praca/detect/O5184331?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Vienna,3500 EUR gross/month,German: B2,High School with Diploma,,,Hybrid,Full-time,3-5 years,,
5097223,Senior PHP programozó,furbify,https://www.profesia.sk/praca/furbify/O5097223?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-12-17,False,Kolárovo,2000 EUR gross/month,"Hungarian: C1, Slovak: B1, English: B2",Post-secondary / Higher Vocational,PHP8+,,Full-time,Full-time,3-5 years,,
5184352,Expert na virtualizáciu VMware | Proxmox | Red Hat OpenShift s nemeckým jazykom,detect s. r. o.,https://www.profesia.sk/praca/detect/O5184352?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Vienna,3500 EUR gross/month,"English: B2, German: B2","Bachelor, Master, PhD",,"VMware, Proxmox, Red Hat OpenShift, Docker, Ansible, Terraform",Hybrid,Full-time,3-5 years,,
5185155,Špecialista digitálnych produktov,ALEX PETERSON s.r.o.,https://www.profesia.sk/praca/alex-peterson/O5185155?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Bratislava,2300 EUR gross/month,,Bachelor,,"Figma, Canva",Hybrid,Full-time,0-1 years,,
5185149,"Cyber Security Specialist - Hybrid (12-month fixed-term contract, extendable)",Swiss Re,https://www.profesia.sk/praca/swiss-re/O5185149?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Bratislava,1500 - 2500 EUR gross/month,English: B2,"University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)",,,Hybrid,Full-time,0-1 years,,
5176909,Senior PHP Developer  - Vytváraj s nami digitálne ekosystémy a produkty budúcnosti,SCR technologies s.r.o.,https://www.profesia.sk/praca/scr-technologies/O5176909?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-04,False,Banská Bystrica,2800 - 3800 EUR gross/month,,"High School with Diploma, Bachelor, Master","PHP, JavaScript, Laravel","Git, Docker, CI/CD, ElasticSearch",Home-Office,Full-time,5+ years,,
5154916,Senior lead developer,VNET a.s.,https://www.profesia.sk/praca/vnet/O5154916?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-04,False,Bratislava,3300 EUR gross/month,"English: B1, Slovak: B1",High School with Diploma,Python: Advanced,"Docker: Advanced, GIT: Advanced",Hybrid,Full-time,2 years,,
5185088,Pricing Python Developer,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5185088?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Bratislava,2000 EUR gross/month,English: B2,Bachelor,Python,"Databricks, Git, DevOps",Hybrid,Full-time,1-3 years,,
5174997,Senior SAP IS-U CRM konzultant,"Stredoslovenská distribučná, a.s.",https://www.profesia.sk/praca/stredoslovenska-distribucna/O5174997?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2026-03-16,False,Bratislava,2000 EUR gross/month,English: B2,"Bachelor, Master","ABAP, SAP ISU, SAP CRM",Microsoft Office 365,Home-Office,Full-time,,,
5185047,Data Analytics Engineer,Swiss Re,https://www.profesia.sk/praca/swiss-re/O5185047?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2026-03-16,False,Bratislava,3300 - 5500 EUR gross/month,English: B2,Bachelor,"Python, PySpark, JavaScript/TypeScript","Palantir Foundry, Workshop (low-code)",Hybrid,Full-time,6+ years,,
5185045,Biznis analytik pre elektronické služby a reporting,"Všeobecná zdravotná poisťovňa, a. s.",https://www.profesia.sk/praca/vseobecna-zdravotna-poistovna/O5185045?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Bratislava,1800 EUR gross/month,,"High School with Diploma, Post-secondary / Higher Vocational",,,Hybrid,Full-time,2 years,,
5185040,Senior Network System Engineer,"SOITRON, s.r.o.",https://www.profesia.sk/praca/soitron/O5185040?search_id=115f063a-3083-48af-83a7-8064f0fbf9a2,2025-11-04,2025-11-24,False,Bratislava,2600 EUR gross/month,"English: B2, Slovak: C1","Bachelor, Master",,,,Full-time,5+ years,,
5182409,Senior Lead Developer,SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182409?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2026-01-06,False,Bratislava,3300 - 4000 EUR gross/month,,"High School with Diploma, Bachelor, Master",Python,"PostgreSQL, Docker, GIT, HTML, CSS",Hybrid,Full-time,,,
5182410,"IT Analytik (UML, EA)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182410?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,2000 - 4000 EUR gross/month,,"High School with Diploma, Bachelor, Master",,"UML, EA, Enterprise Architect",Hybrid (50% Home Office),Full-time,,,
5182411,"Senior Java Developer (IDEA, maven, git/gitlab, JIRA, Confluence)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182411?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,3500 - 4500 EUR gross/month,,"High School with Diploma, Post-secondary / Higher Vocational, Bachelor, Master",Java,"IDEA, maven, git/gitlab, JIRA, Confluence, Spring, JDBC (SQL), Messaging, Caching",Hybrid,Full-time,,,
5182412,Linux Support Specialist (L2/L3),SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182412?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,1800 EUR gross/month,English: Very good,High School with Diploma,"Linux shell, TCP/IP, SSH, DHCP, NFS, HTTP","DRBD, Pacemaker, RedHat Cluster",Hybrid (Job with occasional home office),Full-time,,,
5182414,"Senior Analytics & AI Engineer (Python,Generative AI)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182414?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,3300 - 4500 EUR gross/month,English,,"Python, PySpark","Palantir, Azure, Microsoft Power BI, Typescript",Hybrid with home office,Full-time,,,
5182415,"Solution Architect (UML,EA, Java, Docker.",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182415?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,3000 - 5000 EUR gross/month,,"High School with Diploma, Bachelor, Master",Java,"UML, EA, Docker",Hybrid,Full-time,,,
5182417,"IT Tech Lead (JavaScript, TypeScript, Angular, Node)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182417?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,3000 EUR gross/month,English: B2,Bachelor,"TypeScript, C++, Python, Java",,,Full-time,3-5 years,,
5182419,Product Manager with German language (Position with travel abroad.,SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182419?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava region,3800 - 5000 EUR gross/month,"English: B2, German: B2","Bachelor, Master, Postgraduate",,,Hybrid (home office up to 60% a week),Full-time,3+ years,,
5182948,"Data/Application Engineer (Python, PySpark, SQL)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182948?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,2400 - 4000 EUR gross/month,English: Proficient,Bachelor,"Python, PySpark, SQL, TypeScript","Docker, AWS, Azure DevOps, Jira",Hybrid,Full-time,4-6 years,,
5182953,"Senior Application Administrator (Azure DevOps, Azure Data Factory, MS SQL)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182953?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,2700 - 4000 EUR gross/month,,High School with Diploma,,"Azure DevOps, Azure Data Factory, MS SQL",Hybrid,Full-time,3-5 years,,
5182955,"React Native Developer (Turborepo, Zustand, SQLite)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182955?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,2000 - 4000 EUR gross/month,,"High School with Diploma, Bachelor, Master","React Native, Expo, TurboRepo, Zustand, SQLite","Docker, AWS, React Query",Hybrid,Full-time,,,
5182957,"Tech Leader (Java, Angular/React)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182957?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,3000 - 5000 EUR gross/month,,"High School with Diploma, Bachelor, Master","Java, Angular, React","Docker, CI/CD tools (e.g. GitLab CI, Jenkins), Oracle, PostgreSQL, Linux",Hybrid,Full-time,,,
5182958,"Web Automation Tester (Cypress/Selenium/Playwright, TypeScript)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5182958?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,2100 - 3000 EUR gross/month,,High School with Diploma,TypeScript,"Cypress, Selenium, Playwright",Hybrid home office,Full-time,3-5 years,,
5183512,IT Analytik (Bratislava/Žilina),SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5183512?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,2500 - 5600 EUR gross/month,,"High School with Diploma, Bachelor, Master",,"Enterprise Architect, SQL, REST API, webové aplikácie",Hybrid,Full-time,3+ years,,
5183517,"Medior/Senior Java Engineer (Java, Springboot, Azure/AWS/GCP)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5183517?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,3000 - 5000 EUR gross/month,,High School with Diploma,Java,"Spring Boot, Azure/AWS/GCP",Hybrid,Full-time,,,
5183909,"DevOps Specialist (CI/CD, Networkig, GitOps, Monitoring)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5183909?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,2200 EUR gross/month,,"High School with Diploma, Bachelor, Master","Docker, Kubernetes, Python","GitLab, Jenkins, Prometheus, Grafana, ELK stack",Hybrid,Full-time,,,
5183910,SW Architekt / SW líder (Java stack),SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5183910?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,3600 - 5000 EUR gross/month,,"High School with Diploma, Post-secondary / Higher Vocational, Bachelor, Master","Java, Spring Boot, Kubernetes, Docker, Apache Kafka, Grafana, Prometheus","Jenkins, GitLab, Azure (AWS)",Hybrid,Full-time,,,
5183915,"IT Tester (automatizovaný + manuálny testing, Playwright, qTest)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5183915?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,1800 - 2500 EUR gross/month,,"High School with Diploma, Bachelor, Master",,"Playwright, qTest",Hybrid (50% Home Office),Full-time,2-5 years,,
5183916,"Java Developer (Java, Springboot, Docker)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5183916?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,2200 - 4000 EUR gross/month,,"High School with Diploma, Bachelor, Master","Java, Spring Boot",Docker,Hybrid,Full-time,4+ years,,
5183917,"Senior PHP Developer (Laravel, Nette)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5183917?search_id=d5020c65-a244-47be-9258-1b153862d19e,2025-11-04,2025-11-24,False,Bratislava,3500 - 4500 EUR gross/month,,"High School with Diploma, Bachelor, Master","PHP, Laravel, Nette","PhpStorm, Git/Gitlab, JIRA, Confluence, Docker, Saltstack, MySQL, PostgreSQL, Kafka, RabbitMQ",Hybrid,Full-time,4+ years,,
