job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,last_seen,active,Location,url,Education,Salary,first_seen
5230392,"Finance Process Improvement Specialist (VBA, Python, PowerBI)",SourceFirst International s.r.o.,"VBA, Python, PowerBI",Anaplan,English: B2,4 or more years,Home-Office,Full-time,Profesia,2026-03-05,False,Bratislava/Košice,https://www.profesia.sk/praca/sourcefirst-international/O5230392?search_id=e4a6a6a3-24fe-4f4b-876e-b9f6a1f107ff,"Master's degree (or equivalent) in Finance, Mathematics or Business Administration",3000 - 4000 EUR gross/month,2026-02-07
5230370,Senior PHP Developer  - Vytváraj s nami digitálne ekosystémy a produkty budúcnosti,SCR technologies s.r.o.,"PHP, JavaScript","Laravel, Git, Docker, CI/CD",,4 years,Home-Office,Full-time,Profesia,2026-03-05,False,Banská Bystrica,https://www.profesia.sk/praca/scr-technologies/O5230370?search_id=e4a6a6a3-24fe-4f4b-876e-b9f6a1f107ff,"Bachelor, Master",2800 - 3800 EUR gross/month,2026-02-07
5228225,Referent CRM  M/Ž,"TIPOS, národná lotériová spoločnosť, a. s.",,Microsoft Office - Pokročilý,"Slovenský jazyk: Expert (C2), Anglický jazyk: Stredne pokročilý (B2)",,,Full-time,Profesia,2026-02-26,False,Bratislava,https://www.profesia.sk/praca/tipos-narodna-loteriova-spolocnost/O5228225?search_id=e4a6a6a3-24fe-4f4b-876e-b9f6a1f107ff,Vysokoškolské II. stupňa,1900 EUR gross/month,2026-02-07
5230342,Obchodník/Sales Manager,"I SEE IT, s.r.o.",,"MS Office (Word, Excel, PowerPoint, MS Outlook), Pohoda",English: B2,5+ years,Home-Office,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/i-see-it/O5230342?search_id=e4a6a6a3-24fe-4f4b-876e-b9f6a1f107ff,"High School with Diploma, Bachelor",1800 EUR gross/month + variable component according to results,2026-02-07
5230291,Test automation (Tosca) s nemeckym jazykom,MATERNA Information & Communications s.r.o.,"Java, JavaScript, Python","Tosca, Jira, SQL/API testing",German: B2,,Home-Office,Full-time,Profesia,2026-03-05,False,Remote,https://www.profesia.sk/praca/materna-information-communications/O5230291?search_id=e4a6a6a3-24fe-4f4b-876e-b9f6a1f107ff,Secondary with school-leaving examination,2500 - 4000 EUR gross/month,2026-02-07
5230287,Junior System Specialist (IT Support),Accace Management s.r.o.,,"Microsoft Office 365, Microsoft Windows, Microsoft Hyper-V",English: B2,0-1 years,On-site,Full-time,Profesia,2026-02-22,False,Bratislava,https://www.profesia.sk/praca/accace-management/O5230287?search_id=e4a6a6a3-24fe-4f4b-876e-b9f6a1f107ff,High School with Diploma,1300 EUR gross/month,2026-02-07
5230241,Hľadáme šikovného programátora zo Záhoria (Tailwind CSS/Wordpress/Php),upvision.s.r.o.,"PHP, Laravel, JavaScript, HTML, Tailwind CSS","WordPress, MySQL, Git",English: B2,1-3 years,On-site with home office,Full-time,Profesia,2026-03-05,False,Senica,https://www.profesia.sk/praca/upvision-s-r-o/O5230241?search_id=b2767064-d085-4828-90f9-adff2b6fdc95,Bachelor,1500 - 3000 EUR gross/month,2026-02-07
5230230,IT Tester,"KOOPERATIVA poisťovňa, a.s. Vienna Insurance Group",,"Swagger, Hoppscotch",English: A2,3 years,Home-Office,Full-time,Profesia,2026-02-20,False,Bratislava,https://www.profesia.sk/praca/kooperativa-poistovna-vienna-insurance-group/O5230230?search_id=b2767064-d085-4828-90f9-adff2b6fdc95,High School with Diploma,1600 EUR gross/month,2026-02-07
5230189,"Senior Frontend Developer (React / Angular, Kubernetes)",EuroView s.r.o.,"React, Angular",Kubernetes,English: C1,3-5 years,Hybrid,Full-time,Profesia,2026-03-05,False,Remote,https://www.profesia.sk/praca/euroview/O5230189?search_id=b2767064-d085-4828-90f9-adff2b6fdc95,Bachelor's degree,3000 - 5000 EUR gross/month,2026-02-07
5230147,Junior IT support L1/ Helpdesk,Lugera & Maklér spol.s r.o.,,"Microsoft Windows, Microsoft Office / Microsoft 365 (užívateľská podpora), Active Directory – základná správa účtov, Adobe produkty – užívateľská podpora, Správa mobilných zariadení cez Android Knox",English: B2,,,Full-time,Profesia,2026-03-04,False,Bratislava,https://www.profesia.sk/praca/lugera-makler/O5230147?search_id=b2767064-d085-4828-90f9-adff2b6fdc95,High School with Diploma,1700 EUR gross/month,2026-02-07
5230144,Hľadáme Senior Delivery Manažéra s nemčinou,Lugera & Maklér spol.s r.o.,,,"English: B2, German: B2",,Full-time,Full-time,Profesia,2026-02-24,False,Košice,https://www.profesia.sk/praca/lugera-makler/O5230144?search_id=b2767064-d085-4828-90f9-adff2b6fdc95,Bachelor,2600 EUR gross/month,2026-02-07
5230119,Senior BE developer pre svetovo oceňovanú  mobilnú aplikáciu Tatra banky,"Tatra banka, a.s.",Java,"PostgreSQL, Oracle, Git/GitHub, Spring Boot, CI/CD pipeline (TeamCity, Jenkins...)",,5+ years,Full-time,Full-time,Profesia,2026-03-04,False,Bratislava,https://www.profesia.sk/praca/tatra-banka/O5230119?search_id=b2767064-d085-4828-90f9-adff2b6fdc95,Bachelor,3000 EUR gross/month,2026-02-07
5230067,Holding Data Analyst,"PERSONALITY, s.r.o.",,"MS Excel, Power BI","English: B1, Hungarian: B1",5+ years,Home-Office,Full-time,Profesia,2026-03-05,False,Dunajská Streda,https://www.profesia.sk/praca/personality/O5230067?search_id=2a918e53-535a-4459-8efa-34de16b6b68d,"Bachelor, Master",3000 - 3500 EUR gross/month,2026-02-07
5230064,IT HelpDesk Support,"Hyundai AutoEver Europe GmbH, organizačná zložka",,,"English: B1, Microsoft Windows: Advanced",,On-site,Full-time,Profesia,2026-03-05,False,Gbeľany,https://www.profesia.sk/praca/hyundai-autoever-europe-gmbh-organizacna-zlozka/O5230064?search_id=2a918e53-535a-4459-8efa-34de16b6b68d,High School with Diploma,1300 EUR gross/month,2026-02-07
5230061,Hľadáme skúseného automatizovaného IT testera!,PosAm spol. s r.o.,"TypeScript, JavaScript","Playwright, k6, Git, Jira, Confluence, CI/CD: GitLab CI / Jenkins, Observability: Grafana, Graylog, Swagger / OpenAPI, SQL / DB (validácia dát, jednoduché query)",,5+ years,,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/posam/O5230061?search_id=2a918e53-535a-4459-8efa-34de16b6b68d,Bachelor,2500 EUR gross/month,2026-02-07
5230052,Produktový špecialista pre pokladničné systémy,"AXIS distribution, s.r.o.",,"MS Office, Excel",English: B1,,,Full-time,Profesia,2026-03-05,False,Lučenec,https://www.profesia.sk/praca/axis-distribution/O5230052?search_id=be154aed-9272-4fda-9a54-d120a66cb992,High School with Diploma,1200 - 2500 EUR gross/month,2026-02-07
5230050,Servisný technik - telekomunikácie,TIMES NETWORKS s.r.o.,,,English: B1,,On-site with home office,"Full-time, Short-term, Half-time",Profesia,2026-03-05,False,Prievidza,https://www.profesia.sk/praca/times-networks/O5230050?search_id=be154aed-9272-4fda-9a54-d120a66cb992,"High School with Diploma, Bachelor",1200 - 1900 EUR gross/month,2026-02-07
5230047,Fullstack developer,Greentube Slovakia s.r.o.,"Angular, .NET8, ASP.NET Core, MongoDB, MS SQL Server 2022",,English: B2,Minimum of 2 years,Job with occasional home office,Full-time,Profesia,2026-03-16,False,Bratislava,https://www.profesia.sk/praca/greentube-slovakia/O5230047?search_id=be154aed-9272-4fda-9a54-d120a66cb992,University education (Bachelor's degree),2500 EUR gross/month,2026-02-07
5230041,"Backend Developer (Java, Kotlin, Spring Boot)",Cassovia Code a. s.,"Java, Kotlin, Spring Boot","PostgreSQL, Git, Docker, Kubernetes, Helm charts, Feature flags, CI/CD practices",English: B2,,Hybrid (occasional home office),Contractor,Profesia,2026-03-05,False,Košice,https://www.profesia.sk/praca/cassovia-code/O5230041?search_id=be154aed-9272-4fda-9a54-d120a66cb992,Secondary with school-leaving examination,2500 EUR gross/month,2026-02-07
5230040,Fullstack Developer (React oriented),SourceFirst International s.r.o.,"React, .NET Core","Cypress, Gherkin, JIRA, Confluence, Enterprise Architect",,,Hybrid,Full-time,Profesia,2026-03-05,False,Praha,https://www.profesia.sk/praca/sourcefirst-international/O5230040?search_id=be154aed-9272-4fda-9a54-d120a66cb992,"Bachelor, Master, PhD",60000 CZK brutto/month,2026-02-07
5230017,Brigádnik/čka pre B2B Technical Solutions,"Orange Slovensko, a.s.",,,English: B1,,Home-Office,Full-time,Profesia,2026-02-20,False,Banská Bystrica,https://www.profesia.sk/praca/orange-slovensko/O5230017?search_id=be154aed-9272-4fda-9a54-d120a66cb992,,2000 EUR gross/month,2026-02-07
5230015,Brigádnik/čka pre B2B Technical Solutions,"Orange Slovensko, a.s.",,,English: B1,,Home-Office,Full-time,Profesia,2026-02-20,False,Bratislava,https://www.profesia.sk/praca/orange-slovensko/O5230015?search_id=be154aed-9272-4fda-9a54-d120a66cb992,,2000 EUR gross/month,2026-02-07
5230012,Frontend Developer (Medior/Senior),"ESET, spol. s r.o.","React, TypeScript","Git, Webpack, Vite.js",,5+ years,"Hybrid (2 days on-site, 3 days home office)",Full-time,Profesia,2026-03-23,False,Žilina,https://www.profesia.sk/praca/eset/O5230012?search_id=be154aed-9272-4fda-9a54-d120a66cb992,,3000 EUR gross/month,2026-02-07
5230002,Senior DevOps Engineer,BTCS Slovakia s. r. o.,Python,"Docker, ArgoCD, Grafana, OpenTelemetry, Application Insights",English: B2,5+ years,Hybrid,Full-time,Profesia,2026-03-25,True,Bratislava,https://www.profesia.sk/praca/btcs-slovakia/O5230002?search_id=be154aed-9272-4fda-9a54-d120a66cb992,University education (Bachelor's degree),3800 EUR gross/month,2026-02-07
5229999,Business Technical Designer  (kontrakt 6500 - 8500),Pro HR,,,"English: B2, Slovenský jazyk: C2",3-5 years,Home-Office,Full-time,Profesia,2026-03-05,False,Práca z domu,https://www.profesia.sk/praca/pro-hr/O5229999?search_id=be154aed-9272-4fda-9a54-d120a66cb992,Bachelor,6000 EUR gross/month,2026-02-07
5229975,Dátový analytik pre aplikáciu mojaPSS (web & mobil),Prvá stavebná sporiteľňa a.s.,,"IBM Cognos Analytics, SQL",English: B2,2 years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/prva-stavebna-sporitelna/O5229975?search_id=be154aed-9272-4fda-9a54-d120a66cb992,Bachelor,1800 EUR gross/month,2026-02-07
5229960,Dátový špecialista / Dátová špecialistka nákupu,"Talent Solutions, s.r.o.",,SAP MM (MDG),English: C1,3-5 years,Home-Office,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/talent-solutions/O5229960?search_id=be154aed-9272-4fda-9a54-d120a66cb992,"Bachelor, Master, PhD",3000 EUR gross/month,2026-02-07
5229943,Timový vedúci dátového BI tímu - m/ž,"VOLKSWAGEN GROUP SERVICES, s.r.o.",,,English: B2,6 years,Home-Office,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/volkswagen-group-services/O5229943?search_id=be154aed-9272-4fda-9a54-d120a66cb992,Bachelor's degree or higher in IT,3000 EUR gross/month,2026-02-07
5229942,Senior Full Stack QA Engineer,Ciklum,"TypeScript, JavaScript, Cucumber","Playwright, Jest, GIT",English: B2,5+ years,,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/ciklum/O5229942?search_id=be154aed-9272-4fda-9a54-d120a66cb992,University education (Bachelor's degree),2700 EUR gross/month,2026-02-07
5229940,IT špecialista technickej podpory,VILLA PRO s.r.o.,"UNIX/Linux, PostgreSQL, Zabbix, Bash Scripting, Python",riadiaceho softvéru bezobslužných parkovísk,English: A2,,Full-time,Full-time,Profesia,2026-03-05,False,Spišská Nová Ves,https://www.profesia.sk/praca/villa-pro/O5229940?search_id=be154aed-9272-4fda-9a54-d120a66cb992,High School with Diploma,1000 - 1300 EUR gross/month,2026-02-07
5229923,Angular Developer (Senior),Moxymind s. r. o.,"Angular, TypeScript",,English: B2,3-5 years,Hybrid,Full-time,Profesia,2026-03-05,False,Košice,https://www.profesia.sk/praca/moxymind/O5229923?search_id=be154aed-9272-4fda-9a54-d120a66cb992,Bachelor's degree,3700 EUR gross/month,2026-02-07
5229917,Business Owner (Trip Presentation/ Search & Listing),"Invia.sk, s.r.o.",,,"English: C1, Czech: C1",3-5 years,Hybrid (Bratislava/Prague/Brno office + home office or remote),Full-time,Profesia,2026-03-05,False,Remote,https://www.profesia.sk/praca/invia-sk/O5229917?search_id=be154aed-9272-4fda-9a54-d120a66cb992,Secondary with school-leaving examination,3000 EUR gross/month,2026-02-07
5227607,Správca inteligentných systémov & AV technik,SLOVAK PROPERTY GROUP a.s.,,,English: B2,3-5 years,Full-time,Full-time,Profesia,2026-03-05,False,Liptovský Mikuláš,https://www.profesia.sk/praca/slovak-property-group/O5227607?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,High School with Diploma,1600 - 1900 EUR gross/month,2026-02-07
5229884,"ICT Administrator (Linux, Windows, Proxmox Networking, Internal/inhouse specialist)",SourceFirst International s.r.o.,,"Linux, Windows, Proxmox, Atlassian JIRA and Confluence",,,Full-time with occasional home office,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/sourcefirst-international/O5229884?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,"Bachelor's degree, Master's degree, PhD",2200 - 3500 EUR gross/month,2026-02-07
5229882,"Web Automation Tester (Cypress/Selenium/Playwright, TypeScript)",SourceFirst International s.r.o.,TypeScript,"Cypress, Selenium, Playwright",,,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/sourcefirst-international/O5229882?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree)",2100 - 3000 EUR gross/month,2026-02-07
5229879,"AI Software Engineer (Java, React, LLM)",SourceFirst International s.r.o.,"Java, React",,English: B2+,1-3 years,Hybrid,Full-time,Profesia,2026-03-05,False,Košice,https://www.profesia.sk/praca/sourcefirst-international/O5229879?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,Secondary with school-leaving examination,2500 - 3300 EUR gross/month,2026-02-07
5229878,"Senior DevOps Engineer (Azure, SaaS/PaaS, IaaC, PowerShell, Kubernetes, Terraform, Azure DevOps, Helm)",SourceFirst International s.r.o.,,"Azure, PowerShell, Kubernetes, Terraform, Azure DevOps, Helm",,,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/sourcefirst-international/O5229878?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)",3800 - 5200 EUR gross/month,2026-02-07
5229876,Python Engineer (Spark/PySpark),SourceFirst International s.r.o.,"Python, PySpark","Azure Datalake, Azure Databricks, Azure Data Factory, Azure Data Lake, Oracle/Postgres",English: B2,6+ years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/sourcefirst-international/O5229876?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,"Bachelor, Master, PhD",2700 - 4000 EUR gross/month,2026-02-07
5229862,MID-LEVEL Java Developer,"Ardaco, a.s.",Java,"PostgreSQL, Keycloak, Docker, Spring Boot, iOS, Android REST/SOAP webové služby, Git, Gitlab, Maven",,3-5 years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/ardaco/O5229862?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,Bachelor,2500 EUR gross/month,2026-02-07
5229851,Senior Infrastructure Administrator,Fpt Slovakia s.r.o.,,"VMware, Windows access management, Active Directory",,5+ years,"Remote work, 100% remote or modern offices",Full-time,Profesia,2026-02-22,False,"Košice, Bratislava, Prague",https://www.profesia.sk/praca/fpt-slovakia/O5229851?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,,2300 EUR gross/month + variable component,2026-02-07
5229839,Digital Solution Manager,Bekaert,,"Figma, Adobe Photoshop, prototyping platforms, Adobe AEM, Magento",English: B2,5+ years,Home-Office,Full-time,Profesia,2026-03-05,False,Remote,https://www.profesia.sk/praca/bekaert/O5229839?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,Master's degree,2920 EUR gross/month,2026-02-07
5229826,Administrátor IT pre Windows OS / Microsoft,Slovenský hydrometeorologický ústav,,"Windows OS, MS Servers, Active Directory, Database",English: B1,5+ years,Full-time,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/slovensky-hydrometeorologicky-ustav/O5229826?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,"Bachelor with II. degree in technical, IT or electrical engineering",2200-2400 EUR gross/month,2026-02-07
5229822,Administratívny pracovník - Správca eshopu,Miroslav Jedinák,,,Slovenský jazyk - Stredne pokročilý (B2),,,Full-time,Profesia,2026-03-05,False,Stará Ľubovňa,https://www.profesia.sk/praca/miroslav-jedinak/O5229822?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,Stredoškolské s maturitou nadstavbové/vyššie odborné vzdelanie,1050 EUR gross/month,2026-02-07
5229820,Senior Database Administrator,AT&T Global Network Services Slovakia,"Oracle, MySQL, PostgreSQL",,English: B2,5+ years,Hybrid,Full-time,Profesia,2026-02-16,False,Bratislava,https://www.profesia.sk/praca/at-t-global-network-services-slovakia/O5229820?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,,3800 - 5700 EUR gross/month,2026-02-07
5229805,IT Architekt,"Ardaco, a.s.",,,English: B2,5+ years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/ardaco/O5229805?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,Bachelor,3000 EUR gross/month,2026-02-07
5229791,IT Service Desk Analyst - Global technical & network support,Metrohm Research Slovakia s. r. o.,,,English: B2,3-5 years,Full-time with occasional home office,Full-time,Profesia,2026-02-19,False,Bratislava,https://www.profesia.sk/praca/metrohm-research-slovakia/O5229791?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,Secondary with school-leaving examination,1500 EUR gross/month,2026-02-07
5229779,Summer Development Academy KOŠICE - full time internship for students during summer,Siemens Slovensko,JavaScript,"ServiceNow, SCRUM methodology",English: B2,,,Full-time,Profesia,2026-03-05,False,Košice,https://www.profesia.sk/praca/siemens-slovensko/O5229779?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,University student,6 EUR/hour,2026-02-07
5229778,Summer Development Academy ŽILINA - full time internship for students during summer,Siemens Slovensko,"Java, .NET, Angular, React, SQL",Git,English: B2,,,Full-time (part-time internship),Profesia,2026-03-05,False,Žilina,https://www.profesia.sk/praca/siemens-slovensko/O5229778?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,"Secondary school student, University student",6 EUR/hour,2026-02-07
5229777,Summer Development Academy BRATISLAVA - full time internship for students during summer,Siemens Slovensko,"Java, .NET, Angular, React, SQL",Git,English: B2,,,Full-time (part-time internship),Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/siemens-slovensko/O5229777?search_id=9782a4d5-4faa-4933-9d43-0002e27ae5c5,"Secondary school student, University student",6 EUR gross/hour,2026-02-07
5229767,Staň sa kreatívnym/kreatívnou analytikom/analytičkou v tíme Riadenie kvality dát na oddelení Data & AI Office!,"Všeobecná úverová banka, a.s., Intesa Sanpaolo","SQL, Visual Basic (optional), Python (optional)",,English: B1,,On-site with home office,Short-term,Profesia,2026-02-22,False,Bratislava,https://www.profesia.sk/praca/vseobecna-uverova-banka-intesa-sanpaolo/O5229767?search_id=5761c056-618a-4439-aa7d-e706a6585a91,Student of a higher school,7.5 EUR/hour,2026-02-07
5229764,Software Engineer in Test (f/m/d),DINAPE,"Java, Spring Boot","Docker, Kubernetes",English: C1,3-5 years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/dinape/O5229764?search_id=5761c056-618a-4439-aa7d-e706a6585a91,,3000 EUR gross/month,2026-02-07
5229699,Tech lead / Fullstack developer (Senior),Digitálna koalícia,"Java, Python, React JS, TS","API, SQL, Git, cloud environment CI/CD, DevOps principles","English: C1, Slovak: C2",5+ years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/digitalna-koalicia/O5229699?search_id=5761c056-618a-4439-aa7d-e706a6585a91,"Bachelor, Master",18 - 43.5 EUR/hour,2026-02-07
5229627,Špecialista (v odbore digitálnych inovácií) - muž/žena,"Slovenská elektrizačná prenosová sústava, a.s.","JavaScript, Python","MS Office (Word, Excel, PowerPoint, Outlook), MS Windows",English: B1,5 years,Full-time,Full-time,Profesia,2026-02-19,False,Bratislava,https://www.profesia.sk/praca/slovenska-elektrizacna-prenosova-sustava/O5229627?search_id=5761c056-618a-4439-aa7d-e706a6585a91,Bachelor in Informatics,2400 EUR gross/month,2026-02-07
5229641,Špecialista (v odbore projektového riadenia a služieb ICT ) muž/žena,"Slovenská elektrizačná prenosová sústava, a.s.",,"MS Office (Word, Excel, PowerPoint, Outlook), MS Windows",English: C1,5+ years,Full-time,Full-time,Profesia,2026-02-19,False,Bratislava,https://www.profesia.sk/praca/slovenska-elektrizacna-prenosova-sustava/O5229641?search_id=5761c056-618a-4439-aa7d-e706a6585a91,Bachelor in Informatika,2400 EUR gross/month,2026-02-07
5229633,Data Reporting BI Analyst,ARVAL COMPETENCE CENTER,"SQL, Python, VBA","Qlik Sense, Dataiku, Tableau, Microsoft Excel","English: B2, Slovak: C2",2 years,Home-Office,Full-time,Profesia,2026-03-22,False,Bratislava,https://www.profesia.sk/praca/arval-competence-center/O5229633?search_id=5761c056-618a-4439-aa7d-e706a6585a91,Bachelor's degree or higher,2500 EUR gross/month,2026-02-07
5229615,Junior Security Monitoring Operator (part-time),"ESET, spol. s r.o.",,ESET XDR tools,,,Job with occasional home office,"Part-time, agreement-based (Temporary jobs)",Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/eset/O5229615?search_id=5761c056-618a-4439-aa7d-e706a6585a91,Bachelor's degree in an IT field is an advantage,9 EUR/hour,2026-02-07
5229599,Junior Salesforce Developer,"Accenture, s.r.o.","Java, JavaScript","Salesforce, LWC, Apex, Flows, Agentforce, DevOps Center, Data Cloud",English: B2+,,Hybrid,Full-time,Profesia,2026-03-25,True,Bratislava or Košice,https://www.profesia.sk/praca/accenture/O5229599?search_id=5761c056-618a-4439-aa7d-e706a6585a91,Bachelor's or Master's in IT or related field,1400 EUR gross/month,2026-02-07
5229598,Incident manažér,Národná agentúra pre sieťové a elektronické služby (agentúra NASES),,"CA Service Desk Manager, Elastic Kibana, XML",English: B1,,Full-time,Full-time,Profesia,2026-02-16,False,Bratislava,https://www.profesia.sk/praca/narodna-agentura-pre-sietove-a-elektronicke-sluzby-agentura-nases/O5229598?search_id=5761c056-618a-4439-aa7d-e706a6585a91,High School with Diploma,1800 EUR gross/month,2026-02-07
5229570,Senior Application Developer - Java Spring Boot,Deutsche Telekom IT Solutions Slovakia,"Java, Spring Boot","GitLab CI/CD pipelines, JIRA, REST API, message based communication, API first approach",English: B2,,Remote work,Full-time,Profesia,2026-03-25,True,Košice,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5229570?search_id=5761c056-618a-4439-aa7d-e706a6585a91,,3100 EUR gross/month,2026-02-07
5229566,Medior DevOps Engineer,SourceFirst International s.r.o.,,"Azure, Cloud Foundry, Docker, Kubernetes, MSSQL, Oracle",English: B2,,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/sourcefirst-international/O5229566?search_id=5761c056-618a-4439-aa7d-e706a6585a91,"Secondary with school-leaving examination, Bachelor's degree, Master's degree, Doctorate",2700 - 3700 EUR gross/month,2026-02-07
5229565,"Monitoring Špecialista (Prometheus, PromQL, Grafana, Centreon)",SourceFirst International s.r.o.,"Python, PowerShell, Bash","Prometheus, PromQL, Grafana, Centreon, Oracle, PostgreSQL, RabbitMQ, SFTP, Kubernetes",,,Hybrid,Full-time,Profesia,2026-03-05,False,Žilina,https://www.profesia.sk/praca/sourcefirst-international/O5229565?search_id=5761c056-618a-4439-aa7d-e706a6585a91,"Bachelor, Master, PhD",1800 EUR gross/month,2026-02-07
5229563,Backend Java Developer,SourceFirst International s.r.o.,"Java, Spring","Maven, Gradle, GitLab, Nexus, Grafana, Prometheus",,5+ years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/sourcefirst-international/O5229563?search_id=5761c056-618a-4439-aa7d-e706a6585a91,"Bachelor, Master, PhD",2500 - 3500 EUR gross/month,2026-02-07
5229560,IT Analytik,SourceFirst International s.r.o.,,Enterprise Architect,,3-5 years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/sourcefirst-international/O5229560?search_id=5761c056-618a-4439-aa7d-e706a6585a91,"Bachelor, Master, PhD",2200 - 4000 EUR gross/month,2026-02-07
5229559,Senior Software Developer,Global Blue Slovakia s. r. o.,".NET, C#, ASP.NET, MVVM, HTML, CSS, WPF, Angular, iOS/Android/multiplatform",,English: C1,5+ years,Job with occasional home office,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/global-blue-slovakia/O5229559?search_id=5761c056-618a-4439-aa7d-e706a6585a91,"Bachelor's degree, Master's degree",5000 EUR gross/month,2026-02-07
5229551,SAP SD konzultant,"Unlimit Recruitment, s.r.o.","SAP Sales and Distribution (SD): Expert, SAP Warehouse Management (WM): Intermediate, SAP Production Planning (PP): Intermediate","SAP SD, SAP WM, SAP PP",English: B2,10+ years,Hybrid,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/unlimit-recruitment/O5229551?search_id=5761c056-618a-4439-aa7d-e706a6585a91,"Bachelor, Master",4000 - 5000 EUR gross/month,2026-02-07
5229515,Data Analyst (Financial Markets & eServices),ING Hubs Slovakia,"Python, Microsoft Power BI","Google Cloud Platform, Microsoft Power Platform (Power Automate, Power Apps)",English: C1,2-3 years,Hybrid,Full-time,Profesia,2026-03-25,True,Bratislava,https://www.profesia.sk/praca/ing-hubs-slovakia/O5229515?search_id=e883ad8e-9a96-4d41-ab58-bbbc9e61585f,University education (Bachelor's degree),2346 EUR gross/month,2026-02-07
5228577,Senior Java/JavaScript Software UI Engineer (Air Traffic Management),FREQUENTIS Solutions & Services s. r. o.,"Java, JavaScript","Maven, Git, Docker, Jenkins, JavaFX, React, CSS, JSON, RabbitMQ/AMQP, WebSocket, HTTP/REST, SIP/SDP, JUnit tests, CATS (test automation platform), etcd, Zabbix, OpenSearch/Kibana, Jama, JIRA, Confluence",English: B2,,Hybrid,Full-time,Profesia,2026-03-25,True,Bratislava,https://www.profesia.sk/praca/frequentis-solutions-services/O5228577?search_id=e883ad8e-9a96-4d41-ab58-bbbc9e61585f,University education (Bachelor's degree),4000 EUR gross/month,2026-02-07
5229496,Mobile App developer - Kotlin,Rayzon Technologies AG,"Kotlin, Swift","Mapbox, GitLab, Jenkins, Ktor, Compose Multiplatform / Jetpack Compose",English: C1,5+ years,On-site / hybrid / full remote work is possible,Full-time,Profesia,2026-03-25,True,Bratislava,https://www.profesia.sk/praca/rayzon-technologies-ag/O5229496?search_id=e883ad8e-9a96-4d41-ab58-bbbc9e61585f,Bachelor's degree or higher,5000 EUR gross/month,2026-02-07
5229477,Senior Biznis Analytik/čka – Firemné financovanie (LAB),"Slovenská sporiteľňa, a.s.",,,,5+ years,,Full-time,Profesia,2026-03-05,False,Bratislava,https://www.profesia.sk/praca/slovenska-sporitelna/O5229477?search_id=e883ad8e-9a96-4d41-ab58-bbbc9e61585f,,2600 EUR gross/month,2026-02-07
