job_id,title,company,Programming Languages,Required Software / Tools,Language Requirements,Experience Level,Work Arrangement,Job Type,source,Location,active,Salary,first_seen,url,Education,last_seen
5245895,HR Technical Product Manager,Deutsche Telekom IT Solutions Slovakia,,"LMS, LXP","English: C1, German: C1",3-5 years,Home-Office,Full-time,Profesia,Košice,True,2200 EUR gross/month,2026-03-07,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5245895?search_id=f84aa8d6-30a5-4f4c-83d2-0155437600a7,,2026-03-25
5245611,Systémový administrátor,Fakultná nemocnica Nitra,"PowerShell, Bash","Windows Server, Linux Server, Active Directory, GPO, DNS, DHCP, WSUS, FS, VMware, Proxmox, Cisco, Ubiquiti, Fortinet, VLAN, VPN, Firewall",English: A2,3-5 years,On-site,Full-time,Profesia,Nitra,True,1600 EUR gross/month,2026-03-07,https://www.profesia.sk/praca/fakultna-nemocnica-nitra/O5245611?search_id=f84aa8d6-30a5-4f4c-83d2-0155437600a7,High School with Diploma,2026-03-25
5245877,Data Scientist,"ESET, spol. s r.o.",SQL,"Google Analytics, Power BI, Qlik Sense, MS SQL server",English: B2,,On-site with home office,Full-time,Profesia,Bratislava,True,2000 EUR gross/month,2026-03-07,https://www.profesia.sk/praca/eset/O5245877?search_id=f84aa8d6-30a5-4f4c-83d2-0155437600a7,,2026-03-25
5245836,Junior SW Engineer - hybridná práca,Lugera & Maklér spol.s r.o.,C++,,English: B2,1-3 years,Hybrid,Full-time,Profesia,Nitra,True,2000 EUR gross/month,2026-03-07,https://www.profesia.sk/praca/lugera-makler/O5245836?search_id=2bf04dd2-2f3b-4c39-8931-bb206f2a365b,"Bachelor, Master",2026-03-25
5245835,Digital Solution Manager,Bekaert,,"Figma, Adobe Photoshop, Adobe AEM, Magento",English: B2,5+ years,Home-Office,Full-time,Profesia,,False,2920 EUR gross/month,2026-03-07,https://www.profesia.sk/praca/bekaert/O5245835?search_id=2bf04dd2-2f3b-4c39-8931-bb206f2a365b,Master,2026-03-07
5245814,IS Security Architekt,"Tatra banka, a.s.",,,English: B2,1-3 years,Hybrid,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-07,https://www.profesia.sk/praca/tatra-banka/O5245814?search_id=2bf04dd2-2f3b-4c39-8931-bb206f2a365b,"Bachelor, Master, PhD",2026-03-25
5233727,Infrastructure leader,Offer experts s. r. o.,,"Cisco CCNP, Cisco SD-WAN, Catalyst, Nexus, Fortinet, FortiGate, FortiManager, FortiAnalyzer, FortiEMS, VMware vCenter, Proxmox, Veeam, Zabbix, Ansible, iPXE, HPE DL, Dell ME, Debian, AlmaLinux, CentOS, PostgreSQL HA, HAProxy, PgBouncer, rsync, Corosync, Kubernetes, Calico, MetalLB, ArgoCD, Docker, containerd, GitLab, Microsoft 365, Intune, Teams, SharePoint, Outlook, Entra ID, Windows Server 2022, Active Directory, Windows 11, Ubiquiti UniFi",,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3500 - 5000 EUR/mesiac,2026-03-07,https://www.profesia.sk/praca/offer-experts/O5233727?search_id=24922bdd-6053-4f72-ac50-b04acd2689b8,High School with Diploma,2026-03-11
5246644,M365 Cloud Specialist,"Kistler Bratislava, s.r.o.",,"Microsoft 365, Microsoft Teams, SharePoint Online, Entra ID, Security & Compliance",English: C1,1-3 years,Hybrid,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2026-03-08,https://www.profesia.sk/praca/kistler-bratislava/O5246644?search_id=b2586793-b9f6-44b7-a3b1-81ca09f40604,"High School with Diploma, Bachelor, Master",2026-03-08
5246645,Test Developer,"Kistler Bratislava, s.r.o.","Python, Bash, Robot Framework","Robot Framework, PyTest, Git, Jira",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2400 EUR/month,2026-03-08,https://www.profesia.sk/praca/kistler-bratislava/O5246645?search_id=b2586793-b9f6-44b7-a3b1-81ca09f40604,Master,2026-03-08
5246634,Azure Architect,"Asseco Central Europe, a.s.",Basic programming / scripting,"Azure DevOps, ARM, Terraform, Docker, Kubernetes, Azure Integration Services, Azure PaaS, Azure Cloud Adoption Framework",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-08,https://www.profesia.sk/praca/asseco-central-europe/O5246634?search_id=b2586793-b9f6-44b7-a3b1-81ca09f40604,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5246633,Monitoring Administrátor,"Asseco Central Europe, a.s.","Bash, Python","Zabbix, Grafana, Prometheus",,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,1800 EUR gross/month,2026-03-08,https://www.profesia.sk/praca/asseco-central-europe/O5246633?search_id=b2586793-b9f6-44b7-a3b1-81ca09f40604,High School with Diploma,2026-03-08
5246631,Ai Tvorca,Združenie kreatívny región,,,,3-5 years,Home-Office,Full-time,Profesia,,True,1000 EUR gross/month,2026-03-08,https://www.profesia.sk/praca/zdruzenie-kreativny-region/O5246631?search_id=b2586793-b9f6-44b7-a3b1-81ca09f40604,High School with Diploma,2026-03-25
5246602,Junior Solution Specialist,Huawei Technologies (Czech) s.r.o.,,,"Slovak: Fluent, English: Intermediate",0-1 years,On-site,Full-time,Profesia,Bratislava,True,1440 EUR gross/month,2026-03-08,https://www.profesia.sk/praca/huawei-technologies-czech/O5246602?search_id=b2586793-b9f6-44b7-a3b1-81ca09f40604,Bachelor,2026-03-25
5246578,Category Trader / Product Category Manager - Ecommerce,iFix s. r. o.,,"Microsoft Excel, Microsoft Outlook, PriceShape, StockM",English: communication level,3-5 years,Hybrid,Full-time,Profesia,Petržalka,True,2100 - 2600 EUR/mesiac,2026-03-08,https://www.profesia.sk/praca/ifix/O5246578?search_id=b2586793-b9f6-44b7-a3b1-81ca09f40604,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5246502,Senior ICT analytik (m/ž) | Bratislava,"Slovenské elektrárne, a.s.","Java, Python","BPMN, UML, MS SQL, PostgreSQL, Oracle",,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-03-08,https://www.profesia.sk/praca/slovenske-elektrarne/O5246502?search_id=b2586793-b9f6-44b7-a3b1-81ca09f40604,Master,2026-03-22
5246501,Senior ICT analytik (m/ž) | Trenčín,"Slovenské elektrárne, a.s.","Java, Python","BPMN, UML, MS SQL, PostgreSQL, Oracle",,3-5 years,On-site,Full-time,Profesia,Trenčín,False,2000 EUR gross/month,2026-03-08,https://www.profesia.sk/praca/slovenske-elektrarne/O5246501?search_id=b2586793-b9f6-44b7-a3b1-81ca09f40604,Master,2026-03-22
5247093,Networking Sales Consultant,DRILL B.S. spol. s r.o.,,,"Slovak: C1, English: B2",3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,3500 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/drill-b-s/O5247093?search_id=78c89b10-5415-436a-8ba2-0202ece46440,High School with Diploma,2026-03-25
5247082,Technical writer & Pre-sales Engineer (networking),NetCore j.s.a.,,"Bash scripting, Linux, APIs, REST, XML, JSON, MySQL, PostgreSQL, MSSQL, GIT, Python","English: C1, Slovak: B2",3-5 years,Hybrid,Full-time,Profesia,Košice,True,2500 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/netcore-j-s-a/O5247082?search_id=78c89b10-5415-436a-8ba2-0202ece46440,High School with Diploma,2026-03-25
5247072,Softvérový testovací vývojár – riadiace jednotky - m/ž,"VOLKSWAGEN GROUP SERVICES, s.r.o.","Python, C++, C#","Jira, CANoe, CANalyzer, ODIS","English: B2, German: B2",1-3 years,Home-Office,Full-time,Profesia,,True,2500 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/volkswagen-group-services/O5247072?search_id=78c89b10-5415-436a-8ba2-0202ece46440,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5247038,Junior produktový manažér pre digitálne inovácie,"fpoho, s.r.o.",Java,"Microsoft Office, Notion, Figma",English: B2,1-3 years,Hybrid,Full-time,Profesia,Žilina,True,1500 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/fpoho/O5247038?search_id=78c89b10-5415-436a-8ba2-0202ece46440,"High School with Diploma, Bachelor, Master",2026-03-25
5247033,Inžinier kryptografických riešení (m/ž),SCHAEFFLER,"Python, C++, PowerShell","PKI, Key Management, HSM, ACME/SCEP, ISO 27001, NIST","English: B2, English: C1",3-5 years,Hybrid,Full-time,Profesia,Kysucké Nové Mesto,True,3000 EUR/mesiac,2026-03-09,https://www.profesia.sk/praca/schaeffler/O5247033?search_id=78c89b10-5415-436a-8ba2-0202ece46440,Master,2026-03-25
5247035,Integrátor systémových riešení (m/ž),SCHAEFFLER,,,English: B2,3-5 years,Hybrid,Full-time,Profesia,Kysucké Nové Mesto,True,3000 EUR/mesiac,2026-03-09,https://www.profesia.sk/praca/schaeffler/O5247035?search_id=78c89b10-5415-436a-8ba2-0202ece46440,Master,2026-03-25
5247034,Teamleader pre kryptografické riešenia (m/ž),SCHAEFFLER,,,English: C1,3-5 years,Hybrid,Full-time,Profesia,Kysucké Nové Mesto,True,3000 EUR/mesiac,2026-03-09,https://www.profesia.sk/praca/schaeffler/O5247034?search_id=78c89b10-5415-436a-8ba2-0202ece46440,Master,2026-03-25
5247028,Backend Developer,"Kistler Bratislava, s.r.o.","C#, .NET, C/C++, Go, Python",Docker,English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2700 EUR/month,2026-03-09,https://www.profesia.sk/praca/kistler-bratislava/O5247028?search_id=78c89b10-5415-436a-8ba2-0202ece46440,"Bachelor, Master",2026-03-11
5247027,Senior Fullstack Developer,"Kistler Bratislava, s.r.o.",".NET, React, C#, .NET Core 6+, ASP.NET Core, Entity Framework Core, WebSocket, SignalR, PostgreSQL, NATS.IO, Git, UML, OPC UA, Docker, D3.js, Chart.js, Recharts",,English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,3200 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/kistler-bratislava/O5247027?search_id=78c89b10-5415-436a-8ba2-0202ece46440,Bachelor,2026-03-25
5246727,Senior IT Analyst & QA,"PROSOFT, spol. s r.o.","JavaScript, TypeScript","Selenium, Appium, WebdriverIO, Mocha, JIRA",,3-5 years,Hybrid,Full-time,Profesia,Žilina,True,2200 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/prosoft/O5246727?search_id=78c89b10-5415-436a-8ba2-0202ece46440,Master,2026-03-25
5244140,Commercial Operations & Analytics Intern,"Merck Sharp & Dohme, s.r.o.",,"Microsoft Excel, Microsoft Power BI","Slovak: C2, English: C1",0-1 years,Hybrid,Half-time,Profesia,Bratislava,True,7 EUR/hod.,2026-03-09,https://www.profesia.sk/praca/merck-sharp-dohme/O5244140?search_id=78c89b10-5415-436a-8ba2-0202ece46440,Bachelor,2026-03-25
5246976,Sieťový špecialista/špecialistka pre IT/OT infraštruktúru (BA alebo TT),"MH Teplárenský holding, a.s.","Python, Ansible, Bash","Wireshark, SNMP, NetFlow",,3-5 years,On-site,Full-time,Profesia,Nové Mesto,True,2230 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/mh-teplarensky-holding/O5246976?search_id=78c89b10-5415-436a-8ba2-0202ece46440,High School with Diploma,2026-03-25
5246928,"IT Analyst / Business Consultant - buď partnerom pri tvorbe riešení, ktoré majú skutočný dopad",SOFTEC,SQL,UML,"English: B2, German: B2",3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,2000 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246928?search_id=78c89b10-5415-436a-8ba2-0202ece46440,Master,2026-03-25
5246925,IT Consultant/Manager – Telco & Retail,SOFTEC,,"ITIL, PRINCE2, SAFe, Agile, Scrum","English: C1, German: C1",3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246925?search_id=78c89b10-5415-436a-8ba2-0202ece46440,Master,2026-03-25
5246924,"Senior Fullstack Developer - rozvíjaj sa pri projektoch, ktoré majú zmysel",SOFTEC,"Java 17+, Angular 16+, Quarkus, Spring/SpringBoot, PostgreSQL, Oracle DB","AWS Cloud, Docker, Podman",,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246924?search_id=78c89b10-5415-436a-8ba2-0202ece46440,Bachelor,2026-03-25
5246923,Junior Developer - skvelý začiatok tvojej kariéry v IT!,SOFTEC,"Java, .NET, React, Angular",,,0-1 years,Hybrid,Full-time,Profesia,Bratislavský kraj,True,1600 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246923?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Bachelor,2026-03-25
5246922,Junior Analytik - skvelý začiatok tvojej kariéry v IT!,SOFTEC,,"UML, SQL",English: Basic,0-1 years,Hybrid,Full-time,Profesia,Bratislavský kraj,True,1600 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246922?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Bachelor,2026-03-25
5246920,"AI/ML Specialist - rozvíjaj sa pri projektoch, ktoré majú zmysel",SOFTEC,"Python, R, Scala, Java, SQL","PyTorch, TensorFlow, LangChain, LlamaIndex, AWS, GCP, Azure",,3-5 years,Hybrid,Full-time,Profesia,Bratislavský kraj,True,3000 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246920?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Master,2026-03-25
5246919,Junior IT Analytik,SOFTEC,SQL,"UML, BPMN",,0-1 years,Hybrid,Full-time,Profesia,Bratislava,True,1800 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246919?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Bachelor,2026-03-25
5246917,"Business Innovation Manager/Consultant- buď partnerom pri tvorbe riešení, ktoré majú skutočný dopad",SOFTEC,,,English: C1,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246917?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,High School with Diploma,2026-03-25
5246916,Junior Developer - skvelý začiatok tvojej kariéry v IT!,SOFTEC,"Java, .NET, React, Angular",,,0-1 years,Hybrid,Full-time,Profesia,Žilina,False,1600 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246916?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Master,2026-03-10
5246914,Software Delivery Teamleader,SOFTEC,,,English: B2,3-5 years,Hybrid,Full-time,Profesia,Žilina,True,2500 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246914?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Master,2026-03-25
5246913,Medior IT Analytik,SOFTEC,SQL,UML,,1-3 years,Hybrid,Full-time,Profesia,Bratislava,True,2400 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/softec/O5246913?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Bachelor,2026-03-25
5246911,Servisný technik ZA,INVIZO s.r.o.,,"Microsoft Windows, Microsoft Excel, Microsoft Word, Vyhláška 508/2009 Z.z. §22",English: A2,3-5 years,On-site,Full-time,Profesia,Žilina,True,1600 - 2000 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/invizo/O5246911?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,High School with Diploma,2026-03-25
5246910,Project Manager / IT Solutions,RecruLab s.r.o.,,ERP systems,English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,3000 - 3500 EUR/month,2026-03-09,https://www.profesia.sk/praca/recrulab/O5246910?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Master,2026-03-23
5246889,System Engineer (Microsoft / Universal Infrastructure),"SOITRON, s.r.o.",PowerShell,"Windows Server, Active Directory, CA, Exchange, SCCM, M365, Azure AD, VMware, Hyper-V, MS SQL Server, Microsoft Azure, Veeam, NetApp, Dell","English: B1, Slovak: C1",5+ years,Hybrid,Full-time,Profesia,Bratislava,True,2500 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/soitron/O5246889?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Bachelor,2026-03-25
5246873,Dielenský/á majster/ka - Skladník/čka,ARRIVA,,,,,On-site,Full-time,Profesia,Bratislava,False,1750 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/arriva/O5246873?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,High School with Diploma,2026-03-16
5246866,Test automation Architect (f/m/d),Siemens Slovensko,"Java, JavaScript","Selenium, Service Now, Azure DevOps",English: B2,5+ years,Hybrid,Full-time,Profesia,Košice,True,3000 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/siemens-slovensko/O5246866?search_id=78855b5c-3d6a-4390-accd-025e768de9cb,Bachelor,2026-03-25
5246832,"IT Analytik (UML, EA, IT Intergrácie)",SourceFirst International s.r.o.,,"UML, Enterprise Architect",,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,2000 - 4000 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/sourcefirst-international/O5246832?search_id=7feddc67-9911-4b92-abda-ddb19309bb0f,High School with Diploma,2026-03-25
5246827,Linux Support Specialist (L2/L3),SourceFirst International s.r.o.,,Linux shell,English: C1,3-5 years,On-site with home office,Full-time,Profesia,Bratislava,True,1800 - 3000 EUR/month,2026-03-09,https://www.profesia.sk/praca/sourcefirst-international/O5246827?search_id=7feddc67-9911-4b92-abda-ddb19309bb0f,"High School with Diploma, Bachelor, Master, PhD",2026-03-25
5246817,Sieťový špecialista/špecialistka pre IT/OT infraštruktúru,"MH Teplárenský holding, a.s.","Python, Ansible, Bash","Wireshark, SNMP, NetFlow",,3-5 years,On-site,Full-time,Profesia,Košice,True,2230 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/mh-teplarensky-holding/O5246817?search_id=7feddc67-9911-4b92-abda-ddb19309bb0f,High School with Diploma,2026-03-25
5246761,Senior/ka systémový/á administrátor/ka- Team Lead vo veľkom e-commerce,"Dedoles, s.r.o.",PowerShell,"Microsoft 365, Exchange Online, SharePoint Online, Teams, OneDrive, Intune, Defender, Conditional Access, DLP, Compliance Policies, Entra ID, Fortigate",,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3500 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/dedoles/O5246761?search_id=7feddc67-9911-4b92-abda-ddb19309bb0f,High School with Diploma,2026-03-25
5246754,Test Developer,"Kistler Bratislava, s.r.o.","Python, Bash","Robot Framework, PyTest, Git, Jira",English: B2,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2400 EUR/month,2026-03-09,https://www.profesia.sk/praca/kistler-bratislava/O5246754?search_id=7feddc67-9911-4b92-abda-ddb19309bb0f,Master,2026-03-11
5246753,M365 Cloud Specialist,"Kistler Bratislava, s.r.o.",,"Microsoft 365, Microsoft Teams, SharePoint Online, Entra ID, Security & Compliance, Power Automate",English: C1,1-3 years,Hybrid,Full-time,Profesia,Bratislava,False,2500 EUR gross/month,2026-03-09,https://www.profesia.sk/praca/kistler-bratislava/O5246753?search_id=7feddc67-9911-4b92-abda-ddb19309bb0f,Master,2026-03-11
5247883,Kľúčový používateľ / konzultant finančného modulu informačného systému,PLANEO,,"SAP FI, Microsoft Office 365, SAP ProcessIntegration/ProcesOrchestration (PI/PO)",English: B1,3-5 years,Hybrid,Full-time,Profesia,Bratislava,False,2000 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/planeo/O5247883?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,"High School with Diploma, Bachelor, Master, PhD",2026-03-13
5247848,UX/UI špecialista/ka,"MARKÍZA - SLOVAKIA, spol. s r.o.",,Figma,"Slovak: C1, English: B2",3-5 years,Hybrid,Full-time,Profesia,Bratislavský kraj,False,2000 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/markiza-slovakia/O5247848?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,Master,2026-03-23
5245554,IT Service Engineer,Allianz Technology SE organizačná zložka,"bash, Python","Oracle Database 19c, Red Hat Linux",English: B2,3-5 years,On-site,Full-time,Profesia,Bratislava,True,2200 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/allianz-technology-se-organizacna-zlozka/O5245554?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,"Bachelor, Master, PhD",2026-03-25
5247700,IT production engineer,"HOVAL, s.r.o.",,"Microsoft Office, Windows PowerShell, MS Active Directory, SAP",English: B2,1-3 years,Hybrid,Full-time,Profesia,Istebné,True,3000 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/hoval/O5247700?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,High School with Diploma,2026-03-25
5236914,Network Engineer - Customer Service (Air Traffic Management),FREQUENTIS Solutions & Services s. r. o.,,"Zabbix, PRTG, Nagios",English: C1,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,3500 EUR/month,2026-03-10,https://www.profesia.sk/praca/frequentis-solutions-services/O5236914?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,Master,2026-03-25
5247762,"DevOps Engineer (Azure, Kubernetes, Terraform) – Security focus","NATEK SLOVAKIA, s.r.o.",,"Azure, Kubernetes, Terraform",English: C1,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,2800 EUR/month,2026-03-10,https://www.profesia.sk/praca/natek-slovakia/O5247762?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,"Bachelor, Master",2026-03-25
5247760,IT Analyst,Unicorn,SQL,"Enterprise Architect, MS Visio, UML, Jira, Confluence","Czech: C2, English: B2",3-5 years,Hybrid,Full-time,Profesia,Praha,True,100000 CZK gross/month,2026-03-10,https://www.profesia.sk/praca/unicorn/O5247760?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,"High School with Diploma, Bachelor, Master",2026-03-25
5247748,PPC špecialista,Persona Grata HR s.r.o.,,"Google Ads, Meta Ads, TikTok, Sklik",,1-3 years,Hybrid,Full-time,Profesia,Bratislava,True,1700 - 2400 EUR/mesiac,2026-03-10,https://www.profesia.sk/praca/persona-grata-hr/O5247748?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,High School with Diploma,2026-03-25
5247732,Hľadáme šikovného junior procesného analytika/čku: Rozvíjajte svoju kariéru v dynamickom tíme!,AGEL SK a.s.,,"Microsoft Word, Microsoft Excel, Microsoft Outlook, SAP, Oracle",Czech: C1,0-1 years,On-site with home office,Full-time,Profesia,"Slovensko, Česko",True,1700 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/agel-sk/O5247732?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,"Bachelor, Master",2026-03-25
5247711,"Software Developer – AI / Computer Vision (Full-Stack, Remote)",Rocket Consulting Limited,,,English: B2,1-3 years,Home-Office,Full-time,Profesia,,True,2500 - 4500 EUR/month,2026-03-10,https://www.profesia.sk/praca/rocket-consulting-limited/O5247711?search_id=d5c2e388-e8f6-4ef7-b902-b8acf7622e46,Bachelor,2026-03-25
5247725,Senior DevOps Engineer / Tech Leader,Brightpick s. r. o.,"Python, Bash","Terraform, Ansible, Helm, Argo CD, Jenkins, GitHub Actions, Docker, Kubernetes, GitOps, Prometheus, Grafana, EFK Stack, Google Cloud","Slovak: C2, English: C1",3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,3500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/brightpick/O5247725?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,Master,2026-03-25
5247683,Pridaj sa k nám ako IT servisný technik v dynamickej firme,"IT GOLD Services, s.r.o.",,,English: B2,0-1 years,Hybrid,Full-time,Profesia,Martin,True,1300 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/it-gold-services/O5247683?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,High School with Diploma,2026-03-25
5247650,C# Vývojár (ASP.NET Core),"Telegrafia, a.s.","C#, .NET, SQL",,English: B2,0-1 years,Hybrid,Full-time,Profesia,Košice,True,2000 - 3500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/telegrafia/O5247650?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,Bachelor,2026-03-25
5232093,Manual QA Tester,Descartes Systems (Slovakia) s.r.o.,SQL,"defect tracking tools, test management tools",English: C1,1-3 years,Hybrid,Full-time,Profesia,Žilina,True,1400 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/descartes-systems-slovakia/O5232093?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,,2026-03-25
5247646,Vývojár mobilných aplikácií,"Telegrafia, a.s.","Xamarin/MAUI, C#, SQL",,English: B1,3-5 years,Hybrid,Full-time,Profesia,Košice,True,2000 - 3500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/telegrafia/O5247646?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,Bachelor,2026-03-25
5247626,Key Account Specialist,Philip Morris Slovakia s.r.o.,,,"English: B2, Slovak: B2",1-3 years,On-site,Full-time,Profesia,Bratislava,True,2250 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/philip-morris-slovakia/O5247626?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,Bachelor,2026-03-25
5247611,AI SERVICES-Senior Data Scientist specialized on NLP- BA,Deutsche Telekom Services Europe Slovakia s.r.o.,Python,"FastAPI, Celery, LangChain, LLamaIndex, Azure, OpenAI, Postgres, MySQL, Elasticsearch, MongoDB, Docker, GitHub Actions, GitLab CI, MLflow, Dagster",English: C1,3-5 years,Hybrid,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5247611?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,Master,2026-03-25
5247610,AI SERVICES-Senior Data Scientist specialized on NLP- KE,Deutsche Telekom Services Europe Slovakia s.r.o.,Python,"FastAPI, Celery, LangChain, LLamaIndex, Azure, OpenAI, Postgres, MySQL, Elasticsearch, MongoDB, Docker, GitHub Actions, GitLab CI, MLflow, Dagster",English: C1,5+ years,Hybrid,Full-time,Profesia,Košice,True,3000 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5247610?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,Master,2026-03-25
5247614,AI SERVICES - Senior Staff Python Engineer for LLM /BA/,Deutsche Telekom Services Europe Slovakia s.r.o.,Python,"FastAPI, pydantic, LangChain, LlamaIndex, Azure, OpenAI, Postgres, Redis, Elasticsearch, MongoDB, Docker, GitHub Actions, GitLab CI, AWS, GCP",English: C1,5+ years,Hybrid,Full-time,Profesia,Bratislava,False,3500 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5247614?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,Master,2026-03-23
5247612,AI Solution Designer,Deutsche Telekom Services Europe Slovakia s.r.o.,,,English: B2,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,2600 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5247612?search_id=81b75161-61f8-48cd-968d-e736e4a6a522,High School with Diploma,2026-03-25
5247547,"Senior Project Manager – Vezmite pod svoje vedenie projekty, ktoré formujú budúcnosť bankovníctva!","Asseco Central Europe, a.s.",,,,5+ years,Hybrid,Full-time,Profesia,Bratislava,True,3000 EUR gross/month,2026-03-10,https://www.profesia.sk/praca/asseco-central-europe/O5247547?search_id=bad3c087-977d-4f16-ae6a-87f0c119bafd,High School with Diploma,2026-03-25
