Programming Language,Profesia,Profession,CVOnline,Total
Various programming languages and technology stacks,0,1,0,1
Version control and CI/CD,0,0,1,1
Version management & Version control (Git),1,0,0,1
Visual Basic .NET,1,0,0,1
Visual Basic 6,1,0,0,1
Amplitude,1,0,0,1
Android SDK,0,1,0,1
Android programming,1,0,0,1
Android programming - Advanced,1,0,0,1
VBA/VBS,0,1,0,1
VBA: Not specified,1,0,0,1
VBscript,1,0,0,1
VHDL,0,1,0,1
Agilis,0,1,0,1
Airflow/Prefect,1,0,0,1
Allen-Bradley,1,0,0,1
AlpineJS,0,1,0,1
Alteryx/KNIME,1,0,0,1
Amazon ECS,1,0,0,1
Amazon RDS,1,0,0,1
Amazon Web Services (AWS) - Intermediate,1,0,0,1
AZURE CLOUD,0,1,0,1
Active Directory,0,1,0,1
ActiveMQ Artemis,1,0,0,1
Adobe C,0,1,0,1
Adobe Illustrator,1,0,0,1
Advanced C,1,0,0,1
Advanced Python,1,0,0,1
Agile Testing,0,1,0,1
AWS Redshift,0,1,0,1
AWS services,1,0,0,1
AWS services (EC2,1,0,0,1
Vue.JS,1,0,0,1
Vue.js (Nuxt),1,0,0,1
Vue.js (Nuxt.js),1,0,0,1
Vue.js (frontend),1,0,0,1
Vue.js - Basic,1,0,0,1
ASP,1,0,0,1
ASP.NET MVC Core,1,0,0,1
ASP.NET Web API,0,1,0,1
ASSEMBLY,0,1,0,1
AVEVEA InTouch/Historian,1,0,0,1
AVEVEA InTouch/Historian - Basics,1,0,0,1
AWS CloudFormation,0,1,0,1
AWS Cloudfront,1,0,0,1
Vue 3 - Intermediate,1,0,0,1
API (AWS,0,1,0,1
API - Advanced,1,0,0,1
API - Skillful,1,0,0,1
API Gateway),1,0,0,1
API TESTING,0,1,0,1
API Technologies (REST,0,1,0,1
ARM architecture,0,1,0,1
Visual Basic for Applications (VBA) - Basics,1,0,0,1
Visual Basic for Applications (VBA) - Pokročilý,1,0,0,1
Visual Basic for Applications (VBA) - Základy,1,0,0,1
Visual basic,0,1,0,1
Visualforce,1,0,0,1
Visualforce pages,0,1,0,1
Vite,1,0,0,1
Vue - Mierne pokročilý,1,0,0,1
WordPress - Basic,1,0,0,1
WordPress - Beginner,1,0,0,1
XML - Advanced,1,0,0,1
XML/JSON,0,1,0,1
XML/JSON/YAML,1,0,0,1
XML: Beginner,1,0,0,1
XSD,1,0,0,1
XUnit,1,0,0,1
Wicket,1,0,0,1
Wildfly 32,1,0,0,1
WinCC,1,0,0,1
WinCC - Basics,1,0,0,1
WinUI,1,0,0,1
Windows PowerShell - Advanced,1,0,0,1
Windows PowerShell - Basics,1,0,0,1
Windows Server,0,1,0,1
WSO2,1,0,0,1
Web API,1,0,0,1
Web programming - optional,1,0,0,1
Web technologies (PHP,1,0,0,1
WebAPI,1,0,0,1
WebDriver,1,0,0,1
WebSocket - Advanced,1,0,0,1
WebSockety,1,0,0,1
Vue.js - Intermediate,1,0,0,1
Vue.js - Pokročilý,1,0,0,1
Vue.js),0,1,0,1
Vue.js/React.js/...),1,0,0,1
VueJS/Angular,1,0,0,1
WCF,0,1,0,1
WEBAPI,0,1,0,1
WPF - Skillful,1,0,0,1
(Oracle) SQL,1,0,0,1
ABAP / ABAP OO,1,0,0,1
ABAP Cloud,1,0,0,1
…),1,0,0,1
ABAP WebDynpro,0,0,1,1
mnt),1,0,0,1
ABAP-OO,0,1,0,1
.NET - Expert,1,0,0,1
programming languages,1,0,0,1
pytest,1,0,0,1
root,1,0,0,1
...) – mírně pokročilý,1,0,0,1
...),1,0,0,1
ABAP (výhodou),1,0,0,1
...,1,0,0,1
*.BAT),1,0,0,1
node.js / npm,0,1,0,1
numpy,1,0,0,1
.NET Core 6,1,0,0,1
pandas: Advanced,1,0,0,1
pgSQL,0,0,1,1
pgSQL),0,1,0,1
postgresql,1,0,0,1
primefaces,1,0,0,1
and automation,1,0,0,1
as it's commonly used alongside for Android),1,0,0,1
asynchronous communication - Advanced,1,0,0,1
at least one programming language,0,1,0,1
bash script,0,0,1,1
monitoring tools - Basics,1,0,0,1
network elements,1,0,0,1
noSQL,1,0,0,1
web (React,1,0,0,1
web technologies,0,1,0,1
webové aplikácie,1,0,0,1
.NET Framework - Advanced,1,0,0,1
.NET MAUI,1,0,0,1
.NET core 3.1+,1,0,0,1
.NET/C# and MS SQL,1,0,0,1
.NET5+,0,1,0,1
iOS/Android/multiplatform,1,0,0,1
ideally also F#),0,1,0,1
indexes),0,0,1,1
sanctuary-js,1,0,0,1
scripting,1,0,0,1
system architecture,1,0,0,1
tensor,1,0,0,1
views,0,0,1,1
contingency tables,1,0,0,1
data modeling),0,0,1,1
dbt,0,0,1,1
etc.),1,0,0,1
event design,1,0,0,1
fluture-js,1,0,0,1
functions,1,0,0,1
home,1,0,0,1
.NET - Základy,1,0,0,1
.NET 9 (C# 12,0,1,0,1
.NET Core 3.1,1,0,0,1
batch files (*.CMD,1,0,0,1
bin,1,0,0,1
biznis procesy (Camunda),1,0,0,1
buildovaním assetov Vite,1,0,0,1
container technologies (Docker,1,0,0,1
