job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,location,salary,employment_type,work_hours,responsibilities,requirements,benefits,contact,jobTitle,employmentType,applyUrl,jobDescription,companyInfo,schedule,tech_stack
1841117,IT mérnök,Pannonjob Kft.,https://www.cvonline.hu/hu/allas/it-mernok-1841117,2026-03-09,2026-03-14,False,Miskolc,,"Hungarian: Native, English: Fluent",Bachelor,,"Windows Server, VMware, Azure, AWS, PowerShell",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1856498,IT technikus (üzemeltetés),MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-technikus-uzemeltetes-1856498,2026-03-09,2026-03-25,True,Miskolc,,Hungarian: Native,High School with Diploma,,"MS Windows, Android, MS Office",On-site,Határozatlan idejű,1-3 years,,,,,,,,,,,,,,,
1840634,Holland nyelvű Technical Support Analyst,HSA Kft.,https://www.cvonline.hu/hu/allas/holland-nyelvu-technical-support-analyst-1840634,2026-03-09,2026-03-13,False,Debrecen,,"Dutch: C1, English: B2",High School with Diploma,,MS Office,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1840635,Dutch Speaking Technical Support Analyst,HSA Kft.,https://www.cvonline.hu/hu/allas/dutch-speaking-technical-support-analyst-1840635,2026-03-09,2026-03-13,False,Debrecen,,"Dutch: C1, English: B2",High School with Diploma,,MS Office,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1856132,ADATKÖZPONTI HARDVER ÜZEMELTETŐ RENDSZERMÉRNÖK,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/adatkozponti-hardver-uzemelteto-rendszermernok-1856132,2026-03-09,2026-03-25,True,Budapest,,English: B2,"Felsőfokú informatikai végzettség (mérnökinformatikus, programtervező, üzemmérnök vagy hasonló)",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1856377,SENIOR IT BUSINESS ANALYST (BANKI TERÜLET),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-it-business-analyst-banki-terulet-1856377,2026-03-09,2026-03-25,True,Budapest,,English: B2,Master,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1856133,SENIOR IT SOLUTION ARCHITECT (SOLA),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-it-solution-architect-sola-1856133,2026-03-09,2026-03-25,True,Budapest,,English: B2,Master,,,On-site with home office (2 days),Full-time,5+ years,,,,,,,,,,,,,,,
1851361,Diákmunka - Begyázott rendszereket tesztelő gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-begyazott-rendszereket-tesztelo-gyakornok-1851361,2026-03-09,2026-03-17,False,Budapest,,English: B2,High School with Diploma,Python,"Behave, SVN, Jenkins",Hybrid,Short-term,0-1 years,,,,,,,,,,,,,,,
1840921,Diákmunka - Test engineer trainee - Simotion project,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-test-engineer-trainee-simotion-project-1840921,2026-03-09,2026-03-23,False,Szeged,,English: B2,Ongoing specialized higher education (IT or electrical engineering),C#,TFS,Home-Office,Full-time,0-1 years,,,,,,,,,,,,,,,
1840923,Diákmunka - IT támogató munkatárs (IT Support Specialist),MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-it-tamogato-munkatars-it-support-specialist-1840923,2026-03-09,2026-03-17,False,,2500 HUF/hour,English: A1,,,"Windows 11 Pro, Microsoft 365, VPN",Home-Office (occasionally),Part-time,0-1 years,,,,,,,,,,,,,,,
1855804,Lehre Mechatronik / Hauptmodul Automatisierungstechnik,Vienna,https://www.cvonline.hu/hu/allas/lehre-mechatronik-hauptmodul-automatisierungstechnik-1855804,2026-03-09,2026-03-09,False,Böhlerwerk,,,High School with Diploma,,,,Short-term,,,,,,,,,,,,,,,,
1851354,IT szakértő,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-szakerto-1851354,2026-03-09,2026-03-25,True,Pécs,,English: A1,"Felsőfokú szakirányú állami iskolai végzettség - diploma, vagy felsőfokú állami iskolai végzettség – diploma és szakirányú képesítés",,"MS Windows, Android, MDM, AD, SCCM, MS Office, MS Excel",On-site,Határozatlan idejű,3-5 years,,,,,,,,,,,,,,,
1855801,Global Administrator - EPLAN Cloud Manager (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/global-administrator-eplan-cloud-manager-m-w-d-1855801,2026-03-09,2026-03-14,False,Wien,Ab € 70.000 Monatsbrutto,"English: B2, German: C1",High School with Diploma,,"EPLAN Electric P8, EPLAN Pro Panel",Home-Office Option,Full-time,3-5 years,,,,,,,,,,,,,,,
1855786,PLC programozó,HSA Kft.,https://www.cvonline.hu/hu/allas/plc-programozo-1855786,2026-03-09,2026-03-16,False,,,"English: B2-C1, Hungarian: Native",Bachelor,PLC,"PLC programming tools, HMI software",On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,
1851322,Értékesítési szaktanácsadó,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/ertekesitesi-szaktanacsado-1851322,2026-03-09,2026-03-22,False,Soroksár,,English,,,,On-site with home office,Short-term,0-1 years,,,,,,,,,,,,,,,
1728574,Teamleiter (m/w/d) im Bereich Softwareentwicklung,Laendle,https://www.cvonline.hu/hu/allas/teamleiter-m-w-d-im-bereich-softwareentwicklung-1728574,2026-03-09,2026-03-09,False,,,"English: B2, German: C1",Bachelor,,,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1728577,Solutionarchitekt*in mit Fokus SAP,Laendle,https://www.cvonline.hu/hu/allas/solutionarchitektin-mit-fokus-sap-1728577,2026-03-09,2026-03-09,False,Kennelbach,,"German: Native, English: Professional",Bachelor,,"SAP Systems (e.g., S/4HANA, Fiori)",On-site with home office,Full-time,1-3 years,,,,,,,,,,,,,,,
1728578,Product Lead (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/product-lead-m-w-d-1728578,2026-03-09,2026-03-09,False,Kennelbach,,"German: Native, English: Fluent",Bachelor,,"Inubit, Lobster, Swagger",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1728579,IT-Infrastruktur Architekt*in,Laendle,https://www.cvonline.hu/hu/allas/it-infrastruktur-architektin-1728579,2026-03-09,2026-03-09,False,Kennelbach,,"German: Native, English: Professional",Bachelor or equivalent with a focus on Informatics,,Terraform,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1717426,ERP Solution Architect (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/erp-solution-architect-m-w-d-1717426,2026-03-09,2026-03-09,False,,kollektivvertragliches Mindestentgelt der Metallindustrie,"German: Native, English: Fluent",Higher technical/kaufmännische Ausbildung,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1717427,.NET Backend Developer (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/net-backend-developer-m-w-d-1717427,2026-03-09,2026-03-09,False,,Kollektivvertragliches Mindestentgelt der Metallindustrie,English: B2,,"C# (.NET), Java","AWS, Azure",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1717432,Systems Engineer - Central Clientmanagement (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/systems-engineer-central-clientmanagement-m-w-d-1717432,2026-03-09,2026-03-09,False,Kennelbach,,"German: Native, English: Fluent",Bachelor or higher,,,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1717433,Systems Engineer - Windows Server (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/systems-engineer-windows-server-m-w-d-1717433,2026-03-09,2026-03-09,False,Kennelbach,,"German: Native, English: B2",Bachelor or equivalent experience,,Windows Server,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1713058,CRM-Entwickler MS Dynamics 365 (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/crm-entwickler-ms-dynamics-365-m-w-d-1713058,2026-03-09,2026-03-09,False,,,"German: C2, English: C2","High School with Diploma, University","C#, SQL, JavaScript","MS Dynamics 365 CRM, Microsoft Power Platform, .NET, Azure DevOps, React, Power BI",,Full-time,1-3 years,,,,,,,,,,,,,,,
1840872,Szoftverfejlesztő gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/szoftverfejleszto-gyakornok-1840872,2026-03-09,2026-03-16,False,,2400 HUF/hour,Hungarian: Native,High School with Diploma,"C#, .Net, MS SQL, ASP.Net, SQL",,On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1840878,Manuális tesztelő gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/manualis-tesztelo-gyakornok-1840878,2026-03-09,2026-03-16,False,,2400 HUF/hour,Hungarian: Native,High School with Diploma,,,On-site,Short-term,,,,,,,,,,,,,,,,
1728567,Software Entwickler Programmiersysteme (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/software-entwickler-programmiersysteme-w-m-d-1728567,2026-03-09,2026-03-09,False,Feldkirch,,"German: Native, English: Professional",Bachelor,"Java, JavaScript, Rust",,Flexible,Full-time,3-5 years,,,,,,,,,,,,,,,
1728568,Abteilungsleiter Software Programmiersysteme (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/abteilungsleiter-software-programmiersysteme-w-m-d-1728568,2026-03-09,2026-03-09,False,"Feldkirch, Österreich",,"German: B2, English: B1","Bachelor, Master","C, C++, Java, Rust, IEC-61131-3",,Gleitzeit,Full-time,5+ years,,,,,,,,,,,,,,,
1728569,Testentwickler Hardware & Software (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/testentwickler-hardware-software-w-m-d-1728569,2026-03-09,2026-03-09,False,"Feldkirch, Österreich",,"German: B2, English: B1","High School with Diploma, Bachelor","IEC61131-3, C/C++/C#, Java, Java-Script",,Gleitzeit,Full-time,1-3 years,,,,,,,,,,,,,,,
1728570,Teamleiter SPS-Applikation (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/teamleiter-sps-applikation-w-m-d-1728570,2026-03-09,2026-03-09,False,Feldkirch,,"German: Native, English: Fluent",Bachelor,"IEC 61131, C/C++, Matlab/Simulink",,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1851265,HR System Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/hr-system-specialist-1851265,2026-03-09,2026-03-16,False,,,English: Native/Bilingual,,,SAP SuccessFactors,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1851268,IT Support and Automation Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-support-and-automation-specialist-1851268,2026-03-09,2026-03-16,False,,,English: B2,,"JavaScript, Python, PowerShell","Windows Server, Active Directory, MS Office, ITSM system, asset management, patch management, backup, AI tools",Hybrid,,1-3 years,,,,,,,,,,,,,,,
1851269,Manuális Tesztelő / QA Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/manualis-tesztelo-qa-specialist-1851269,2026-03-09,2026-03-25,True,,,Hungarian: Native,,,"SQL, Postman",Home-Office,Full-time,1-3 years,,,,,,,,,,,,,,,
1846095,German Speaking Presales Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/german-speaking-presales-specialist-1846095,2026-03-09,2026-03-18,False,,,"English, German",,,Salesforce,Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,
1840785,Application Support Expert - IT Laboratory & LIMS,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-support-expert-it-laboratory-lims-1840785,2026-03-09,2026-03-16,False,,,"English: B2, French: A2",Bachelor,,"Service Now, SAP, LIMS, CDS",On-site,Full-time,5+ years,,,,,,,,,,,,,,,
1855738,JUNIOR POWER BI SPECIALIST (3878),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/junior-power-bi-specialist-3878-1855738,2026-03-09,2026-03-25,True,,,English: Proficient,Bachelor,,"Power BI, Power Platform (canvas apps, Power Automate), PowerPivot, RPA, Low-code/No-code",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1840753,LEAD BACKEND DEVELOPER (Node.js),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/lead-backend-developer-nodejs-1840753,2026-03-09,2026-03-11,False,Budapest,,English: B2,,"Node.js, TypeScript","NestJS, GraphQL, Kubernetes, Docker (Compose), CI/CD",On-site with home office,Full-time,5+ years,,,,,,,,,,,,,,,
1846037,ERP LOGISZTIKAI KONZULENS/TANÁCSADÓ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/erp-logisztikai-konzulens-tanacsado-1846037,2026-03-09,2026-03-17,False,Budapest XIII. kerület,,English: B2,Felsőfokú végzettség,,"QAD ERP rendszer, SQL",On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,
1855802,IT Sales & Key Account Manager:in (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/it-sales-key-account-managerin-m-w-d-1855802,2026-03-09,2026-03-25,True,Wiener,65000 EUR gross/year,"German: C1-C2, English: B2-C1",Bachelor or FH-Abschluss,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1851204,SAP consultant (CO),Hire-One Kft.,https://www.cvonline.hu/hu/allas/sap-consultant-co-1851204,2026-03-09,2026-03-25,True,,Motivating salary + extras,English: Native/Bilingual,Bachelor,SAP ABAP,"SAP CO, SAP ERP, SAP HANA",Hybrid (Home-Office: 3-4 times a week),Full-time,3-5 years,,,,,,,,,,,,,,,
1851205,SAP consultant (CO),Hire-One Kft.,https://www.cvonline.hu/hu/allas/sap-consultant-co-1851205,2026-03-09,2026-03-25,True,,Motivating salary + extras,English: B2,Bachelor,SAP ABAP,"SAP CO, SAP ERP, SAP HANA",Hybrid (Home-Office: 3-4 times a week),Full-time,3-5 years,,,,,,,,,,,,,,,
1851206,SAP consultant (CO),Hire-One Kft.,https://www.cvonline.hu/hu/allas/sap-consultant-co-1851206,2026-03-09,2026-03-25,True,,Motivating salary + extras,English: B2,Bachelor,SAP ABAP,"SAP CO, SAP ERP, SAP HANA",Hybrid (Home-Office: 3-4 times a week),Full-time,3-5 years,,,,,,,,,,,,,,,
1855704,Raktári kisegítő,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/raktari-kisegito-1855704,2026-03-09,2026-03-25,True,,2300 HUF/hour,Hungarian: Native,,,,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1855790,System Engineer (m/f/x),Vienna,https://www.cvonline.hu/hu/allas/system-engineer-m-f-x-1855790,2026-03-09,2026-03-25,True,Wien,3200 EUR gross/month,"German: Native, English: Fluent",,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1845230,Business Analyst,HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/business-analyst-1845230,2026-03-09,2026-03-17,False,,,English: A2,Bachelor,PHP,"Sharepoint, Office applications, Robotics",Home-Office multiple times a week,Full-time,3-5 years,,,,,,,,,,,,,,,
1855610,RENDSZERGAZDA,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/rendszergazda-1855610,2026-03-09,2026-03-25,True,Budapest,,English,"High School with Diploma, Bachelor",,"M-Files, Novitax",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1840546,IT Systemtechnik Lehrling (m/w/x),Vienna,https://www.cvonline.hu/hu/allas/it-systemtechnik-lehrling-m-w-x-1840546,2026-03-09,2026-03-13,False,Wien,,German: C2,High School with Diploma,,,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,
1840566,Lehrling Mechatronik - Fertigungstechnik (all genders),Vienna,https://www.cvonline.hu/hu/allas/lehrling-mechatronik-fertigungstechnik-all-genders-1840566,2026-03-09,2026-03-13,False,,,"German: Native, English: Good",High School with Diploma,,,On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1840569,Lehrling für den Beruf Mechatronik,Vienna,https://www.cvonline.hu/hu/allas/lehrling-fur-den-beruf-mechatronik-1840569,2026-03-09,2026-03-13,False,,1138.23 EUR gross/month,,High School with Diploma,,,On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1855793,Softwaretester (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/softwaretester-m-w-d-1855793,2026-03-09,2026-03-25,True,,42882 EUR gross/year,"German: Native, English: Unknown",High School with Diploma,,,Hybrid (up to 80% Home-Office),Full-time,1-3 years,,,,,,,,,,,,,,,
1845844,SENIOR SZOFTVERFEJLESZTŐ,A-Credit 2000 Tanácsadó és Szolgáltató Kft.,https://www.cvonline.hu/hu/allas/senior-szoftverfejleszto-1845844,2026-03-09,2026-03-18,False,Székesfehérvár,,English: Document reading,Szakirányú felsőfokú végzettség,"C#, .Net","MS-SQL, Git",Hybrid (2 days on-site with home office),Full-time,3-5 years,,,,,,,,,,,,,,,
1845838,Product Manager,A-Credit 2000 Tanácsadó és Szolgáltató Kft.,https://www.cvonline.hu/hu/allas/product-manager-1845838,2026-03-09,2026-03-18,False,Székesfehérvár,,"English: C1, Hungarian: Native",Bachelor,,,,Full-time,5+ years,,,,,,,,,,,,,,,
1850980,Diákmunka - Data Scientist – Total Vehicle Quality,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-data-scientist-total-vehicle-quality-1850980,2026-03-09,2026-03-25,True,Hungary,,"English: unknown, Hungarian: unknown","Bachelor, Master","Python, SQL, React/C++",PySpark,On-site,Short-term,,,,,,,,,,,,,,,,
1851009,"Diákmunka - Data Scientist – Q✦Lab (Validation, Integration Total Vehicle)",MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-data-scientist-qlab-validation-integration-total-vehicle-1851009,2026-03-09,2026-03-25,True,,2145 Ft/óra,Hungarian: Native,,"Python, SQL, React/C++","PySpark, LangGraph/LangChain agents/AutoGen/crewAI",,Short-term,1-3 years,,,,,,,,,,,,,,,
1855739,JUNIOR RPA DEVELOPER (3876),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/junior-rpa-developer-3876-1855739,2026-03-09,2026-03-25,True,,,English: Fluent,Bachelor,,"UiPath, Automation Anywhere, Power BI",Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,
1845815,Diákmunka - C++ Developer Trainee SINUMERIK HMI,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-c-developer-trainee-sinumerik-hmi-1845815,2026-03-09,2026-03-18,False,Budapest,,"English: B2, German: B2",Bachelor,"C, C++","Qt, Python",Home-Office,Full-time,1-3 years,,,,,,,,,,,,,,,
1845774,Csalás-megelőzési és az Információbiztonsági gyakornok,MFB Magyar Fejlesztési Bank Zrt.,https://www.cvonline.hu/hu/lite/allas/csalas-megelozesi-es-az-informaciobiztonsagi-gyakornok-1845774,2026-03-09,2026-03-18,False,,2000 HUF gross/month,Hungarian: Native,High School with Diploma,,,On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1850906,IT PROJEKT KOORDINÁTOR,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-projekt-koordinator-1850906,2026-03-09,2026-03-23,False,Budapest,,Hungarian: Native,High School with Diploma,,"JIRA, Monday, ClickUp, Asana, Notion, Business Central (Navision)",Hybrid,Full-time,2-3 years,,,,,,,,,,,,,,,
1845658,Software Solution Architect,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/software-solution-architect-1845658,2026-03-09,2026-03-18,False,,,English,,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,
1845659,"Data Analyst (SQL, Power BI)",HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/data-analyst-sql-power-bi-1845659,2026-03-09,2026-03-18,False,Budapest,,English: B2,,,"Power BI, SQL, Spotfire",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1845731,iOS Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/ios-developer-1845731,2026-03-09,2026-03-17,False,,,English: B2,,Swift,"Xcode, Interface Builder, Storyboards, Git, Fastlane, XcodeGen",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1855792,Senior Consultant (w/m/d) SAP BI,Vienna,https://www.cvonline.hu/hu/allas/senior-consultant-w-m-d-sap-bi-1855792,2026-03-09,2026-03-25,True,Österreich,80000 EUR gross/year,German: Native,Bachelor,"ABAP, ABAP WebDynpro, ABAP OO","SAP BW/BI, SAP HANA, Business Objects, BW on HANA, BW/4 HANA, SAP Analytics Cloud",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1845541,Project Manager Supply Planning - EMEA,Carl Zeiss Vision Hungary Kft.,https://www.cvonline.hu/hu/master/allas/project-manager-supply-planning-emea-1845541,2026-03-09,2026-03-18,False,Mátészalka,,English: Very good,Bachelor,,"Microsoft Excel, Microsoft Power Point",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,
1727975,Anwendungsentwickler (m/w/d)),Laendle,https://www.cvonline.hu/hu/allas/anwendungsentwickler-m-w-d-1727975,2026-03-09,2026-03-09,False,,,English: unknown,Higher technical education in IT,,"Microsoft Power Platform (Power Apps, Power Automate), SharePoint",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1727976,Oracle Datenbank Administrator:in,Laendle,https://www.cvonline.hu/hu/allas/oracle-datenbank-administratorin-1727976,2026-03-09,2026-03-09,False,,,German: Native,"High School with Diploma, Bachelor",Oracle PL/SQL,Oracle Database,Flexible,Full-time,1-3 years,,,,,,,,,,,,,,,
1727978,Softwareentwickler Applikationssoftware Baumaschinen (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/softwareentwickler-applikationssoftware-baumaschinen-m-w-d-1727978,2026-03-09,2026-03-09,False,Liebherr,,"German: Native, English: B2",Higher Technical Education,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1727981,Teamlead Software Development (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/teamlead-software-development-m-w-d-1727981,2026-03-09,2026-03-09,False,,,"German: C2, English: C1","Bachelor, Master",,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1727982,Spezialist:in Prozessmanagement,Laendle,https://www.cvonline.hu/hu/allas/spezialistin-prozessmanagement-1727982,2026-03-09,2026-03-09,False,,,German: Native,,,,,,,,,,,,,,,,,,,,,
1727984,Telekom-Techniker:in,Laendle,https://www.cvonline.hu/hu/allas/telekom-technikerin-1727984,2026-03-09,2026-03-09,False,,,German: Native,,,,,,,,,,,,,,,,,,,,,
1728006,Service Desk Engineer (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/service-desk-engineer-m-w-d-1728006,2026-03-09,2026-03-09,False,,,"German: C2, English: C1",High School with Diploma,,"Ticketsystem, Windows, O365, AD",,,0-1 years,,,,,,,,,,,,,,,
1850583,Firmware Engineer,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/firmware-engineer-1850583,2026-03-09,2026-03-10,False,,,English: B2,"BSc, MSc","C++, Python","Oszilloszkópok, Logikai analizátorok",Home-Office,,5+ years,,,,,,,,,,,,,,,
1840042,"Customer Technology Advisor - Mainframe (m,w,d)",Vienna,https://www.cvonline.hu/hu/allas/customer-technology-advisor-mainframe-mwd-1840042,2026-03-09,2026-03-11,False,,110000 EUR gross/year,"English: B2, German: C1",Bachelor,,,Home-Office,Full-time,5+ years,,,,,,,,,,,,,,,
1840063,Mechatronik - Elektromaschinentechnik (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/mechatronik-elektromaschinentechnik-m-w-d-1840063,2026-03-09,2026-03-11,False,Wiener Neudorf,,English: A1,High School with Diploma,,,On-site,Full-time,,,,,,,,,,,,,,,,
1840071,Lehrstelle Mechatronik- und Fertigungstechnik (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/lehrstelle-mechatronik-und-fertigungstechnik-m-w-d-1840071,2026-03-09,2026-03-11,False,Amstetten,,,High School with Diploma,,,On-site,Short-term,0-1 years,,,,,,,,,,,,,,,
1716639,Solution Architect CPQ - Configure Price Quote (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/solution-architect-cpq-configure-price-quote-m-w-d-1716639,2026-03-09,2026-03-09,False,,,"German: Native, English: Fluent","Bachelor, Master",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1855258,French Speaking Catalogue Specialist,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/french-speaking-catalogue-specialist-1855258,2026-03-09,2026-03-25,True,,,"English, French",,,"Excel, Word, PowerPoint",Home-Office,Full-time,1+ years,,,,,,,,,,,,,,,
1850468,Frontend Developer (Angular - Access Management),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/frontend-developer-angular-access-management-1850468,2026-03-09,2026-03-16,False,Hungary,,English: B2,Bachelor,Angular,Angular,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1850475,CPQ & Technical Sales Configurator Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/cpq-technical-sales-configurator-specialist-1850475,2026-03-09,2026-03-25,True,,,English,Bachelor,,"SAP CPQ, VC",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1850479,MES Engineer (hybrid),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/mes-engineer-hybrid-1850479,2026-03-09,2026-03-25,True,,,English,Bachelor,,"Siemens Opcenter, Rockwell FactoryTalk, Wonderware, SQL Database, PLCs, SCADA, ERP (SAP preferred)",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1839898,Network Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/network-engineer-1839898,2026-03-09,2026-03-16,False,Europe,,"English: Fluent, Hungarian: Preferred",Bachelor,,Cisco certification,On-site with home office,Full-time,5+ years,,,,,,,,,,,,,,,
1839907,IT biztonsági szakértő (SIEM),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-biztonsagi-szakerto-siem-1839907,2026-03-09,2026-03-16,False,,2000 EUR gross/month,English: B2,,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1839908,IT biztonsági szakértő,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-biztonsagi-szakerto-1839908,2026-03-09,2026-03-16,False,Budapest,,English: C1,Master,,,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,
1845259,Senior DevOps Engineer (with strong AWS and basic Java skills),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-devops-engineer-strong-aws-and-basic-java-skills-1845259,2026-03-09,2026-03-17,False,,,English,,Java,"Jenkins, AWS, Kubernetes, SpringBoot, Linux, Windows, DB2, Postgresql, SOAP/REST",,,7+ years,,,,,,,,,,,,,,,
1845262,Senior Information Security Manager,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-information-security-manager-1845262,2026-03-09,2026-03-17,False,Budapest,,English: Business language fluency,,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,
1845267,Senior Scrum Master (German speaker),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-scrum-master-german-speaker-1845267,2026-03-09,2026-03-20,False,,,"English: C1, German: C1",,,"Jira, Confluence",,,,,,,,,,,,,,,,,,
1845270,DevOps Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/devops-engineer-1845270,2026-03-09,2026-03-16,False,,,English: B2,,,"Kubernetes, GitLab CI/CD, ArgoCD, Terraform",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,
1845248,Senior Account Executive / SW Sales Professional,Hire-One Kft.,https://www.cvonline.hu/hu/allas/senior-account-executive-sw-sales-professional-1845248,2026-03-09,2026-03-16,False,,,English: Native,,,HubSpot,On-site with home office,Full-time,3-5 years,,,,,,,,,,,,,,,
