job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,job_title,location,salary_range,work_schedule,responsibilities,requirements,benefits,contact,salary,application_link,company_name,job_description
1856498,IT technikus (üzemeltetés),MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-technikus-uzemeltetes-1856498,2026-03-09,2026-03-25,True,Miskolc,,,"Secondary School Leaving Certificate, Vocational High School Diploma",,"MS Windows operating and office systems, Android mobile operating system, MS Office software suite, Computer hardware knowledge",On-site,Full-time,1-3 years,,,,,,,,,,,,
1840634,Holland nyelvű Technical Support Analyst,HSA Kft.,https://www.cvonline.hu/hu/allas/holland-nyelvu-technical-support-analyst-1840634,2026-03-09,2026-03-13,False,Debrecen,,"Holland: C1, English: B2",,,MS Office,On-site,Full-time,3-5 years,,,,,,,,,,,,
1840635,Dutch Speaking Technical Support Analyst,HSA Kft.,https://www.cvonline.hu/hu/allas/dutch-speaking-technical-support-analyst-1840635,2026-03-09,2026-03-13,False,Debrecen,,"Dutch: C1, English: B2",Higher education degree,,MS Office,,Full-time,3-5 years,,,,,,,,,,,,
1856132,ADATKÖZPONTI HARDVER ÜZEMELTETŐ RENDSZERMÉRNÖK,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/adatkozponti-hardver-uzemelteto-rendszermernok-1856132,2026-03-09,2026-03-25,True,Budapest,,English: B1,Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1856377,SENIOR IT BUSINESS ANALYST (BANKI TERÜLET),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-it-business-analyst-banki-terulet-1856377,2026-03-09,2026-03-25,True,Budapest,,English: C1,,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1856133,SENIOR IT SOLUTION ARCHITECT (SOLA),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/senior-it-solution-architect-sola-1856133,2026-03-09,2026-03-25,True,Budapest,,English: C1,,,,On-site,Full-time,5+ years,,,,,,,,,,,,
1851361,Diákmunka - Begyázott rendszereket tesztelő gyakornok,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-begyazott-rendszereket-tesztelo-gyakornok-1851361,2026-03-09,2026-03-17,False,XI. kerületi Infopark,,"English: B1, German: Intermediate",Bachelor,Python,"Behave, SVN, Jenkins",Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1840921,Diákmunka - Test engineer trainee - Simotion project,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-test-engineer-trainee-simotion-project-1840921,2026-03-09,2026-03-23,False,Szeged,,English: B2,Bachelor,C#,"TFS, OOP, Version control, Issue tracking system",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1840923,Diákmunka - IT támogató munkatárs (IT Support Specialist),MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-it-tamogato-munkatars-it-support-specialist-1840923,2026-03-09,2026-03-17,False,,2500 Ft/óra,English: A1,Bachelor,,Ticketing rendszer,Hybrid,Half-time,0-1 years,,,,,,,,,,,,
1855804,Lehre Mechatronik / Hauptmodul Automatisierungstechnik,Vienna,https://www.cvonline.hu/hu/allas/lehre-mechatronik-hauptmodul-automatisierungstechnik-1855804,2026-03-09,2026-03-09,False,,,,High School with Diploma,,,,Short-term,,,,,,,,,,,,,
1851354,IT szakértő,MÁV Szolgáltató Központ Zrt.,https://www.cvonline.hu/hu/allas/it-szakerto-1851354,2026-03-09,2026-03-25,True,Pécs,,English: B2,Bachelor,,"MS Windows operációs és irodai rendszerek, Android mobil operációs rendszer, MDM szoftver, AD tartományi környezet, SCCM szoftver, MS Office szoftvercsomag, MS Excel",,Full-time,3-5 years,,,,,,,,,,,,
1855801,Global Administrator - EPLAN Cloud Manager (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/global-administrator-eplan-cloud-manager-m-w-d-1855801,2026-03-09,2026-03-14,False,Wien,Ab 70000 EUR gross/month,"Deutsch: C1, Englisch: B2",,,"EPLAN (z. B. Electric P8, Pro Panel)",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1855786,PLC programozó,HSA Kft.,https://www.cvonline.hu/hu/allas/plc-programozo-1855786,2026-03-09,2026-03-16,False,,,"English: B2, German: C1 or higher, Hungarian: native",Bachelor,,,,Full-time,3-5 years,,,,,,,,,,,,
1851322,Értékesítési szaktanácsadó,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/ertekesitesi-szaktanacsado-1851322,2026-03-09,2026-03-22,False,,Br. 1882 Ft/óra alapbér + értékesítési bónusz,English: B2,Érvényes nappali tagozatos tanulói/hallgatói jogviszony Betöltött 18. életév,,,On-site,Full-time,3-5 years,,,,,,,,,,,,
1728574,Teamleiter (m/w/d) im Bereich Softwareentwicklung,Laendle,https://www.cvonline.hu/hu/allas/teamleiter-m-w-d-im-bereich-softwareentwicklung-1728574,2026-03-09,2026-03-09,False,,,"English: B2, German: C1",Bachelor,,,,Full-time,5+ years,,,,,,,,,,,,
1728577,Solutionarchitekt*in mit Fokus SAP,Laendle,https://www.cvonline.hu/hu/allas/solutionarchitektin-mit-fokus-sap-1728577,2026-03-09,2026-03-09,False,Kennelbach,,"German: C1, English: B2",Bachelor,,,,Full-time,3-5 years,,,,,,,,,,,,
1728578,Product Lead (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/product-lead-m-w-d-1728578,2026-03-09,2026-03-09,False,Kennelbach,,"German: C1, English: B2",,,,,Full-time,3-5 years,,,,,,,,,,,,
1728579,IT-Infrastruktur Architekt*in,Laendle,https://www.cvonline.hu/hu/allas/it-infrastruktur-architektin-1728579,2026-03-09,2026-03-09,False,Kennelbach,,"German: C1, English: B2","Bachelor, Master",,Terraform,On-site,Full-time,3-5 years,,,,,,,,,,,,
1717426,ERP Solution Architect (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/erp-solution-architect-m-w-d-1717426,2026-03-09,2026-03-09,False,,null,"German: C1, English: B2",Bachelor,,,,Full-time,3-5 years,,,,,,,,,,,,
1717427,.NET Backend Developer (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/net-backend-developer-m-w-d-1717427,2026-03-09,2026-03-09,False,,null,English: B2,,"C#, .NET, Java","AWS, Azure, DevOps, CI/CD",,Full-time,3-5 years,,,,,,,,,,,,
1717432,Systems Engineer - Central Clientmanagement (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/systems-engineer-central-clientmanagement-m-w-d-1717432,2026-03-09,2026-03-09,False,Knellesegg,,"German: C1, English: B2",Bachelor,,,On-site,Full-time,3-5 years,,,,,,,,,,,,
1717433,Systems Engineer - Windows Server (m/w/d)*,Laendle,https://www.cvonline.hu/hu/allas/systems-engineer-windows-server-m-w-d-1717433,2026-03-09,2026-03-09,False,Kennelbach,,"German: C1, English: B2",Bachelor,,,,Full-time,5+ years,,,,,,,,,,,,
1713058,CRM-Entwickler MS Dynamics 365 (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/crm-entwickler-ms-dynamics-365-m-w-d-1713058,2026-03-09,2026-03-09,False,,,"German: C1, English: B2",Bachelor,"C#, JavaScript","MS Dynamics 365 CRM, Microsoft Power Platform (Power Apps, Power Automate, Power Pages), .NET, SQL, React, MS Power BI, Azure DevOps",,Full-time,1-3 years,,,,,,,,,,,,
1840872,Szoftverfejlesztő gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/szoftverfejleszto-gyakornok-1840872,2026-03-09,2026-03-16,False,,Br. 2400 Ft/óra,,Folyamatban lévő egyetemi vagy főiskolai tanulmányok aktív vagy passzív nappali tagozaton,"C#, .Net, MS SQL, ASP.Net, SQL",,Rugalmas időbeosztás,"Szakmai fejlődés, Karrierépítési lehetőség a cégnél",,,,,,,,,,,,,
1840878,Manuális tesztelő gyakornok,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/manualis-tesztelo-gyakornok-1840878,2026-03-09,2026-03-16,False,,2400 Ft/óra,,Folyamatban lévő egyetemi vagy főiskolai tanulmányok aktív vagy passzív nappali tagozat,,,,Short-term,,,,,,,,,,,,,
1728567,Software Entwickler Programmiersysteme (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/software-entwickler-programmiersysteme-w-m-d-1728567,2026-03-09,2026-03-09,False,Feldkirch,,"German: C1, English: B2",Bachelor,"Java, JavaScript, Rust",,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1728568,Abteilungsleiter Software Programmiersysteme (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/abteilungsleiter-software-programmiersysteme-w-m-d-1728568,2026-03-09,2026-03-09,False,Feldkirch/Österreich,,"Deutsch B2, Englisch B1","Uni, FH oder vergleichbare Qualifikation","C, C++, Java, Rust, IEC-Programmiersprachen",,Gleitzeit,Full-time,5+ years,,,,,,,,,,,,
1728569,Testentwickler Hardware & Software (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/testentwickler-hardware-software-w-m-d-1728569,2026-03-09,2026-03-09,False,Feldkirch/Österreich,,"Deutsch B2, Englisch B1","Technische Ausbildung (FH, HTL, Lehre) oder vergleichbare Qualifikation","IEC61131-3, C/C++/C#, Java, Java-Script",,Gleitzeit,Full-time,0-1 years,,,,,,,,,,,,
1728570,Teamleiter SPS-Applikation (w/m/d),Laendle,https://www.cvonline.hu/hu/allas/teamleiter-sps-applikation-w-m-d-1728570,2026-03-09,2026-03-09,False,Feldkirch,,"German: C1, English: B2",Bachelor,"IEC 61131, C/C++, Matlab/Simulink",,Home-Office,Full-time,5+ years,,,,,,,,,,,,
1851265,HR System Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/hr-system-specialist-1851265,2026-03-09,2026-03-16,False,,,English: B2,,,SuccessFactors Recruiting modules,,Full-time,3-5 years,,,,,,,,,,,,
1851268,IT Support and Automation Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-support-and-automation-specialist-1851268,2026-03-09,2026-03-16,False,,,English: B2,,"JavaScript, Python, PowerShell","Windows Server and Desktop Operating Systems, Active Directory, MS Office, IT Security basics, Windows 11, Microsoft Office 365",Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1851269,Manuális Tesztelő / QA Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/manualis-tesztelo-qa-specialist-1851269,2026-03-09,2026-03-25,True,,,,,,Postman,Home-Office,Short-term,1-3 years,,,,,,,,,,,,
1846095,German Speaking Presales Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/german-speaking-presales-specialist-1846095,2026-03-09,2026-03-18,False,,,"English: C1, German: C1",,,Salesforce,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1840785,Application Support Expert - IT Laboratory & LIMS,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/application-support-expert-it-laboratory-lims-1840785,2026-03-09,2026-03-16,False,,,"English: B2, French: A1",Bachelor,,"CDS, LIMS",On-site,Full-time,5+ years,,,,,,,,,,,,
1855738,JUNIOR POWER BI SPECIALIST (3878),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/junior-power-bi-specialist-3878-1855738,2026-03-09,2026-03-25,True,,,English: B2,Bachelor,,"Microsoft Power Automate, Business Intelligence, Microsoft Power BI, Microsoft Power Apps, PowerPivot, Low-Code Development, RPA, Low-code, No-code",Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1840753,LEAD BACKEND DEVELOPER (Node.js),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/lead-backend-developer-nodejs-1840753,2026-03-09,2026-03-11,False,Budapest,,English: B2,,"Node.js, TypeScript","NestJS, GraphQL, Kubernetes, AWS, GCP, Azure, Docker, CI/CD, Async messaging, Event streaming, Microservice architecture, ORM, Relational databases",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1846037,ERP LOGISZTIKAI KONZULENS/TANÁCSADÓ,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/erp-logisztikai-konzulens-tanacsado-1846037,2026-03-09,2026-03-17,False,Budapest XIII. kerület,,English: B2,,,"QAD ERP rendszer, ERP tanácsadóként vagy ERP key userként termelő vállalatnál",On-site,Full-time,3-5 years,,,,,,,,,,,,
1855802,IT Sales & Key Account Manager:in (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/it-sales-key-account-managerin-m-w-d-1855802,2026-03-09,2026-03-25,True,,65000 EUR brutto/year (38.5 hours),"Deutsch: C1-C2, Englisch: B2-C1",Universitäts- oder FH-Abschluss im kaufmännischen oder IT-technischen Bereich,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1851204,SAP consultant (CO),Hire-One Kft.,https://www.cvonline.hu/hu/allas/sap-consultant-co-1851204,2026-03-09,2026-03-25,True,,Motivating salary + extras,English: C1,Bachelor,SAP ABAP,"SAP CO module, SAP solutions",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1851205,SAP consultant (CO),Hire-One Kft.,https://www.cvonline.hu/hu/allas/sap-consultant-co-1851205,2026-03-09,2026-03-25,True,,Motivating salary + extras,English: B2,Bachelor,SAP ABAP,"SAP CO module, SAP solutions",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1851206,SAP consultant (CO),Hire-One Kft.,https://www.cvonline.hu/hu/allas/sap-consultant-co-1851206,2026-03-09,2026-03-25,True,,Motivating salary + extras,English: B2,Bachelor,SAP ABAP,"SAP CO module, SAP solutions",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1855704,Raktári kisegítő,Mind-Diák Szövetkezet,https://www.cvonline.hu/hu/allas/raktari-kisegito-1855704,2026-03-09,2026-03-25,True,,Br. 2300 Ft/óra,,,,,,Full-time,1-3 years,,,,,,,,,,,,
1855790,System Engineer (m/f/x),Vienna,https://www.cvonline.hu/hu/allas/system-engineer-m-f-x-1855790,2026-03-09,2026-03-25,True,Wien,,"German: C1, English: B2",,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1845230,Business Analyst,HUNAM Personnel Solutions Kft.,https://www.cvonline.hu/hu/allas/business-analyst-1845230,2026-03-09,2026-03-17,False,,,"English: A2, Hungarian: Native",Bachelor,PHP,Sharepoint,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1855610,RENDSZERGAZDA,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/rendszergazda-1855610,2026-03-09,2026-03-25,True,"Budapest, 12.kerület",,English: B1,Bachelor,,"M-Files, Novitax",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1840546,IT Systemtechnik Lehrling (m/w/x),Vienna,https://www.cvonline.hu/hu/allas/it-systemtechnik-lehrling-m-w-x-1840546,2026-03-09,2026-03-13,False,Wien,,Deutsch: C1,"Abgeschlossene Pflichtschule (9. Klasse) oder eine abgebrochene Schulausbildung (AHS, BHS)",,,On-site,Full-time,,,,,,,,,,,,,
1840566,Lehrling Mechatronik - Fertigungstechnik (all genders),Vienna,https://www.cvonline.hu/hu/allas/lehrling-mechatronik-fertigungstechnik-all-genders-1840566,2026-03-09,2026-03-13,False,,,"German: C1, English: B2",,,,,,,,,,,,,,,,,,
1840569,Lehrling für den Beruf Mechatronik,Vienna,https://www.cvonline.hu/hu/allas/lehrling-fur-den-beruf-mechatronik-1840569,2026-03-09,2026-03-13,False,,,,High School with Diploma,,,,Short-term,,,,,,,,,,,,,
1855793,Softwaretester (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/softwaretester-m-w-d-1855793,2026-03-09,2026-03-25,True,,42882 EUR gross/year,"Deutsch: C1, Englisch: B2",,,MS Office,Home-Office (up to 80%),Full-time,1-3 years,,,,,,,,,,,,
1845844,SENIOR SZOFTVERFEJLESZTŐ,A-Credit 2000 Tanácsadó és Szolgáltató Kft.,https://www.cvonline.hu/hu/allas/senior-szoftverfejleszto-1845844,2026-03-09,2026-03-18,False,Székesfehérvár,,English: B1,Bachelor,"C#, .Net, C/C++, Git",MS-SQL,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1845838,Product Manager,A-Credit 2000 Tanácsadó és Szolgáltató Kft.,https://www.cvonline.hu/hu/allas/product-manager-1845838,2026-03-09,2026-03-18,False,Székesfehérvár,,"English: C1, Hungarian: Native",,,,,Full-time,5+ years,,,,,,,,,,,,
1850980,Diákmunka - Data Scientist – Total Vehicle Quality,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-data-scientist-total-vehicle-quality-1850980,2026-03-09,2026-03-25,True,,,"English: C1, Hungarian: B2",Bachelor,"Python, SQL, C++","React, PySpark, Machine Learning Libraries",,Short-term,,,,,,,,,,,,,
1851009,"Diákmunka - Data Scientist – Q✦Lab (Validation, Integration Total Vehicle)",MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-data-scientist-qlab-validation-integration-total-vehicle-1851009,2026-03-09,2026-03-25,True,,2145 Ft/óra,,Bachelor,"Python, SQL","React, C++, ML, LLMs, Data Engineering Fundamentals (PySpark), Agentic AI",,Full-time,3-5 years,,,,,,,,,,,,
1855739,JUNIOR RPA DEVELOPER (3876),HumanField Vezető- és Specialistakiválasztó Kft.,https://www.cvonline.hu/hu/allas/junior-rpa-developer-3876-1855739,2026-03-09,2026-03-25,True,,,English: C1,Bachelor,,"UiPath, Automation Anywhere, Power BI, Microsoft Power Automate, Microsoft Power Apps, PowerPivot, Low-Code Development, RPA, Low-code, No-code",Home-Office,Full-time,0-1 years,,,,,,,,,,,,
1845815,Diákmunka - C++ Developer Trainee SINUMERIK HMI,MŰISZ Iskolaszövetkezet,https://www.cvonline.hu/hu/allas/diakmunka-c-developer-trainee-sinumerik-hmi-1845815,2026-03-09,2026-03-18,False,Budapest,,"English: B2, German: A1",Bachelor,"C, C++","Qt, Python",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1845774,Csalás-megelőzési és az Információbiztonsági gyakornok,MFB Magyar Fejlesztési Bank Zrt.,https://www.cvonline.hu/hu/lite/allas/csalas-megelozesi-es-az-informaciobiztonsagi-gyakornok-1845774,2026-03-09,2026-03-18,False,,,,Bachelor,,,On-site with home office,Short-term,0-1 years,,,,,,,,,,,,
1850906,IT PROJEKT KOORDINÁTOR,BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/it-projekt-koordinator-1850906,2026-03-09,2026-03-23,False,Budapest,,"Hungarian: C1, English: B2",Bachelor,,"JIRA, Monday, ClickUp, Asana, Notion, ERP systems, Business Central (Navision)",Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1845658,Software Solution Architect,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/software-solution-architect-1845658,2026-03-09,2026-03-18,False,,Competitive salary and various benefits,English: B2,,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1845659,"Data Analyst (SQL, Power BI)",HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/data-analyst-sql-power-bi-1845659,2026-03-09,2026-03-18,False,Budapest,,English: B2,,"SQL, Power BI","Spotfire, PowerBI",Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1845731,iOS Developer,HAYS Hungary Kft.,https://www.cvonline.hu/hu/allas/ios-developer-1845731,2026-03-09,2026-03-17,False,,,,,Swift,"Xcode, Interface Builder, Storyboards, Git, Fastlane, XcodeGen, HaishinKit or similar live streaming libraries, WebSocket and real-time communication, MIDI protocol knowledge, CoreData",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1855792,Senior Consultant (w/m/d) SAP BI,Vienna,https://www.cvonline.hu/hu/allas/senior-consultant-w-m-d-sap-bi-1855792,2026-03-09,2026-03-25,True,,80000 EUR gross/year,German: C1,Bachelor,"ABAP, ABAP WebDynpro, ABAP OO","SAP BW/BI, SAP HANA, Business Objects, SAP Analytics Cloud",Home-Office,Full-time,5+ years,,,,,,,,,,,,
1845541,Project Manager Supply Planning - EMEA,Carl Zeiss Vision Hungary Kft.,https://www.cvonline.hu/hu/master/allas/project-manager-supply-planning-emea-1845541,2026-03-09,2026-03-18,False,Mátészalka,,English: B2,Bachelor,,"Microsoft Excel, Power Point",,Full-time,3-5 years,,,,,,,,,,,,
1727975,Anwendungsentwickler (m/w/d)),Laendle,https://www.cvonline.hu/hu/allas/anwendungsentwickler-m-w-d-1727975,2026-03-09,2026-03-09,False,,,English: B2,,,"Microsoft Power Apps, Power Automate, SharePoint",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1727976,Oracle Datenbank Administrator:in,Laendle,https://www.cvonline.hu/hu/allas/oracle-datenbank-administratorin-1727976,2026-03-09,2026-03-09,False,,,,,,,Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1727978,Softwareentwickler Applikationssoftware Baumaschinen (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/softwareentwickler-applikationssoftware-baumaschinen-m-w-d-1727978,2026-03-09,2026-03-09,False,,"kollektivvertragliches Mindestentgelt der Metallindustrie, abhängig von der beruflichen Qualifikation und Berufserfahrung","German: C1, English: B2","Bachelor, Master",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1727981,Teamlead Software Development (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/teamlead-software-development-m-w-d-1727981,2026-03-09,2026-03-09,False,,,"German: C1, English: B2",Bachelor,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1727982,Spezialist:in Prozessmanagement,Laendle,https://www.cvonline.hu/hu/allas/spezialistin-prozessmanagement-1727982,2026-03-09,2026-03-09,False,,,,,,,,,,,,,,,,,,,,,
1727984,Telekom-Techniker:in,Laendle,https://www.cvonline.hu/hu/allas/telekom-technikerin-1727984,2026-03-09,2026-03-09,False,,,,,,,,,,,,,,,,,,,,,
1728006,Service Desk Engineer (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/service-desk-engineer-m-w-d-1728006,2026-03-09,2026-03-09,False,,,"German: C1, English: B2","Technical Secondary School Diploma (HTL, Apprenticeship in System Technology)",,Ticketing system,,Full-time,1-3 years,,,,,,,,,,,,
1850583,Firmware Engineer,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/firmware-engineer-1850583,2026-03-09,2026-03-10,False,,,English: C1,Bachelor,"C++, Python",,Home-Office,Full-time,5+ years,,,,,,,,,,,,
1840042,"Customer Technology Advisor - Mainframe (m,w,d)",Vienna,https://www.cvonline.hu/hu/allas/customer-technology-advisor-mainframe-mwd-1840042,2026-03-09,2026-03-11,False,,110000 EUR brutto/year + 20% Bonus,"German: C1, English: B2",,,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1840063,Mechatronik - Elektromaschinentechnik (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/mechatronik-elektromaschinentechnik-m-w-d-1840063,2026-03-09,2026-03-11,False,Wiener Neudorf,,English: B1,,,,Hybrid,Short-term,0-1 years,,,,,,,,,,,,
1840071,Lehrstelle Mechatronik- und Fertigungstechnik (m/w/d),Vienna,https://www.cvonline.hu/hu/allas/lehrstelle-mechatronik-und-fertigungstechnik-m-w-d-1840071,2026-03-09,2026-03-11,False,,,,Positiver Pflichtschulabschluss und eine daraus folgende gute Allgemeinbildung,,,,,,,,,,,,,,,,,
1716639,Solution Architect CPQ - Configure Price Quote (m/w/d),Laendle,https://www.cvonline.hu/hu/allas/solution-architect-cpq-configure-price-quote-m-w-d-1716639,2026-03-09,2026-03-09,False,,,"German: C1, English: B2",Bachelor,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1855258,French Speaking Catalogue Specialist,Trenkwalder Kft,https://www.cvonline.hu/hu/allas/french-speaking-catalogue-specialist-1855258,2026-03-09,2026-03-25,True,,,"English: C1, French: C1",,,"Excel, Word, PowerPoint",Home-Office,Full-time,1-3 years,,,,,,,,,,,,
1850468,Frontend Developer (Angular - Access Management),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/frontend-developer-angular-access-management-1850468,2026-03-09,2026-03-16,False,,,,,Angular,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1850475,CPQ & Technical Sales Configurator Specialist,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/cpq-technical-sales-configurator-specialist-1850475,2026-03-09,2026-03-25,True,,,,Bachelor,,SAP CPQ,Hybrid or fully remote (depending on location),Full-time,3-5 years,,,,,,,,,,,,
1850479,MES Engineer (hybrid),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/mes-engineer-hybrid-1850479,2026-03-09,2026-03-25,True,,,,Bachelor,,"Siemens Opcenter, Rockwell FactoryTalk, Wonderware",Hybrid,Full-time,5+ years,,,,,,,,,,,,
1839898,Network Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/network-engineer-1839898,2026-03-09,2026-03-16,False,,,"English: Fluently, Hungarian: Fluent in",Bachelor,,Cisco certification,On-site,Full-time,5+ years,,,,,,,,,,,,
1839907,IT biztonsági szakértő (SIEM),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-biztonsagi-szakerto-siem-1839907,2026-03-09,2026-03-16,False,,Not specified,English: B2,,,"SIEM, SDLC",Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1839908,IT biztonsági szakértő,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/it-biztonsagi-szakerto-1839908,2026-03-09,2026-03-16,False,Budapest,,English: B2,Bachelor,,"Microsoft, Linux, Oracle, MySQL, Excel, PowerPoint",Hybrid,Full-time,1-3 years,,,,,,,,,,,,
1845259,Senior DevOps Engineer (with strong AWS and basic Java skills),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-devops-engineer-strong-aws-and-basic-java-skills-1845259,2026-03-09,2026-03-17,False,,,,,"Java, Python (Linux scripting), SpringBoot","Jenkins, AWS, Kubernetes",,Full-time,5+ years,,,,,,,,,,,,
1845262,Senior Information Security Manager,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-information-security-manager-1845262,2026-03-09,2026-03-17,False,Budapest,,English: C1,,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,
1845267,Senior Scrum Master (German speaker),Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/senior-scrum-master-german-speaker-1845267,2026-03-09,2026-03-20,False,,,"German: C1, English: B2",,,"Jira, Confluence",,Full-time,3-5 years,,,,,,,,,,,,
1845270,DevOps Engineer,Randstad Hungary Kft.,https://www.cvonline.hu/hu/allas/devops-engineer-1845270,2026-03-09,2026-03-16,False,,,English: B2,,"Kubernetes, GitLab CI/CD, ArgoCD, Terraform",,Hybrid,Full-time,3-5 years,,,,,,,,,,,,
1845248,Senior Account Executive / SW Sales Professional,Hire-One Kft.,https://www.cvonline.hu/hu/allas/senior-account-executive-sw-sales-professional-1845248,2026-03-09,2026-03-16,False,,,English: B2,,,CRM (HubSpot),Home-Office,Full-time,3-5 years,,,,,,,,,,,,
1845253,"Web&ERP támogató konzulens (Web, Backend)",Hire-One Kft.,https://www.cvonline.hu/hu/allas/weberp-tamogato-konzulens-web-backend-1845253,2026-03-09,2026-03-18,False,,,English: B1,Bachelor,"HTML, CSS, JavaScript, .NET (C#)","REST API, SQL, Microsoft Dynamics 365",,Full-time,3-5 years,,,,,,,,,,,,
1850397,HÁLÓZATI RENDSZERGAZDA (INFORMATIKAI ÉS HÍRKÖZLÉSI REFERENS),BECK AND PARTNERS Kft.,https://www.cvonline.hu/hu/allas/halozati-rendszergazda-informatikai-es-hirkozlesi-referens-1850397,2026-03-09,2026-03-22,False,Budapest,,English: A1,Bachelor,,"Ticketing systems, VMWare",On-site,Full-time,5+ years,,,,,,,,,,,,
