job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Practical Experience,Other Requirements,Company,Position,Master,PhD,job_title,company_name,location,date_posted,base_salary,required_experience,education,language_skills,technical_skills,soft_skills,company_overview,contact_information,Vysokoškolské II. stupňa,base_salary_bruto,currency,salary_frequency,posting_date,job_description,requirements,application_instructions,salary_details,date_of_publication,required_education,required_skills,years_of_experience,company_characteristics,job_reference_id,date_of_investment,System,System Skills,Soft Skills,Experience,Job Position,.NET Programming Languages,AngularJS,job_position
5225763,DevOps Public,"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5225763?search_id=d1be0e48-8eb4-4a4a-8022-3c58534d343d,2026-01-29,2026-02-26,False,Bratislava,2 200 EUR gross/month,,"Bachelor, Master",JAVA,"Git, Helm, Argo CD, Prometheus, Graffana, Elasticsearch, Logstash, Filebeat, Kibana, PostgreSQL",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225758,Application Mechatronics Engineer,Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5225758?search_id=d1be0e48-8eb4-4a4a-8022-3c58534d343d,2026-01-29,2026-02-16,False,Bratislava,2000 EUR gross/month,English: B2,,C/C++,"PLC programming, Ethernet TCP/IP protocol, Real-time operating systems (RTOS), Low-level communication protocols (I2C, SPI, RS-232, RS-485), Servo drives and drivers, Sensors commonly used in automation",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225752,Remote technik/technička robotizovaného skladu,Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5225752?search_id=d1be0e48-8eb4-4a4a-8022-3c58534d343d,2026-01-29,2026-03-01,False,Bratislava,1 500 EUR/month (brutto),"English: B2, Slovak: C2",High School with Diploma,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225747,Junior Technical Consultant,Synpulse Slovakia s.r.o.,https://www.profesia.sk/praca/synpulse-slovakia/O5225747?search_id=d1be0e48-8eb4-4a4a-8022-3c58534d343d,2026-01-29,2026-02-12,False,Bratislava,2 077 EUR gross/month,English: B2,Master,,,Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225722,Miestny vedúci IT,OPmobility,https://www.profesia.sk/praca/opmobility/O5225722?search_id=d1be0e48-8eb4-4a4a-8022-3c58534d343d,2026-01-29,2026-03-01,False,Lozorno,3 000 EUR/mesiac,"English: B2, Slovak: C1",Vysokoškolské II. stupňa,,"VMware - Pokročilý, Microsoft Windows - Pokročilý",,plný úväzok,3 Počet rokov praxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123312,Par-time job for students - Field Support Specialist,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5123312?search_id=d1be0e48-8eb4-4a4a-8022-3c58534d343d,2026-01-29,2026-02-03,False,Košice,5.50 EUR/hour,,,,,On-site with home office,Half-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225709,L2 Support Engineer Veeva Applications,Arcondis Solutions s.r.o.,https://www.profesia.sk/praca/arcondis-solutions/O5225709?search_id=d1be0e48-8eb4-4a4a-8022-3c58534d343d,2026-01-29,2026-03-25,True,Košice,2 500 EUR gross/month,English: C1,Bachelor,,"Veeva CRM, Veeva MedComms, eTMF, CTMS, RIMS, Safety / Pharmacovigilance systems",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225081,T-SQL a Low-code programátor,"KODYS SLOVENSKO, s r.o.",https://www.profesia.sk/praca/kodys-slovensko/O5225081?search_id=d1be0e48-8eb4-4a4a-8022-3c58534d343d,2026-01-29,2026-03-01,False,Bratislava,1 800 - 2 000 EUR/mesiac,"Slovenský jazyk - Expert (C2), Anglický jazyk - Pokročilý (C1)",,"Transact-SQL (T-SQL) - Pokročilý, Objektové programovanie - Základy",,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993651,Vývojový SW Inžinier v oblasti Elektromobility,NEEDLE RECRUITMENT s.r.o.,https://www.profesia.sk/praca/needle-recruitment/O4993651?search_id=d1be0e48-8eb4-4a4a-8022-3c58534d343d,2026-01-29,2026-03-01,False,Nitra,2 000 EUR gross/month,English: B2,"Bachelor, Master",,"Linux - Mierne pokročilý, Node-Red - Mierne pokročilý",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225610,AI SERVICES - Business Process Analyst–AI & Automation Solutions /BA/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5225610?search_id=7f56046c-2de3-4311-a444-6abd79f060b7,2026-01-29,2026-02-16,False,Bratislava,3 500 EUR/month,"English: B2, German: B2",Master,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225611,AI SERVICES - Senior Data Engineer /KE/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5225611?search_id=7f56046c-2de3-4311-a444-6abd79f060b7,2026-01-29,2026-02-07,False,Košice,3 000 EUR gross/month,English: C1,Master,,"Python, SQL, NoSQL, BigQuery, Snowflake, Redshift, Dagster, Airflow, Gitlab CI/CD, Docker, Kubernetes, Helm, Jenkins",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225613,AI SERVICES - Senior Staff Python Engineer for LLM  /KE/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5225613?search_id=7f56046c-2de3-4311-a444-6abd79f060b7,2026-01-29,2026-03-01,False,Košice,3 500 EUR gross/month,English: C1,Master,"Python, FastAPI, pydantic","Docker, GitHub Actions, GitLab CI, Azure, AWS, GCP, MLflow, Dagster",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225612,AI SERVICES - Senior Data Engineer /BA/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5225612?search_id=7f56046c-2de3-4311-a444-6abd79f060b7,2026-01-29,2026-02-07,False,"Bratislava, Košice",3 000 EUR gross/month,English: C1,Master,"Python, SQL, NoSQL","Dagster, Airflow, BigQuery, Snowflake, Redshift, Power BI, MicroStrategy",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225609,AI SERVICES - Business Process Analyst–AI & Automation Solutions /KE/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5225609?search_id=7f56046c-2de3-4311-a444-6abd79f060b7,2026-01-29,2026-02-16,False,Košice,3 500 EUR/month,"English: B2, German: B2",Master,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225600,Expert C++ Engineer,Ciklum,https://www.profesia.sk/praca/ciklum/O5225600?search_id=7f56046c-2de3-4311-a444-6abd79f060b7,2026-01-29,2026-03-01,False,Bratislava,3 600 EUR gross/month,,"University education (Bachelor's degree), University education (Master's degree)",C++,Bazel,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225599,Senior Android Mobile Engineer,Ciklum,https://www.profesia.sk/praca/ciklum/O5225599?search_id=7f56046c-2de3-4311-a444-6abd79f060b7,2026-01-29,2026-03-01,False,Bratislava,3200 EUR gross/month,,"University education (Bachelor's degree), University education (Master's degree)",Kotlin,"Android Studio, profilers, Dependency Injection, Udemy access, language courses",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225542,IT Technik - Nové Mesto nad Váhom,Hemmersbach Czech s.r.o.,https://www.profesia.sk/praca/hemmersbach-czech/O5225542?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-28,False,Nové Mesto nad Váhom,1 100 EUR gross/month,English: B2,High School with Diploma,,"Microsoft Office (Outlook, Word and Excel), Active Directory",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225530,SAP BTP Platform Developer (Junior/Medior) so silným záujmom o AI,Axians Slovakia s.r.o.,https://www.profesia.sk/praca/axians-slovakia/O5225530?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-28,False,"Ružinov, Bratislava",3 000 EUR/mesiac,"Slovenský jazyk - Expert (C2), Anglický jazyk - Stredne pokročilý (B2)","Stredoškolské vzdaje s maturitou, Informačné technológie – vývoj softvéru","JavaScript/TypeScript, Java, Python","SAP BTP, Cloud Foundry/Kyma, Integration Suite, XSUAA, Destinations/Connectivity, Launchpad, Git, CI/CD",Hybrid,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225524,Administratívny referent IT (zastupovanie počas materskej dovolenky),MSM GROUP s.r.o.,https://www.profesia.sk/praca/msm-group/O5225524?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-25,False,Dubnica nad Váhom,,English: B1,High School with Diploma,,"Microsoft Excel, Word, Outlook",Home-Office,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225516,Aktuár/-ka (neživotné poistenie),Union,https://www.profesia.sk/praca/union/O5225516?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-11,False,Bratislava,2 000 EUR/mesiac,"Slovenský jazyk - Expert (C2), Anglický jazyk - Mierne pokročilý (B1)",Vysokoškolské I. stupňa,"SQL - Pokročilý, Emblem/Radar výhodou, R/Phyton výhodou",,Home Office sú samozrejmosťou,plný úväzok,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225408,Senior Data Product Analyst,JOHNSON CONTROLS INTERNATIONAL spol. s r.o.,https://www.profesia.sk/praca/johnson-controls-international/O5225408?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-28,False,Bratislava,"2,500 EUR gross/month",,Bachelor,"Python, R","SQL, Snowflake",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225186,Senior Test Engineer (Air Traffic Management),FREQUENTIS Solutions & Services s. r. o.,https://www.profesia.sk/praca/frequentis-solutions-services/O5225186?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-03-10,False,Bratislava,2 600 EUR/mesiac,English: B2,Bachelor,"Java, Groovy, SQL, Spring, HTML5, XML, RESP API, Selenium","Wireshark, Postman, Github, Maven, Git, Jira, Jama, Confluence",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225489,Senior Reporting & Data Analyst,Lenovo (Slovakia) s.r.o.,https://www.profesia.sk/praca/lenovo-slovakia/O5225489?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-28,False,Bratislava,3 100 EUR gross/month,English: B2,Bachelor,"Python, SQL, VBA, Power BI","Dynamic 365, Power BI",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225442,Senior Automation Tester,Moxymind s. r. o.,https://www.profesia.sk/praca/moxymind/O5225442?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-28,False,Bratislava,3 000 EUR gross/month,English: B2,Master,,"RestAssured, Postman, Java-based automation frameworks, Modern UI automation tools (e.g. Playwright), BDD tools and approaches (Cucumber, Gherkin), Performance and load testing tools (e.g. JMeter), CI/CD pipelines (Jenkins, GitLab CI/CD), Containerized and cloud-native systems (Docker, Kubernetes)",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225421,PHP programátor - homeoffice,Izzy Trading s.r.o.,https://www.profesia.sk/praca/izzy-trading/O5225421?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-28,False,,1 500 EUR/mesiac,Slovenský jazyk - Expert (C2),"vysokoškolské I. stupňa, vysokoškolské II. stupňa, vysokoškolské III. stupňa","Laravel (PHP framework), Bootstrap, SCSS, HTML 5, jQuery, Vue.js",Ubuntu Server,Práca z domu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225399,System Engineer (Microsoft / Universal Infrastructure),"SOITRON, s.r.o.",https://www.profesia.sk/praca/soitron/O5225399?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-26,False,Bratislava,2 500 EUR gross/month,"English: B1, Slovak: C1","Bachelor, Master",,"Windows Server Administration (AD, DNS, DHCP, GPO, CA), Microsoft 365 (Exchange Online, Teams, Intune, Entra ID), Microsoft Exchange Server onpremise, SCCM / Endpoint Configuration Manager, PowerShell – advanced scripting",On-site with home office,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225398,Junior Global Website Specialist,"ESET, spol. s r.o.",https://www.profesia.sk/praca/eset/O5225398?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-03-05,False,Bratislava,1 700 EUR gross/month,English: B2,,,,Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225367,Správca techník IT (aj pre absolventa strednej školy),Geis SK s.r.o.,https://www.profesia.sk/praca/geis-sk/O5225367?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-28,False,Zvolen,,English: B1,High School with Diploma,,"Microsoft Windows, Microsoft 365",On-site,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225359,IT Services Engineer,"WORLD BUSINESS PRESS online, a.s.",https://www.profesia.sk/praca/world-business-press-online/O5225359?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-28,False,Slávičie údolie,1 800 EUR/mesiac (mzda sa odvíja v závislosti od skúsenosti kandidátov a rozsahu hodín),"Anglický jazyk - Stredne pokročilý (B2), Slovenský jazyk - Stredne pokročilý (B2)",Stredoškolské vzdaje s maturitou,,,Hybridný režim práce,plný úväzok,2 Osich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225352,Systémový administrátor,"Burza cenných papierov v Bratislave, a.s.",https://www.profesia.sk/praca/burza-cennych-papierov-v-bratislave/O5225352?search_id=28ac75cc-7de6-40a9-8791-bd1abada34d5,2026-01-29,2026-02-28,False,Bratislava,1 900 EUR/mesiac,Anglický jazyk - Mierne pokročilý (B1),Vysokoškolské II. stupňa,,,Home-office až 5 dní mesačne,plný úväzok,3 Osobnostné predpoklady a zručnosti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225151,React Native Engineer,Cassovia Code a. s.,https://www.profesia.sk/praca/cassovia-code/O5225151?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-02-28,False,Košice,2 800 EUR gross/month,English: B2,,"JavaScript, TypeScript","React Native (Expo), TypeScript, React Navigation, Zustand, fetch / axios, SQLite, NativeWind (Tailwind CSS), Jest",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224847,Senior ABAP Developer,EY – Ernst & Young,https://www.profesia.sk/praca/ey-ernst-young/O5224847?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-03-23,False,Žilina,2 400 EUR/mesiac,,Vysokoškolské vzdelanie technického zamerania,"ABAP, ABAP cloud, webservices, oData, HTML5, UI5, XML, JavaScript",UI5 design + CSS,Home office a flexibilný pracovný čas,plný úväzok,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225023,Senior ABAP Developer,EY – Ernst & Young,https://www.profesia.sk/praca/ey-ernst-young/O5225023?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-03-23,False,Košice,2 400 EUR/mesiac,,Vysokoškolské vzdelanie technického zamerania,"ABAP, ABAP cloud, webservices, oData, HTML, HTML5, UI5, XML, JavaScript",UI5 design + CSS,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225024,Senior ABAP Developer,EY – Ernst & Young,https://www.profesia.sk/praca/ey-ernst-young/O5225024?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-03-23,False,Bratislava,2 400 EUR gross/month,,Bachelor,"ABAP, ABAP cloud, webservices, oData, HTML5, UI5, XML, JavaScript",UI5 design + CSS,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225162,"System Administrator for Linux Servers, Oracle Administrator",Porsche Finance Slovakia s. r. o.,https://www.profesia.sk/praca/porsche-finance-slovakia/O5225162?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-02-28,False,Bratislava,,English: B2,"Bachelor, Master",,"Red Hat Enterprise Linux, Oracle database systems, Enterprise monitoring tools, VMware ESXi and vCenter, Veeam Backup & Replication",Hybrid (onsite/offsite),Freelancer / Contractor,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225187,Medior Java Developer,NetCore j.s.a.,https://www.profesia.sk/praca/netcore-j-s-a/O5225187?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-03-25,True,Košice,3 000 EUR/mesiac,"Slovenský jazyk - Stredne pokročilý (B2), Anglický jazyk - Mierne pokročilý (B1)",Stredoškolské s maturitou,"Java, Spring, Hibernate, Vaadin REST API, WebSockety, XML, JSON","MySQL, MariaDB, PostgreSQL, HSQL, MSSQL, Git, Maven, Docker, SAST, šifrovanie, OWASP štandardy",,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225207,Application & System Manager with German language,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5225207?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-03-25,True,,1 320 EUR/month,"German: C1, English: B2",,,,Remote work,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225202,BIM koordinátor junior,"SIEBERT + TALAŠ, spol. s r. o.",https://www.profesia.sk/praca/siebert-talas/O5225202?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-02-28,False,Bratislava,1 500 EUR gross/month,English: B1,"Bachelor, Master",,"ArchiCAD, BIM, Graphical SW, AI tools",,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225190,Identity Management Engineer,We Know Identity s. r. o.,https://www.profesia.sk/praca/we-know-identity/O5225190?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-02-28,False,,2 000 EUR gross/month,"English: B2, Slovak: B2, Czech: B2",Bachelor,"Java, Groovy, XML/JSON/YAML","midPoint, Git, Docker, Kubernetes, CI/CD tools",Home-Office,"Full-time, Short-term",3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225188,Customer Product Data Specialist,Grafton Slovakia s.r.o.,https://www.profesia.sk/praca/grafton-slovakia/O5225188?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-02-28,False,Bratislava,2 200 EUR gross/month,English: Very Good,,,"Power BI, Python",On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225184,Information Security Officer,ZKW Slovakia s.r.o.,https://www.profesia.sk/praca/zkw-slovakia/O5225184?search_id=15036271-3d4d-42fb-92d5-af4fe561c4a1,2026-01-29,2026-02-28,False,Krušovce,2 500 EUR gross/month,English: B2,,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225158,Senior .NET Developer,"Accenture, s.r.o.",https://www.profesia.sk/praca/accenture/O5225158?search_id=973850ed-d88b-4b5c-ba53-5e551da814a5,2026-01-29,2026-03-01,False,,2 750 EUR/month,English: Upper intermediate (B2) or advanced (C1),Bachelor's or Master's degree in IT or a related field,"C#, .NET, ASP.NET WebAPI/REST/MVC/Blazor, .NET desktop/mobile development","Azure Cloud services, CI/CD, Git, DevOps",Remote work,Full-time,5+ years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225130,IT projektový manažér / IT tester / Dátový analytik / Softvérový špecialista / IT compliance officer,Ministerstvo vnútra SR,https://www.profesia.sk/praca/ministerstvo-vnutra-sr/O5225130?search_id=973850ed-d88b-4b5c-ba53-5e551da814a5,2026-01-29,2026-02-28,False,Banská Bystrica,1 626 EUR/mesiac,English: B2,"Vzdelanie v odbore Technické, IT alebo projektový manažment. Taktiež požadujeme stredoškolské alebo vysokoškolské vzdelanie v oblasti IT (alebo prax v odbore), a základnú znalosť informačných systémov a ich fungovania.","Java, Python, C++","Microsoft Word - Pokročilý, Microsoft Excel - Pokročilý, ITMS21+, Vodičský preukaz B",On-site s občasnou prácou z domu,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225104,IT Service Performance Manager,"cargo-partner SR, s.r.o.",https://www.profesia.sk/praca/cargo-partner-sr/O5225104?search_id=973850ed-d88b-4b5c-ba53-5e551da814a5,2026-01-29,2026-02-28,False,Bratislava,2700 EUR gross/month,,"Bachelor's degree, Master's degree",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225101,Consulting Manager (Banking),Synpulse Slovakia s.r.o.,https://www.profesia.sk/praca/synpulse-slovakia/O5225101?search_id=973850ed-d88b-4b5c-ba53-5e551da814a5,2026-01-29,2026-02-11,False,Bratislava,3 558 EUR gross/month,English: C1,Master,,Microsoft Office: Advanced,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225085,Customer Success Advisor - Tvoj vstup do sveta IT a biznisu,"Websupport, s.r.o.",https://www.profesia.sk/praca/websupport/O5225085?search_id=973850ed-d88b-4b5c-ba53-5e551da814a5,2026-01-29,2026-02-28,False,"Bratislava, Slovensko",1 260 EUR brutto/mesiac,"Slovenský jazyk - Pokročilý (C1), Anglický jazyk - Mierne pokročilý (B1)",,,,On-site s možnosťou občasného práce z domu,Full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224973,Senior PL/SQL Developer,dacon Slovakia s.r.o.,https://www.profesia.sk/praca/dacon-slovakia/O5224973?search_id=973850ed-d88b-4b5c-ba53-5e551da814a5,2026-01-29,2026-02-28,False,Bratislava,3 000 EUR gross/month,English: C1,"Master's degree, Postgraduate (Doctorate)","PL/SQL, (Oracle) SQL",,Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225029,Junior AGC/EMS consultant,"INNDRA consulting, a. s.",https://www.profesia.sk/praca/inndra-consulting/O5225029?search_id=973850ed-d88b-4b5c-ba53-5e551da814a5,2026-01-29,2026-02-28,False,Žilina,2000 EUR gross/month,English: B2,Bachelor,,,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224707,Junior C++ Developer,"INNDRA consulting, a. s.",https://www.profesia.sk/praca/inndra-consulting/O5224707?search_id=973850ed-d88b-4b5c-ba53-5e551da814a5,2026-01-29,2026-02-28,False,Žilina,2000 EUR gross/month,English: B2,Bachelor,C++11 or higher,"gcc, gdb, make, CMake, Git",,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225018,IT Infrastructure Administrator,"Constellium Automotive Žilina, s.r.o.",https://www.profesia.sk/praca/constellium-automotive-zilina/O5225018?search_id=973850ed-d88b-4b5c-ba53-5e551da814a5,2026-01-29,2026-02-28,False,Gbeľany,1 900 EUR gross/month,English: B2,Bachelor,,"Windows server, Linux, TCP/IP, DNS, DHCP, IT infrastructure and IT services - Intermediate level, ITSM system (e.g., Jira, Freshservice, Cherwell, GLPI)",On-site,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224358,IT Project Manager,JUMP-TECH s. r. o.,https://www.profesia.sk/praca/jump-tech/O5224358?search_id=dcfeb9f1-e496-40c0-a385-624b39098793,2026-01-29,2026-02-28,False,Bratislava,2 500 EUR gross/month,,"Bachelor, Master",,Jira,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224206,Aplikační špecialisti informačného systému,STAPRO SLOVENSKO s.r.o.,https://www.profesia.sk/praca/stapro-slovensko/O5224206?search_id=dcfeb9f1-e496-40c0-a385-624b39098793,2026-01-29,2026-02-28,False,Košice,1 200 EUR/mesiac,"Slovenský jazyk - Expert (C2), Anglický jazyk - Mierne pokročilý (B1)","Vysokoškolské I. stupňa, Vysokoškolské II. stupňa, Vysokoškolské III. stupňa",,"SQL - Základy, Microsoft Office - Pokročilý",On-site with home office,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207918,Junior Programmer – German Speaker,KANTAR GDC Bratislava s.r.o.,https://www.profesia.sk/praca/kantar-gdc-bratislava/O5207918?search_id=dcfeb9f1-e496-40c0-a385-624b39098793,2026-01-29,2026-02-28,False,Bratislava,1 500 EUR gross/month,"English: B2, German: B2","Bachelor's degree, Master's degree",,,Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224957,Tester/Testerka webovej aplikácie - príležitosť pre študentov/študentky IT - KE,"DÔVERA zdravotná poisťovňa, a. s.",https://www.profesia.sk/praca/dovera-zdravotna-poistovna/O5224957?search_id=dcfeb9f1-e496-40c0-a385-624b39098793,2026-01-29,2026-02-26,False,Košice,,English: B2,Bachelor,,,On-site with home office,Short-term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224938,Junior Systémový Administrátor IT,iServices s.r.o.,https://www.profesia.sk/praca/iservices/O5224938?search_id=dcfeb9f1-e496-40c0-a385-624b39098793,2026-01-29,2026-03-25,True,Ružinov,1 500 EUR gross/month,English: B1,,,,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
