job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,"Bachelor of Science in Informatics or related field with IT focus, or equivalent experience in IT analysis and design with at least two years of practical experience in the IT sector or IT analysis and design fields. Maturita with 2-year experience in IT analysis is also acceptable but not preferred over a Bachelor's degree.",Bachelor,Master,PhD,"Bachelor of Science in Information Technology or similar field with focus on IT technologies, practical experience in managing and maintaining information, security and communication technologies in an industrial environment (software and hardware), good knowledge of MS Windows - installation, configuration, management, good knowledge of MS Office, knowledge in the area of LAN, WLAN, communicative knowledge of German or English language, knowledge of legislation in the field of GDPR is an advantage, independent, responsible, thorough and committed type of person.",Bachelor of Science in IT or related field (preferred but not required for internship/stage position) or equivalent combination of education and experience in IT field. Students graduating soon are encouraged to apply as well.,"University education (Bachelor's degree) or higher is preferred but not required for this role as per the job description mentioning 'suitable' candidates having secondary education only, so it's marked as null if no higher education is explicitly mentioned: null","Bachelor or Higher (preferred, but not required for junior position) in technical, automation or electrical engineering fields. Students are welcome to apply too.","Bachelor of Science in Electrical Engineering, IT, Technical / Economics/Marketing","Bachelor or Higher (I. Stupňa, II. Stupňa, III. Stupňa) in Electrotechnické, IT, technical/Economics/marketing fields preferred but not required for consideration of the position as Business Analyst at SmartFish s.r.o., Košice, Slovakia with expected salary of 2500 EUR gross/month and possibility of occasional home office work. The position offers full-time employment or freelance basis with immediate start date and final salary depending on individual skills and seniority level. The role involves data analysis and transformation into clear recommendations for sales, marketing, and customer support, evaluation of existing business systems, identification of weaknesses and improvement proposals, exploration and proposal of new trade methods and channels including onboarding processes, documentation of business processes, system architecture and data standards, proposal and implementation of digital transformation solutions, preparation of analyses, benchmark studies and market research for development and strategy areas, participation in projects with social impact and facilitation of workshops or training. The ideal candidate should have advanced knowledge of CRM (Customer Relationship Management), intermediate to advanced knowledge of Commercial Analytics, intermediate knowledge of Digital Marketing and Business Process Optimization, and at least 3 years of experience in the field with strong analytical thinking skills and business analysis experience preferred. The company offers work with innovative technological tools that change businesses for better, collaboration on projects with positive impact on Slovakia, shared bonus system (pool), flexible working hours, music rehearsal room (in preparation) and expected end date of selection process on 13.2.2026. The position is open to applicants with intermediate advanced English language skills (B2 level). The company SmartFish s.r.o. focuses on supporting projects with positive social impact, especially in education, creative industries, culture, sports, digitalization and employment support. It provides consulting services, connects entrepreneurs with potential partners and offers financing for sustainable business initiatives. Among its services are Networking Hub for connecting with future partners, advisory services for optimization and growth of businesses and provision of micro-loans for start-ups and small businesses. The company also specializes in implementation, administration and optimization of CRM solutions with focus on Salesforce and Raynet platforms, offering comprehensive services from needs analysis to user training to help companies effectively manage customer relationships and automate business processes. The contact person is Valér Dunda, reachable at poslat@zivotopis.sk. Please apply by sending your CV or share the job offer on social media.",Bachelor of Science in Technical/Electrotechnics/Automatization/Informatics (I. or II. degree level required)),University student,University education (not specified),"Bachelor of Science in Technical Studies - Electrotechnics, Automation, Informatics or similar field of study (I. and II. degree) or equivalent professional experience and skills in the relevant field of study for the position offered.","Bachelor of Science in Technical/Electrotechnics/Automation/Informatics or equivalent degree program (I. and II. level) or higher education degree program in the same field of study or related field of study, e.g., Master's Degree, PhD, etc.",Bachelor's degree,"Bachelor of Science in Technical/Electrotechnics/Automation/Informatics or equivalent degree program (I. and II. level) or higher education degree program in the same field of study or related field of study, e.g., Master's degree, PhD degree program etc.","Bachelor or Higher (I. Stupňa, II. Stupňa, III. Stupňa)"
5203307,Premier Support Technical Specialist with Portuguese,Lenovo (Slovakia) s.r.o.,https://www.profesia.sk/praca/lenovo-slovakia/O5203307?search_id=f2b602ba-47b8-4bbd-90bd-0197730677f3,2025-12-17,2026-01-06,False,Bratislava,From 1700 EUR/month + variable part 12% of annual earnings,"Portuguese: Business Fluent, English: Native/Bilingual",Follow-up/Higher Professional Education,,,On-site,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5203299,Frontend Software Engineer,"ESET, spol. s r.o.",https://www.profesia.sk/praca/eset/O5203299?search_id=f2b602ba-47b8-4bbd-90bd-0197730677f3,2025-12-17,2026-03-05,False,Bratislava,From 3 000 EUR/month,English: B2+,,"Vue.js (Nuxt), React (Next)","TypeScript, Vite, Webpack, Git, CI/CD workflows",On-site with home office,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5203285,ERP konzultant pre oblasť financií,"Seyfor Slovensko, a.s.",https://www.profesia.sk/praca/seyfor-slovensko/O5203285?search_id=f2b602ba-47b8-4bbd-90bd-0197730677f3,2025-12-17,2026-03-25,True,Bratislava,2000 - 2200 EUR gross/month,English: B2,Master,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5203286,Interný IT audítor/-ka (junior),Union,https://www.profesia.sk/praca/union/O5203286?search_id=f2b602ba-47b8-4bbd-90bd-0197730677f3,2025-12-17,2026-01-06,False,Bratislava,2400 EUR gross/month,English: B2,Master,"Python, SQL",Power BI,Hybrid,Full-time,0-1 years,,,,,,,,,,,,,,,,,,
5176560,.NET vývojár pre ERP systém Infor LN,"Seyfor Slovensko, a.s.",https://www.profesia.sk/praca/seyfor-slovensko/O5176560?search_id=f2b602ba-47b8-4bbd-90bd-0197730677f3,2025-12-17,2026-02-20,False,Bratislava,2500 EUR gross/month,English: B1,"High School with Diploma, Bachelor, Master, PhD",.NET,Microsoft .NET,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5203240,Support Specialist,Lugera & Maklér spol.s r.o.,https://www.profesia.sk/praca/lugera-makler/O5203240?search_id=f2b602ba-47b8-4bbd-90bd-0197730677f3,2025-12-17,2026-01-06,False,Bratislava,2000 EUR gross/month,English: B2,High School with Diploma,,,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5203199,Senior IT Project Manager,"PERSONALITY, s.r.o.",https://www.profesia.sk/praca/personality/O5203199?search_id=f2b602ba-47b8-4bbd-90bd-0197730677f3,2025-12-17,2026-01-06,False,Bratislava,3700 - 4200 EUR gross/month,English: C1,Master,,,On-site with home office,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5203135,"Hľadáme skúsených technikov pre inštalácie štrukturovanej kabeláže, IoT a pobočkový servis (Bratislava)",omnius s. r. o.,https://www.profesia.sk/praca/omnius/O5203135?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-01-06,False,Bratislava,1500 - 2500 EUR gross/month,English: A2,"High School with Diploma, Bachelor",,"Microsoft Office, Slack, Odoo",On-site with home office,Short-term,2 years,,,,,,,,,,,,,,,,,,
5203111,Backend / DevOps developer,DHA a.s.,https://www.profesia.sk/praca/dha/O5203111?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-01-06,False,Poprad,1800 EUR gross/month,"Slovak: C1, English: B2",Master,"Python, Node","Docker, Compose, Traefik, PostgreSQL",Hybrid,Full-time,2-5 years,,,,,,,,,,,,,,,,,,
5203102,Senior Fullstack Developer,"Kistler Bratislava, s.r.o.",https://www.profesia.sk/praca/kistler-bratislava/O5203102?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-01-06,False,Bratislava,3200 EUR gross/month,English: B2,Master,"C#/.NET, React","Git, PostgreSQL, NATS.IO, Docker",Hybrid,Full-time,4+ years,,,,,,,,,,,,,,,,,,
5203080,Compliance Data Analyst,Swiss Re,https://www.profesia.sk/praca/swiss-re/O5203080?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-01-26,False,Bratislava,2400 - 4100 EUR gross/month,English: C1,Master's degree,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5203055,Application Support Engineer | Interné Business Systémy,"ESET, spol. s r.o.",https://www.profesia.sk/praca/eset/O5203055?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-02-03,False,Bratislava,2100 EUR gross/month,English: B2,,,"SQL Server, REST API",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5203041,Linux/Windows Systems Administrator,Grafton Slovakia s.r.o.,https://www.profesia.sk/praca/grafton-slovakia/O5203041?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-01-06,False,Bratislava,2500 EUR gross/month,English: Unknown,,,,"Hybrid (2 days on-site, 3 days home-office)",Full-time,Unknown,,,,,,,,,,,,,,,,,,
5203034,IT Account manager/IT recruiter,Offer experts s. r. o.,https://www.profesia.sk/praca/offer-experts/O5203034?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-01-06,False,Bratislava,1300 - 5000 EUR gross/month,English: B2,"High School with Diploma, Master",,"CRM tools, LinkedIn",Hybrid (50/50),Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5203017,Sales Order Specialist,"NATEK SLOVAKIA, s.r.o.",https://www.profesia.sk/praca/natek-slovakia/O5203017?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2025-12-17,False,Košice,1200 EUR gross/month,English: B2,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree)",,MS Excel,Hybrid,Full-time,2 years,,,,,,,,,,,,,,,,,,
5203013,Senior Security Engineer,"SOITRON, s.r.o.",https://www.profesia.sk/praca/soitron/O5203013?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-01-06,False,Bratislava,2800 EUR gross/month,English: B2,High School with Diploma,,"Cisco, Fortinet, Palo Alto, VMware vSphere/ESX, Linux, AD, databases, container platforms",On-site,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5203008,Senior administrátor sieťovej bezpečnosti Fortinet v KE,"Slovanet, a. s.",https://www.profesia.sk/praca/slovanet/O5203008?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-02-09,False,Košice,2500 EUR gross/month,English: B1,High School with Diploma,,,Hybrid (2 days home office),Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5159314,Senior administrátor sieťovej bezpečnosti Fortinet v BA,"Slovanet, a. s.",https://www.profesia.sk/praca/slovanet/O5159314?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-02-09,False,Bratislava,2500 EUR gross/month,English: B1,High School with Diploma,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5203004,Senior Security Engineer,Swiss Re,https://www.profesia.sk/praca/swiss-re/O5203004?search_id=e256db65-800b-41cf-a023-fe76ef1d8104,2025-12-17,2026-01-06,False,Bratislava,3800 - 6300 EUR gross/month,English: C1,Master,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202991,.NET Developer,"Kistler Bratislava, s.r.o.",https://www.profesia.sk/praca/kistler-bratislava/O5202991?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Bratislava,2400 EUR gross/month,English: B2,Master,"C#/.NET, .NET Core 6+","Jenkins CI, GitLab, Ansible, shell (bash) scripting in Linux, Docker, Microservices",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202036,Backend Software Engineer – PHP,Pinsight,https://www.profesia.sk/praca/pinsight/O5202036?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-02-19,False,,3000 EUR gross/month,English: Upper intermediate (B2),University education (Master's degree),"PHP, Symfony, MySQL, Docker, ReactJS, Git","PHPUnit, Linux, Nginx, AWS or Azure",Home-Office,Full-time,3+ years,,,,,,,,,,,,,,,,,,
5202956,Špecialista digitalizácie vodných elektrární (m/ž),"Slovenské elektrárne, a.s.",https://www.profesia.sk/praca/slovenske-elektrarne/O5202956?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-02-07,False,Trenčín,1950 EUR gross/month,English: B2,Master,"SQL, NoSQL","Grafana, PowerBI",,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202953,Lead Architect for Data&Analytics (Linux),Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5202953?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-02-22,False,Košice,From 2500 EUR gross/month,English: C1,Master's degree in Information technologies,"Go, Python, Bash","CI/CD pipelines, serverless architectures, tools for data engineering, data transformation, and data migration, GenAI technologies, LLM models, Kubernetes, VMware Tanzu Kubernetes, Ansible, SaltStack, Terraform, Helm, GitHub Actions or GitLab CI/CD, Grafana, Prometheus",Hybrid (On-site with home office),Full-time,2+ years,,,,,,,,,,,,,,,,,,
4880890,Pridaj sa k nám ako Medior Full Stack Developer a tvor s nami budúcnosť technológií,Dataconcept s.r.o.,https://www.profesia.sk/praca/dataconcept/O4880890?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Bratislava,3200 EUR gross/month,"English: B2, Slovak: C1",High School with Diploma,"PHP, JavaScript, TypeScript","Drupal CMS, Laravel, SQL databases (MySQL, MariaDB, PostgreSQL), Docker, PHPUnit, Git, Redis, Memcached, Nginx, Apache, RabbitMQ, Kafka, SilverStripe CMS, Tailwind CSS, Next.js",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5201617,Group Product Manager (Telco),"O2 Slovakia, s.r.o.",https://www.profesia.sk/praca/o2-slovakia/O5201617?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Bratislava,4000 EUR gross/month,English: Fluent,"University degree in management, marketing, IT, telecommunications, or a related field",,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202929,Testeri so zmyslom pre detail a automatizáciu,AMCEF s.r.o.,https://www.profesia.sk/praca/amcef/O5202929?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,,8 EUR/hod.,Slovenský jazyk - Expert (C2),High School with Diploma,,,Home-Office,Short-term,1-3 years,,,,,,,,,,,,,,,,,,
5202925,AI / ML Solutions Specialist,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5202925?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Košice,From 2900 EUR gross/month,English: Upper intermediate (B2),"Master's degree, Postgraduate (Doctorate)","Python, C++","PyTorch, OpenCV, TensorFlow/Keras/PyTorch/MLFlow, AWS or Azure",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202924,IT Business Analyst for Talent Acquisition & Onboarding solutions,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5202924?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Bratislava,From 2500 EUR gross/month,English: B2,"Master's degree, PhD",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
4921724,IT Aplikačný špecialista,Pro HR,https://www.profesia.sk/praca/pro-hr/O4921724?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-03-23,False,Bratislava,2400 EUR gross/month,English: B2,High School with Diploma,,"Zabbix, Nagios, GitLab, Puppet, Ansible, Jenkins, Docker, AWS, Azure",On-site,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
4927750,Windows System Administrátor,Pro HR,https://www.profesia.sk/praca/pro-hr/O4927750?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Bratislava,2500 EUR gross/month,English: C1,Master,,,On-site,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202913,Robotics QA Engineer,Brightpick s. r. o.,https://www.profesia.sk/praca/brightpick/O5202913?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Bratislava,2000 EUR gross/month,"English: B2, Slovak: C2",Master,,"Python, C++, Linux, Git",Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5202904,Špecialistu údržby a automatizácie - Programovanie PLC Siemens,Grafton Slovakia s.r.o.,https://www.profesia.sk/praca/grafton-slovakia/O5202904?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Zlaté Moravce,1900-2000 EUR gross/month,,,PLC Siemens,,On-site,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5202891,Dátový analytik - operatíva merania (m/ž),Východoslovenská energetika Holding a.s.,https://www.profesia.sk/praca/vychodoslovenska-energetika-holding/O5202891?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2025-12-17,False,Košice,1600 EUR gross/month + 20% performance bonus,Slovak: Native,Master,"Python, SQL",Power BI,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5202874,SAP FI/CO Consultant,Enitech s. r. o.,https://www.profesia.sk/praca/enitech/O5202874?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,,2500 EUR gross/month,English: B2,"Bachelor, Master",,,Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202295,Software developer,"ABmerit, spoločnosť s ručením obmedzeným",https://www.profesia.sk/praca/abmerit-spolocnost-s-rucenim-obmedzenym/O5202295?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Trnava,2500 - 3000 EUR gross/month,English: C1,Master,,,,Full-time,,,,,,,,,,,,,,,,,,,
5202858,LAN Administrátor,Union,https://www.profesia.sk/praca/union/O5202858?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Bratislavský kraj,2700 EUR gross/month,"Slovak: C1, English: B1",High School with Diploma,,,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202834,Vývojár junior mobilných aplikácií,Univerzita Komenského v Bratislave Rektorát,https://www.profesia.sk/praca/univerzita-komenskeho-v-bratislave-rektorat/O5202834?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Bratislava,1300 EUR gross/month,Slovak: Native,High School with Diploma,"Android, iOS, Flutter",Git,On-site,Full-time,0-1 years,,,,,,,,,,,,,,,,,,
5202784,Vývojár senior a analytik mobilnej aplikácie,Univerzita Komenského v Bratislave Rektorát,https://www.profesia.sk/praca/univerzita-komenskeho-v-bratislave-rektorat/O5202784?search_id=d41eb0f8-6b29-444b-8316-0c3bbf64c5e2,2025-12-17,2026-01-06,False,Bratislava,1300 EUR gross/month,,Master,"Android, iOS, Flutter","Git, CI/CD",Flexible,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202792,Integrační analytik SK CC (m/ž),Škoda Auto a.s.,https://www.profesia.sk/praca/skoda-auto/O5202792?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Mladá Boleslav,50000 CZK gross/month,English: B2,Bachelor,,,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
5202747,IT System Specialist,"Asseco Solutions, a.s.",https://www.profesia.sk/praca/asseco-solutions/O5202747?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Bratislava,2300 EUR gross/month,English: B1,High School with Diploma,,"Linux, Windows, Microsoft 365, Azure, Active Directory, DNS, DHCP, Zabbix, Apache, Open VPN, Radius, Wiki.js, Jira",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202774,Vedúci/a odboru informatiky,Fakultná nemocnica s poliklinikou Nové Zámky,https://www.profesia.sk/praca/fakultna-nemocnica-s-poliklinikou-nove-zamky/O5202774?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2025-12-17,False,Nové Zámky,2200 EUR gross/month,,Master,,"Microsoft Word, Microsoft Excel, Microsoft Outlook, Asseco Spin, Medea, Administrácia SAP",On-site,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202765,Vedúci/vedúca oddelenia aplikačnej podpory,Magistrát hlavného mesta SR Bratislavy,https://www.profesia.sk/praca/magistrat-hlavneho-mesta-sr-bratislavy/O5202765?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2025-12-17,False,Bratislava,2300 EUR gross/month,,Master,,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202751,"Senior Developer (Golang, Node, Cloud, SQL)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202751?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Bratislava,3800 EUR gross/month,English: Unknown,,"Golang, Node.js","Azure, Kubernetes, Docker, Datadog, Grafana, Prometheus",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202753,"Senior DevOps/Platform Engineer - Network/System emphasis (Kubernetes, Terraform, SaltStack, Python/Go)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202753?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Bratislava,2500 - 4200 EUR gross/month,Slovak: Native,Master,"Python, Go","GitLab, Prometheus, Grafana, SaltStack, Terraform, ElasticSearch, OTEL, Kafka, Docker, containerd, Cloud Native Buildpacks, Nexus, Harbor, Kubernetes",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202742,"Solution Architect (NET, React, Azure)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202742?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Košice,From 3800 EUR/month,English,University education (Master's degree),"React, .NET, SQL, Azure platform, Azure DevOps, Rest APIs",Azure DevOps,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202740,"Solution Architect (NET, React, Azure)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202740?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Bratislava,3800 EUR gross/month,English: unknown,Master,"React, .NET, SQL, Azure platform, Azure DevOps, Rest APIs",Azure DevOps,Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202709,"Solution Architect (UML,EA)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202709?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Bratislava,3 000 - 5 000 EUR gross/month,English: unknown,Master,,"UML, EA",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202739,"Senior Quality Engineer (Azure, SaaS/PaaS, CI/CD, Selenium, Cypress, Rest API, SoapUI, Postman)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202739?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-02-14,False,Bratislava,3800 EUR gross/month,English: unknown,Master,"Java/J2EE, REST, JUnit/TestNG","Selenium, WebDriver, Grid, Cucumber, SoapUI, Postman, Protractor, Rest Assured",Hybrid,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202703,"IT Analytik (UML, EA)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202703?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Bratislava,2000 - 4000 EUR gross/month,English: null,"High School with Diploma, Bachelor, Master, PhD",,"UML, Enterprise Architect",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202704,Senior Java Developer,SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202704?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Bratislava,3500 - 4500 EUR gross/month,English: Unknown,,Java,"IDEA, maven, git/gitlab, JIRA, Confluence, PostgreSQL, Ignite, Kafka, GitLab, Prometheus, Grafana, Alertmanager, Elastic, Kibana",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202716,Linux Support Specialist (L2/L3),SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202716?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,Bratislava,1800 - 3000 EUR gross/month,English: B2,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)",,,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202735,WordPress Developer,Servers.com,https://www.profesia.sk/praca/servers-com/O5202735?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,,2000 EUR gross/month,English: B2,"Bachelor, Master","PHP, CSS, JavaScript, HTML","React, WordPress, Symfony, Laravel, autoloading, dependency management, dependency injection, templating libraries, automated testing, OOP, PostCSS, Sass, BEM, WAI-ARIA, WCAG 2.0+ AA/Section 508",Home-Office,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202730,Senior WordPress Developer,Servers.com,https://www.profesia.sk/praca/servers-com/O5202730?search_id=ca098ad1-dfb4-4adf-b500-61e0dd1c8350,2025-12-17,2026-01-06,False,,2000 EUR gross/month,English: B2,"Bachelor, Master","PHP, CSS, JavaScript, HTML","WordPress, React, Symfony, Laravel, webpack, babel, PostCSS, Sass, BEM, WAI-ARIA, WCAG",Home-Office,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202719,Staff WordPress Developer,Servers.com,https://www.profesia.sk/praca/servers-com/O5202719?search_id=bc3e7347-09fa-453a-bef3-13ef9f450a60,2025-12-17,2026-01-06,False,,2000 EUR gross/month,English: B2,"Bachelor, Master","PHP, React.js","MySQL, Linux",Home-Office,Full-time,5+ years,,,,,,,,,,,,,,,,,,
5202714,Senior SW Tester (automation),S&you by SYNERGIE,https://www.profesia.sk/praca/s-you-by-synergie/O5202714?search_id=bc3e7347-09fa-453a-bef3-13ef9f450a60,2025-12-17,2026-01-06,False,Brno,85000 CZK gross/month,English: B2,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree)",Python,"Jira, Confluence, Git, Jenkins, GitLab CI, Docker, Terraform, Helm, Groovy",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202681,"Data Engineering Tech Lead (Python, Spark, ETL)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202681?search_id=bc3e7347-09fa-453a-bef3-13ef9f450a60,2025-12-17,2026-01-06,False,Bratislava,3300 - 6000 EUR gross/month,English: B2,Master,Python,"Spark, Palantir Foundry",Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202680,Software Development Team Lead,TRIGON Consulting s.r.o.,https://www.profesia.sk/praca/trigon-consulting/O5202680?search_id=bc3e7347-09fa-453a-bef3-13ef9f450a60,2025-12-17,2026-01-06,False,Bratislava,4000 EUR gross/month,English: B2,High School with Diploma,"C++, Java, Android",,Hybrid,Full-time,3-5 years,,,,,,,,,,,,,,,,,,
5202678,"Junior/Medior Data Engineer (PySpark,Azure)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5202678?search_id=bc3e7347-09fa-453a-bef3-13ef9f450a60,2025-12-17,2026-01-06,False,Bratislava,2400 - 4000 EUR gross/month,English: unknown,"Bachelor, Master, PhD","PySpark, Python/Scala",Azure,Hybrid,Full-time,1-3 years,,,,,,,,,,,,,,,,,,
