job_id,title,company,url,first_seen,last_seen,active,Location,Salary,Language Requirements,Education,Programming Languages,Required Software / Tools,Work Arrangement,Job Type,Experience Level,Python,Power BI,Azure SQL
5200474,Junior IT Administrátor,ELISIT Slovakia s. r. o.,https://www.profesia.sk/praca/elisit-slovakia/O5200474?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,2025-12-17,2025-12-17,False,Bratislava,1250 EUR gross/month,"{'English': 'B1'}, {'German': 'B1'}",High School with Diploma,,,Full-time,Full-time,0-1 years,,,
5200396,Data Engineer - Frontend Developer,Lear Corporation,https://www.profesia.sk/praca/lear-corporation/O5200396?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,2025-12-17,2025-12-17,False,"Trnavský kraj, Slovakia",3200 EUR gross/month,"TypeScript, JavaScript, Python",,"TypeScript, JavaScript, Python",Palantir Foundry,Job with occasional home office,Full-time,5+ years,,,
5200290,Senior Network System Engineer,"SOITRON, s.r.o.",https://www.profesia.sk/praca/soitron/O5200290?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,2025-12-17,2025-12-17,False,Bratislava,2600 EUR gross/month,"English: B2, Slovak: C1","Bachelor, Master",,,Full-time,Full-time,5+ years,,,
5200250,"Monitoring Špecialista (Prometheus, PromQL, Grafana, Centreon)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5200250?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,2025-12-17,2026-02-12,False,Žilina,1800 EUR gross/month,,"Bachelor, Master, PhD","Python, PowerShell, Bash","Prometheus, PromQL, Grafana, Centreon, Oracle, PostgreSQL, RabbitMQ, SFTP, Kubernetes",Hybrid,Full-time,,,,
5200249,"Senior Java Application Engineer (Java 21, PostgreSQL, Microservice arch, RabbitMQ/Azure Service Bus, GraphQL)",SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5200249?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,2025-12-17,2025-12-17,False,Bratislava,3800 EUR gross/month,,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree), Postgraduate (Doctorate)",Java,"RabbitMQ, Azure Service Bus, GraphQL, Spring framework, Spring Boot, PostgreSQL",Hybrid,Full-time,,,,
5200247,Senior/Expert/Lead Angular Developer,SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5200247?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,2025-12-17,2025-12-17,False,Bratislava,3800 EUR gross/month,,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree)",Angular 2+,,Hybrid,Full-time,3-5 years,,,
5200236,Azure Databricks Administrator,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5200236?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,2025-12-17,2025-12-17,False,Bratislava,4300 EUR gross/month,English: B2,Bachelor's degree,"Python, SQL","Azure Databricks, Azure Kubernetes Services, Azure NetApp Files, Azure SQL Managed Instances, Azure DevOps",Hybrid,Full-time,7+ years,,,
5200220,IT Analytik Senior - CBS pre účty a platobné služby,"Tatra banka, a.s.",https://www.profesia.sk/praca/tatra-banka/O5200220?search_id=a2c1299f-09d6-4228-b5bb-1d018fb4841e,2025-12-17,2025-12-17,False,Bratislava,2600 EUR gross/month,English: B2,High School with Diploma,"Java, Thought Machine Vault","XML, SOAP, SQL, MQ, Rest API, JSON",Full-time,Full-time,3-5 years,,,
5200218,Aplikačný administrátor ČSOB (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5200218?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2025-12-17,False,Bratislava,2000 EUR gross/month,English: B1,,"Linux, Windows, Powershell, Python, Bash","JBOSS, Tomcat, IIS",Hybrid,Full-time,,,,
5200178,Senior Product Owner,"Caterpillar Slovakia, s. r. o.",https://www.profesia.sk/praca/caterpillar-slovakia/O5200178?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2026-03-25,True,Košice,3600 EUR gross/month,English: B2,University education (Bachelor's degree),,"Microsoft Azure DevOps, Power BI",Hybrid,Full-time,5+ years,,,
5200166,Data Claims Specialist so zameraním na prediktívne modelovanie,UNIQA,https://www.profesia.sk/praca/uniqa/O5200166?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2025-12-17,False,Bratislava,2250 EUR gross/month,"English: B2, Slovak: C2",Bachelor,,,Home-Office (up to 15 days/month),Full-time,3+ years,,,
5177812,Dizajnér Lan/Wlan sietí,TechTalent s. r. o.,https://www.profesia.sk/praca/techtalent/O5177812?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2025-12-17,False,Práca z domu,2400 EUR gross/month,,"Vysokoškolské I. stupňa, Vysokoškolské II. stupňa, Vysokoškolské III. stupňa",,Hamina,Home-Office,Full-time,1 year,,,
5200146,Skúsený projektový manažér (M/Ž),Alanata a. s.,https://www.profesia.sk/praca/alanata/O5200146?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2025-12-17,False,Bratislava,3500 EUR gross/month,,,,"JIRA, Confluence, MS Project",Hybrid,Full-time,7+ years,,,
5200130,Support Admin / Nitra,Pro HR,https://www.profesia.sk/praca/pro-hr/O5200130?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2025-12-17,False,Nitra,2100 EUR gross/month,English: B2,High School with Diploma,,"Windows 7, 10, Server, iOS, Android",On-site,Full-time,1-3 years,,,
4716455,Software Architect - Letectvo,Indra Avitech s.r.o.,https://www.profesia.sk/praca/indra-avitech/O4716455?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2026-02-26,False,Bratislava,3000 EUR gross/month,English: B2,"Bachelor, Master, PhD","Java 21, Quarkus 3.20","PostgreSQL, Mongo, ElasticSearch, Kafka, OpenAPI, Microservices, Docker, AWS, Kubernetes",Hybrid,Full-time,,,,
5200112,Production Support specialist and release manager - junior (Insurance),"Asseco Central Europe, a.s.",https://www.profesia.sk/praca/asseco-central-europe/O5200112?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2025-12-17,False,Bratislava,1700 EUR gross/month,"Slovak, English",High School with Diploma,"C#, JavaScript",,Hybrid,Full-time,0-1 years,,,
5200111,Medior/Senior Test Automation Engineer for Mobile Applications,Fpt Slovakia s.r.o.,https://www.profesia.sk/praca/fpt-slovakia/O5200111?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2025-12-17,False,Remote,2000 EUR gross/month,English: B2,,"Java, Selenium, JUnit, Ruby, TestNG, JavaScript, C#, VBScript",,100% remote,Full-time,5+ years,,,
4756109,Senior Developer / Architekt - Letectvo,Indra Avitech s.r.o.,https://www.profesia.sk/praca/indra-avitech/O4756109?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2026-01-16,False,Bratislava,2500-4000 EUR gross/month,"{'Language': 'English', 'Level': 'B2'}","Bachelor, Master, PhD",Java,"Wizard Suite tech stack: Java 8+, ICEFaces, Spring, EJB, JBPM, Wildfly, Oracle, JPA / Hibernate, Downstream Portal tech stack: Java 8+, Quarkus, Mapstruct, Apache CXF, Lombok, MongoDB, React",Hybrid,Full-time,,,,
5183242,Executive Support & Excel Analyst,NEEDLE RECRUITMENT s.r.o.,https://www.profesia.sk/praca/needle-recruitment/O5183242?search_id=01968fb1-e5c8-4f08-a00a-15665ff86887,2025-12-17,2026-02-01,False,Trnavský kraj,2200 EUR brutto/month,English: B2,High School with Diploma,,"Microsoft Word, Microsoft Excel, Outlook",Full-time,Full-time,1-3 years,,,
5200049,Senior DevOps Engineer,Deutsche Telekom IT Solutions Slovakia,https://www.profesia.sk/praca/deutsche-telekom-it-solutions-slovakia/O5200049?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2026-03-25,True,Košice,2600 EUR gross/month,English: B2,,"Bash, Python, Powershell","Linux Operating System, Docker, Git, Jenkins / GitLab, Ansible / Terraform / Puppet, Prometheus / Icinga / Grafana",Hybrid,Full-time,4-5 years,,,
5200043,Senior poistný/á matematik/matematička neživotného poistenia,UNIQA,https://www.profesia.sk/praca/uniqa/O5200043?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Bratislava,3200 EUR gross/month,"English: B2, Slovak: C1",Bachelor,,,Home-Office,Full-time,7+ years,,,
5200026,Senior Test Automation Engineer (with German language) - Bratislava,SourceFirst International s.r.o.,https://www.profesia.sk/praca/sourcefirst-international/O5200026?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Bratislava,2500 - 4000 EUR gross/month,German: B2,"Secondary with school-leaving examination, University education (Bachelor's degree), University education (Master's degree)","Java, JavaScript, Python","Selenium, Tosca, Jira",Home-Office,Full-time,2+ years,,,
5200023,SAP System Analytist,"Delta Electronics (Slovakia), s.r.o.",https://www.profesia.sk/praca/delta-electronics-slovakia/O5200023?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Liptovský Hrádok,2500 EUR gross/month,English: C1,Bachelor,,"SAP ERP, S/4 HANA, Fiori",Hybrid (On-site with home office),Full-time,5+ years,,,
5199979,Inžinier automatizácie (PLC / HMI),DEKRA kvalifikácia a poradenstvo s.r.o.,https://www.profesia.sk/praca/dekra-kvalifikacia-a-poradenstvo/O5199979?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Dolný Kubín,2100 EUR gross/month,"English: B2, German: B2","High School with Diploma, Bachelor, Master I. degree, Master II. degree",,SAP,Hybrid,Full-time,2-5 years,,,
5199977,Pricing Analyst,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5199977?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Bratislava,2000 EUR gross/month,English: B2,Master's degree,"R, Python, SQL",,Hybrid,Full-time,1-3 years,,,
5198676,IT Analytik / Návrhár,"CORA GEO, s. r. o.",https://www.profesia.sk/praca/cora-geo/O5198676?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2026-02-26,False,Poprad,2000 EUR gross/month,"{'Language': 'English', 'CEFR Level': 'B1'}",Bachelor,"SQL, Oracle PL/SQL",Microsoft Excel,Home-Office,Full-time,,,,
5199931,"Senior Dátový Analytik/Dátová Analytička – Ahoj, a.s. (m/ž)",365.bank,https://www.profesia.sk/praca/365-bank/O5199931?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Poprad,1800 EUR gross/month,,,Python,,Hybrid (On-site and Home-Office),Full-time,3-5 years,,,
5199923,Service Desk Specialist  – Banská Bystrica,"O2 Slovakia, s.r.o.",https://www.profesia.sk/praca/o2-slovakia/O5199923?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Banská Bystrica,1300 EUR gross/month,English: B1,,,"SQL Developer, Postman, Elastic Kibana, Camunda",,Full-time,0-1 years,,,
5199906,Senior Backend Developer (Node.js),"SOITRON, s.r.o.",https://www.profesia.sk/praca/soitron/O5199906?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Bratislava,3200 EUR gross/month,"Slovak: C1, English: B1",Bachelor,"JavaScript, TypeScript","Node.js, Docker, Kubernetes",Full-time,Full-time,5+ years,,,
5199826,IT administrátor / IT podpora pre používateľov (junior–senior),ST. NICOLAUS Group a.s.,https://www.profesia.sk/praca/st-nicolaus-group/O5199826?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,"Zvolen, Slovensko",2200 EUR gross/month,"{'English': 'B1'}, {'Slovenský jazyk': 'C1'}",Vysokoškolské III. stupňa,,"Microsoft: Windows desktop, Windows Server, Microsoft 365 (Exchange Online, SharePoint, Teams), Entra ID / Active Directory",Hybrid,Full-time,3-5 years,,,
5199896,Software analyst,SYNOT Games SK s. r. o.,https://www.profesia.sk/praca/synot-games-sk/O5199896?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Bratislava,2800 EUR gross/month,English: B2,Secondary with school-leaving examination or University education (Bachelor's degree),,,Full-time with home office possibility,Full-time,3-5 years,,,
5199833,Senior HW Design Engineer,Novo s.r.o.,https://www.profesia.sk/praca/novo/O5199833?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2025-12-17,False,Bučany,2000 EUR gross/month,,Bachelor with Diploma,,,Home-Office,Full-time,2 years,,,
5125024,Junior IT recruiter/account manager (part time),Offer experts s. r. o.,https://www.profesia.sk/praca/offer-experts/O5125024?search_id=64af24a7-baf1-40c7-9fd5-e75dbab12a51,2025-12-17,2026-02-03,False,Bratislava,7-10 EUR/hour gross,English: C1,Secondary with school-leaving examination,,,"Part-time, Home-office and On-site in Bratislava",Part-time,,,,
5199767,SAP/TM Project Manager,Lugera & Maklér spol.s r.o.,https://www.profesia.sk/praca/lugera-makler/O5199767?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2025-12-17,False,Trenčiansky kraj,3000 EUR gross/month,English: B2,"Bachelor, Master",,,Full-time,Full-time,3-5 years,,,
5199739,Lead .NET Software Engineer,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5199739?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2026-01-06,False,Bratislava,3200 EUR gross/month,English: B2,"Bachelor's degree, Master's degree, Doctorate","C#, .NET",,Hybrid,Full-time,,,,
5199737,Lead .NET Software Engineer,Siemens Slovensko,https://www.profesia.sk/praca/siemens-slovensko/O5199737?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2026-01-06,False,Žilina,3200 EUR gross/month,English: B2,"Bachelor, Master, PhD","C#, .NET",,Hybrid,Full-time,,,,
5199672,Senior DevOps Engineer,RecruLab s.r.o.,https://www.profesia.sk/praca/recrulab/O5199672?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2026-03-01,False,Remote,2600 EUR gross/month,English: B2,Master's degree,"{'Scripting': ['Bash', 'Python'], 'Linux OS': 'Expert', 'Cloud Platforms': ['OTC', 'AWS', 'Azure'], 'Containerization': 'Docker', 'Kubernetes': 'Advanced (CKA, CKAD or CKS certifications are an advantage)', 'Git': 'Expert', 'CI/CD': ['Jenkins', 'GitLab'], 'Build Tools': ['Maven', 'Gradle'], 'IaC / Automation': ['Ansible', 'Terraform', 'Puppet'], 'Monitoring & Observability': ['ELK', 'Prometheus', 'Icinga', 'Jaeger', 'Grafana'], 'Networking': 'Expert', 'Security': 'Advanced'}",,Home-Office,Full-time,4 years,,,
5199658,Senior Test Developer,RecruLab s.r.o.,https://www.profesia.sk/praca/recrulab/O5199658?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2025-12-17,False,Bratislava,3300 EUR gross/month,English: B2,"Bachelor, Master, PhD",,,Hybrid,Full-time,5+ years,,,
5199655,Frontend Developer,RecruLab s.r.o.,https://www.profesia.sk/praca/recrulab/O5199655?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2025-12-17,False,Bratislava,2500 - 3500 EUR gross/month,English: B2,"Bachelor's degree, Master's degree, PhD",,,Hybrid,Full-time,2-3 years,,,
5199645,Backend Developer,RecruLab s.r.o.,https://www.profesia.sk/praca/recrulab/O5199645?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2026-03-25,True,Bratislava,2700 EUR gross/month,English: B2,"Bachelor, Master, PhD","C/C++, C#, .NET",,Hybrid,Full-time,3-5 years,,,
5199587,Java Back-End & Integration Competence Lead,"O2 Slovakia, s.r.o.",https://www.profesia.sk/praca/o2-slovakia/O5199587?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2025-12-17,False,Bratislava,3000 EUR gross/month,,,,,,Full-time,,,,
5199579,AI SERVICES - Senior Staff Python Engineer for LLM /BA/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5199579?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2025-12-17,False,Bratislava,3500 EUR gross/month,English: C1,Master's degree,"Python, FastAPI, pydantic","LangChain, LLamaIndex, Azure, OpenAI, Postgres, Redis, Elasticsearch & MongoDB",Hybrid,Full-time,8+ years,,,
5199539,Full-stack Java developer - Java & JavaScript (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5199539?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2025-12-17,False,Bratislava,2200 EUR gross/month,English: B2,Bachelor,"Java, JavaScript","Camunda, XML/JSON, jUNIT/Mockito SQL",Hybrid,Full-time,3+ years,,,
5199474,Pricing Python Developer,"Zurich Insurance Company Ltd, organizačná zložka",https://www.profesia.sk/praca/zurich-insurance-company-ltd-organizacna-zlozka/O5199474?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2025-12-17,False,Bratislava,2000 EUR gross/month,English: B2,Bachelor's degree,"Python, Pandas, MLFlow, Numpy","Databricks, Git, DevOps",Job with occasional home office,Full-time,1-3 years,,,
5199443,ČSOB Aplikačný inžinier (M/Ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5199443?search_id=18f1bfcf-758e-4d7a-bb9a-a1133004a374,2025-12-17,2025-12-17,False,Bratislava,2700 EUR gross/month,English: B2,,"Linux, Tomcat, Apache web server, JVM, Windows, SQL, IIS",,Hybrid,Full-time,,,,
5199369,Cloud Data Engineer (AWS) (m/ž),ČSOB Finančná skupina,https://www.profesia.sk/praca/csob-financna-skupina/O5199369?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2025-12-17,False,Bratislava,2500 EUR gross/month,English: B2,,"Python, Terraform","Git, GitHub Actions, AWS services (EC2, Bedrock, SageMaker), Docker, Kubernetes, PostgreSQL",Hybrid,Full-time,,,,
5199360,IT business analytik pre edukačné vydavateľstvo,"TAKTIK vydavateľstvo, s.r.o.",https://www.profesia.sk/praca/taktik-vydavatelstvo/O5199360?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2025-12-17,False,Košice,2500 - 3000 EUR gross/month,English: B1,"Bachelor, Master",,"Jira, SQL, Microsoft Excel",Hybrid,Full-time,3-5 years,,,
5199323,Senior Project Manager,Unomedical s.r.o.,https://www.profesia.sk/praca/unomedical/O5199323?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2026-01-25,False,Michalovce,2400 EUR gross/month,English: C1,Bachelor/Master Degree,,,Home-Office,Full-time,5+ years,,,
5199322,C++ SW Engineer,Pro HR,https://www.profesia.sk/praca/pro-hr/O5199322?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2025-12-17,False,Bratislava,3100 EUR gross/month,English: B2,Bachelor,"C++, Perl, Shell, TCL, Python","Linux, UNIX/Linux, Windows",Hybrid,Full-time,3-5 years,,,
5199321,IT Service Operations Manager (support & security),Pro HR,https://www.profesia.sk/praca/pro-hr/O5199321?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2025-12-17,False,Nitra,3900 EUR gross/month,English: B2,Master's degree,,,Hybrid,Full-time,4-5 years,,,
5199318,"React Developer (Bratislava, Košice)",Pro HR,https://www.profesia.sk/praca/pro-hr/O5199318?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2025-12-17,False,"Bratislava, Košice",3200 EUR gross/month,"{'Language': 'English', 'Level': 'B2'}","Bachelor, Master, PhD","JavaScript, React, TypeScript, SignalR, Redux, GraphQL","Git, Docker, Kubernetes",Home-Office,Full-time,5+ years,,,
5199309,Senior Security Infrastructure Engineer,Pro HR,https://www.profesia.sk/praca/pro-hr/O5199309?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2026-02-07,False,Bratislava,3700 EUR gross/month,"English: B2, Slovak: B2",University education (Bachelor's degree),,"Cisco Firewalls (ASA/Firepower), Fortinet Firewalls (FortiGate), ForcePoint security products, Netscaler (Citrix ADC), F5 BIG-IP (LTM, ASM, APM depending on environment), Cisco IronPort (ESA), Fortinet email security",Full-time with occasional home office,Full-time,5+ years,,,
5199307,Network & Security Infrastructure Engineer,Pro HR,https://www.profesia.sk/praca/pro-hr/O5199307?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2025-12-17,False,Bratislava,3200 EUR gross/month,"English: B2, Slovak: B2",University education (Bachelor's degree),,"Fortinet/Cisco/Palo Alto, Cisco MDS, Zabbix/PRTG/SNMP/Syslog, NetBox",Full-time with occasional home office,Full-time,5+ years,,,
5199301,Senior Network Infrastructure Engineer,Pro HR,https://www.profesia.sk/praca/pro-hr/O5199301?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2026-01-29,False,Bratislava,3900 EUR gross/month,"English: B2, Slovak: B2",University education (Bachelor's degree),,"Zabbix, PRTG, SNMP, Syslog, NetBox",Full-time with occasional home office,Full-time,4-5+ years,,,
5199270,Senior Projektový/-á manažér/-ka,Union,https://www.profesia.sk/praca/union/O5199270?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2025-12-17,False,Bratislava,3500 EUR gross/month,"{'English': 'C1'}, {'Slovak': 'C2'}",Bachelor,,"Jira, Confluence, MS Project, O365",Hybrid,Full-time,8 years,,,
5199251,Cloud Data Engineer,"Profinit Slovakia, s.r.o. (člen skupiny Profinit)",https://www.profesia.sk/praca/profinit-slovakia-clen-skupiny-profinit/O5199251?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2026-01-29,False,Bratislava,2000 EUR gross/month,English: B2,Bachelor,,"Databricks, DBT, SQL, Airflow, Python, AWS ekosystém, Azure ekosystém, Elastic Stack, Jupyter Notebook, EKS",Hybrid,Full-time,1-3 years,,,
5199247,Junior IT Audítor/Consultant,EY – Ernst & Young,https://www.profesia.sk/praca/ey-ernst-young/O5199247?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2025-12-17,False,Bratislava,1600 EUR gross/month,"Slovak, English",Bachelor,,,Home-Office,Full-time,0-1 years,,,
5159761,Full-Stack Developer - Python & JavaScript (m/f),PwC,https://www.profesia.sk/praca/pwc/O5159761?search_id=3a807dc2-2843-4f8e-a428-f5fd20d1c6f4,2025-12-17,2026-03-25,True,Bratislava,2000 EUR gross/month,English: B2,"Bachelor's or Master's degree in IT Engineering, Computer Science, Applied Sciences, or a related field","Python, JavaScript, TypeScript",,Hybrid,Full-time,0-1 years,,,
5199099,Hľadáme IT analytika pre naše unikátne softvérové projekty!,PosAm spol. s r.o.,https://www.profesia.sk/praca/posam/O5199099?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2025-12-17,False,Bratislava,2500 EUR gross/month,,Bachelor,,,On-site with home office,Full-time,3-5 years,,,
5199077,Abap/Ui5 Developer,"SLOVNAFT, a.s.",https://www.profesia.sk/praca/slovnaft/O5199077?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2026-03-23,False,Bratislava,2500 EUR gross/month,English: B2,Bachelor,"ABAP, UI5","SAP ABAP, UI5, Fiori",Full-time,Full-time,2-3 years,,,
5199075,Java Developer,Greyson Consulting s.r.o.,https://www.profesia.sk/praca/greyson-consulting/O5199075?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2025-12-17,False,Bratislava,2500 EUR gross/month,English: B2,Bachelor,"Java, Spring Framework","Jenkins, TeamCity, Docker, Kubernetes, AWS",Hybrid,Full-time,5+ years,,,
5071322,1st-line IT Monitoring Specialist,Pro HR,https://www.profesia.sk/praca/pro-hr/O5071322?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2026-03-25,True,Žilina,1600 EUR gross/month,English: B2,High School with Diploma,,,Home-Office,Full-time,1 year,,,
5199029,Linux Engineer,Pro HR,https://www.profesia.sk/praca/pro-hr/O5199029?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2026-03-23,False,Bratislava,3000 EUR gross/month,English: B2,"Bachelor, Master","Linux, Docker, Kubernetes, Bash Scripting","Jenkins, LDAP, Kerberos, CMDB",Full-time,Full-time,3-5 years,,,
5198505,Technologický Tester,TechTalent s. r. o.,https://www.profesia.sk/praca/techtalent/O5198505?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2025-12-17,False,Bratislava,4000 - 4800 EUR gross/month,,"High School with Diploma, Bachelor, Master, PhD",,"Jira, SOAP UI, Postman, ReadyAPI",Home-Office,Full-time,3-5 years,,,
5198994,AI SERVICES - Business Process Analyst–AI & Automation Solutions /BA/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5198994?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2026-01-26,False,Bratislava,3500 EUR gross/month,"English: C1, German: C1",Master's degree,,,Hybrid,Full-time,5+ years,,,
5198998,AI SERVICES - Senior Backend Developer/Python /BA/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5198998?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2026-01-26,False,Bratislava,3000 EUR gross/month,English: C1,Master's degree,"Python, FastAPI, Django","PostgreSQL, Git",Hybrid,Full-time,5+ years,,,
5199001,AI SERVICES - Senior Data Engineer /BA/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5199001?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2026-01-26,False,Bratislava,3000 EUR gross/month,English: C1,Master's degree,"Python, SQL, NoSQL","Dagster, Airflow, GCP, AWS, Azure, BigQuery, Snowflake, Redshift",Hybrid,Full-time,5+ years,,,
5198999,AI Services - Business Process Analyst–AI & Automation Solutions /KE/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5198999?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2026-01-26,False,Košice,3500 EUR gross/month,"English: C1, German: C1",Master's degree,,,Hybrid,Full-time,5+ years,,,
5198995,AI SERVICES - Senior Staff Python Engineer for LLM  /KE/,Deutsche Telekom Services Europe Slovakia s.r.o.,https://www.profesia.sk/praca/deutsche-telekom-services-europe-slovakia/O5198995?search_id=dcfe8275-0a7e-42ae-86e6-356bb33ea5c9,2025-12-17,2026-01-26,False,Košice,3500 EUR gross/month,English: C1,Master's degree,"Python, FastAPI, pydantic","LangChain, LLamaIndex, Azure, OpenAI, Postgres, Redis, Elasticsearch & MongoDB",Hybrid,Full-time,8+ years,,,
